날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,281.58,283.16,278.74,279.42,6196913,12632156820
2010-01-05,278.66,279.93,276.58,277.78,9609283,17082408340
2010-01-06,278.0,279.89,277.8,278.92,8086547,17105561325
2010-01-07,280.0,280.68,275.58,276.04,14245506,19467256075
2010-01-08,277.27,278.18,276.45,277.73,16491137,15420007505
2010-01-11,278.56,279.28,277.3,278.36,15015619,19564936015
2010-01-12,278.36,278.8,276.43,276.73,11153685,19226900215
2010-01-13,276.76,277.69,274.15,274.91,16355810,27326867165
2010-01-14,276.97,277.99,274.89,275.74,21248727,33077069330
2010-01-15,276.98,280.08,274.58,280.08,13920673,25217680345
2010-01-18,279.48,281.88,278.81,280.28,10226253,19946305065
2010-01-19,280.79,281.41,275.18,276.4,20583528,25330507200
2010-01-20,277.2,278.46,274.66,274.66,23219770,23882207940
2010-01-21,274.43,280.46,273.99,279.62,38956792,39143425300
2010-01-22,277.87,279.45,272.98,277.37,21188632,26822620185
2010-01-25,274.8,277.2,272.95,274.2,14057871,21484373660
2010-01-26,273.87,274.43,266.96,268.0,12515948,20368513560
2010-01-27,268.65,269.89,264.39,266.0,14942216,23970250850
2010-01-28,266.06,267.25,262.92,265.99,12675046,21859277475
2010-01-29,263.18,263.74,257.66,258.59,8664958,15350817125
2010-02-01,258.7,260.22,257.91,259.19,7147344,10761576985
2010-02-02,262.16,265.3,261.21,262.47,19607626,32872683460
2010-02-03,264.16,267.26,263.75,267.19,29857686,53075938715
2010-02-04,267.72,269.2,266.16,267.3,32450741,59596700945
2010-02-05,262.31,263.65,259.76,263.49,24890859,42607476145
2010-02-08,264.61,266.42,262.69,263.59,34895093,72741575115
2010-02-09,264.19,267.69,263.62,263.9,51419767,115114153930
2010-02-10,264.66,267.36,264.27,265.51,40580342,79886255875
2010-02-11,266.49,270.11,266.15,269.73,24463990,51043095385
2010-02-12,269.6,271.41,266.58,271.35,31419117,68095713000
2010-02-16,270.97,272.49,269.72,269.96,14947093,31187368170
2010-02-17,270.6,272.18,270.05,271.49,15782953,30159665135
2010-02-18,272.19,276.47,271.78,275.13,24429150,53853181400
2010-02-19,274.93,278.48,273.55,275.69,35717302,85850074290
2010-02-22,278.78,281.8,278.25,280.69,22366827,56548927830
2010-02-23,279.65,280.26,276.62,277.93,10117535,27073652075
2010-02-24,277.02,282.22,276.72,279.62,27215214,70735296900
2010-02-25,280.86,281.49,275.72,277.05,23091498,57345682320
2010-02-26,278.78,280.22,275.44,278.6,18342605,39819246015
2010-03-02,281.03,282.73,278.17,279.38,8355441,20907306480
2010-03-03,279.98,281.03,278.46,279.4,13274335,32163465410
2010-03-04,279.43,280.66,277.09,278.09,8795689,20883040180
2010-03-05,278.49,280.56,276.48,278.85,9840196,24086680475
2010-03-08,280.19,281.42,278.7,281.01,12510247,33647183640
2010-03-09,280.96,281.83,279.12,279.93,10088130,23278095990
2010-03-10,281.91,282.37,279.18,280.36,9558558,23461330885
2010-03-11,281.61,283.72,280.52,282.37,15263597,38093506210
2010-03-12,283.74,284.84,280.8,283.77,6904658,17909383560
2010-03-15,284.55,286.91,281.64,284.85,11289699,25948653710
2010-03-16,285.47,285.98,283.32,284.27,6879686,15344411335
2010-03-17,286.16,286.35,283.14,283.62,6431974,15122373605
2010-03-18,283.67,284.35,280.73,281.95,6417565,17609255445
2010-03-19,282.16,283.78,281.59,283.22,19238770,44230834060
2010-03-22,283.35,284.47,282.42,283.65,7329749,16921087690
2010-03-23,285.94,286.93,284.59,285.11,8017653,21022073420
2010-03-24,287.33,287.38,282.98,284.32,6832678,16303718660
2010-03-25,283.4,284.34,281.59,282.33,5030018,9820508435
2010-03-26,281.72,284.47,281.39,284.03,8246474,20363554020
