날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,444.4,449.72,443.53,449.72,19540872,266601916520
2010-01-05,449.73,449.73,444.37,444.37,20962144,302960325430
2010-01-06,446.18,448.84,445.12,447.14,30610169,435839540119
2010-01-07,446.78,450.65,444.86,446.48,21603815,313378160310
2010-01-08,448.19,448.54,437.08,441.98,22794197,362737603690
2010-01-11,441.54,443.73,437.22,439.01,15778708,371688576820
2010-01-12,439.11,442.01,435.64,441.68,14092053,226620330955
2010-01-13,438.38,438.71,434.08,434.87,13428389,196715004265
2010-01-14,436.09,436.86,432.11,432.91,14340595,282752457402
2010-01-15,436.6,439.33,432.83,436.5,19446746,362399213780
2010-01-18,436.59,443.07,433.35,441.17,18907222,281889943950
2010-01-19,442.92,447.75,440.21,446.62,19647845,366443481555
2010-01-20,448.97,454.42,447.4,453.7,22108548,424522274990
2010-01-21,453.19,455.38,448.09,450.01,19093232,430243852881
2010-01-22,445.31,447.01,438.25,442.86,16161831,333006441490
2010-01-25,437.23,443.38,435.6,439.0,15161118,263198567703
2010-01-26,440.0,444.24,432.78,436.92,20330277,320793447305
2010-01-27,439.04,439.45,434.27,437.45,15229329,209071074945
2010-01-28,437.86,438.16,431.38,435.29,15387687,216094314698
2010-01-29,430.95,431.6,421.06,424.11,14638602,264124944050
2010-02-01,424.05,427.7,422.55,426.07,10403536,200634363520
2010-02-02,426.91,427.98,419.01,419.16,14161620,213647493045
2010-02-03,423.43,428.82,422.8,428.77,11142974,183543980210
2010-02-04,428.84,429.31,423.19,426.63,13231764,121989803685
2010-02-05,414.65,416.68,412.51,414.72,14048764,200913435370
2010-02-08,415.11,415.27,411.62,413.1,14531656,139750180535
2010-02-09,412.97,419.43,412.96,418.59,11797246,181709215270
2010-02-10,418.91,420.99,417.6,420.68,13421280,154381106274
2010-02-11,420.83,427.14,420.69,427.14,16095428,165401719437
2010-02-12,424.86,425.26,421.26,423.81,16553084,148488433415
2010-02-16,422.94,425.93,421.33,423.52,14683194,93616685500
2010-02-17,425.97,431.4,424.71,429.2,18447531,215361760040
2010-02-18,430.85,434.59,429.15,433.78,13286534,152271348810
2010-02-19,432.37,437.69,427.36,427.36,15534556,178201409704
2010-02-22,432.57,436.31,432.57,434.34,28752612,151096008210
2010-02-23,435.33,437.9,434.29,437.42,39001785,157335444305
2010-02-24,435.79,437.55,433.93,435.41,19887849,136523362905
2010-02-25,437.55,437.9,429.01,431.76,12162081,150207452610
2010-02-26,432.67,434.79,430.32,434.75,14702742,106122135900
2010-03-02,437.65,440.62,437.34,438.9,17776934,154846328870
2010-03-03,438.74,441.06,438.46,440.47,13161642,109691290030
2010-03-04,439.74,442.66,434.5,437.1,10075109,101376548510
2010-03-05,438.48,440.84,437.72,439.37,13887812,115339025815
2010-03-08,444.07,451.41,444.07,450.6,19219436,217431903775
2010-03-09,450.92,453.42,450.5,451.09,27132763,212617070035
2010-03-10,451.82,452.22,447.58,452.22,34116838,168322386920
2010-03-11,453.76,454.37,450.42,450.42,31102522,220722585270
2010-03-12,454.57,455.49,452.11,455.1,23794566,173218167095
2010-03-15,453.9,456.6,448.7,451.86,15414216,126284124740
2010-03-16,452.88,453.14,448.94,451.41,34662662,210110469305
2010-03-17,456.51,456.98,451.83,454.02,29480370,206011552258
2010-03-18,452.12,453.66,447.89,448.39,26695751,227700104460
2010-03-19,450.65,451.18,446.71,448.82,39767855,244752573410
2010-03-22,447.7,447.78,442.39,444.2,34516996,216312450780
