날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,917.64,927.06,916.35,923.92,10509515,256365581530
2010-01-05,922.77,925.08,912.68,925.08,14443263,408250645830
2010-01-06,923.95,935.5,920.13,928.65,12596545,319598051650
2010-01-07,925.64,929.69,910.92,913.11,9789011,271377025630
2010-01-08,919.09,922.13,911.34,919.83,9463340,245787410180
2010-01-11,917.78,955.26,914.36,948.34,21998471,557257386170
2010-01-12,945.99,947.96,933.86,938.27,13824063,328001208980
2010-01-13,930.48,936.95,920.92,923.59,11925398,306196992040
2010-01-14,926.22,927.35,907.4,912.98,15511137,429969204810
2010-01-15,914.47,919.72,905.25,909.7,14240689,368755956990
2010-01-18,898.66,900.44,885.23,896.47,15523748,478668374160
2010-01-19,896.45,908.57,896.45,906.45,12461452,320432449930
2010-01-20,911.4,911.98,895.58,899.54,17300819,483392049850
2010-01-21,892.97,901.7,889.18,899.03,12732193,332533808650
2010-01-22,881.21,884.9,859.08,867.64,17794110,479935410290
2010-01-25,851.39,858.94,844.44,856.73,15349700,374734609320
2010-01-26,858.33,875.63,845.83,851.78,15085441,363853651190
2010-01-27,856.27,858.4,832.66,834.05,13408581,408136615740
2010-01-28,837.67,862.27,829.33,860.54,20678290,531027419480
2010-01-29,848.01,851.95,835.59,839.71,12924980,301111914750
2010-02-01,843.51,859.52,838.82,857.01,12557812,327640165830
2010-02-02,866.7,866.7,846.58,855.13,11943451,298274904570
2010-02-03,864.42,871.62,858.33,869.42,14689597,347858373810
2010-02-04,868.95,869.41,853.74,857.51,11109315,304625348370
2010-02-05,831.18,833.05,815.64,815.64,14318087,387497708400
2010-02-08,809.19,810.49,777.74,784.04,17675873,407342297190
2010-02-09,788.08,815.13,788.08,814.2,15808791,411240927480
2010-02-10,821.87,835.52,819.45,823.31,12220957,328055482090
2010-02-11,827.57,847.81,827.17,845.49,12024550,323287036810
2010-02-12,847.09,847.9,825.04,839.67,11725359,294488846300
