날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,3965.25,4011.09,3959.84,4010.2,16453164,88955747905
2010-01-05,4035.9,4064.22,4026.12,4039.16,23119631,113896453860
2010-01-06,4062.94,4151.43,4052.98,4151.43,21467584,169539784550
2010-01-07,4180.95,4273.83,4163.39,4188.66,29678354,241403403000
2010-01-08,4218.05,4238.2,4152.65,4223.68,24196434,184726838775
2010-01-11,4239.32,4323.91,4224.78,4300.97,28063245,210891592825
2010-01-12,4339.68,4353.53,4272.59,4306.82,33212090,186038316615
2010-01-13,4270.97,4501.72,4270.17,4438.02,52424351,390096088645
2010-01-14,4489.83,4529.74,4425.57,4491.69,31055204,279816322030
2010-01-15,4521.25,4592.97,4514.69,4592.97,28795533,219335514685
2010-01-18,4586.38,4603.61,4554.07,4572.84,32536861,261366207005
2010-01-19,4604.68,4604.68,4497.46,4522.6,34882318,292923706120
2010-01-20,4571.43,4582.48,4467.2,4517.48,67204286,265135865290
2010-01-21,4541.16,4573.4,4505.84,4534.19,46293444,347870012860
2010-01-22,4442.52,4479.81,4361.26,4447.71,42568587,235542041830
2010-01-25,4385.21,4441.46,4258.7,4270.91,65098921,283485808600
2010-01-26,4334.78,4337.7,4125.28,4140.01,43087609,205034215820
2010-01-27,4182.61,4205.43,4104.23,4104.23,29037142,134384122505
2010-01-28,4142.94,4148.51,4020.46,4076.72,46672055,152391797560
2010-01-29,3989.15,4000.97,3833.97,3862.98,48863125,135142441195
2010-02-01,3868.97,3907.57,3801.34,3862.91,35372481,116098221500
2010-02-02,3917.69,3972.37,3902.38,3907.21,36313027,158652279125
2010-02-03,3996.02,4097.84,3993.51,4089.58,41739369,193365573860
2010-02-04,4073.03,4076.06,4015.52,4043.07,40955824,122191532015
2010-02-05,3839.57,3909.43,3829.4,3909.43,44858050,146591358505
2010-02-08,3966.64,3966.64,3827.88,3827.93,73457417,134116603956
2010-02-09,3775.61,3842.95,3756.19,3839.46,35635584,114286687295
2010-02-10,3908.52,3909.85,3786.33,3786.33,40896725,155283385680
2010-02-11,3807.05,3844.66,3799.49,3839.63,32739437,104920047265
2010-02-12,3866.63,3894.31,3848.77,3888.6,28877486,86955648030
2010-02-16,3900.7,3922.69,3883.59,3919.85,29820241,78644564875
2010-02-17,3968.14,3993.52,3960.7,3982.1,27673998,138229721340
2010-02-18,3992.22,3997.12,3922.19,3928.56,26591728,115378988560
