날짜,시가,고가,저가,종가,거래량,거래대금
2011-04-29,0.0,0.0,0.0,1000.0,1720510,12900518955
2011-05-02,1015.45,1033.16,1009.18,1021.05,988576,7789491890
2011-05-03,1005.72,1015.49,991.1,1003.57,2163852,17699622960
2011-05-04,1006.87,1029.11,1001.76,1004.93,976730,7997170140
2011-05-06,997.19,999.89,986.21,994.4,648765,4788964440
2011-05-09,1006.39,1026.79,992.54,993.09,669121,5008236160
2011-05-11,1016.45,1053.05,1012.01,1032.75,2607402,20256939130
2011-05-12,1023.82,1039.05,1000.49,1001.97,4284822,32740494425
2011-05-13,1014.19,1039.53,1000.66,1005.22,3321946,26058948630
2011-05-16,1011.6,1023.47,983.38,983.38,2492654,19415578750
2011-05-17,982.15,984.22,958.27,961.71,1143385,7731512395
2011-05-18,970.54,972.25,949.0,949.0,658672,4538336845
2011-05-19,951.08,957.39,914.95,914.95,769050,5305026135
2011-05-20,933.1,944.3,896.52,901.33,621187,4246729685
2011-05-23,890.75,891.75,859.37,863.21,758663,4724300635
2011-05-24,855.26,864.43,847.11,864.14,477757,2850517550
2011-05-25,867.41,873.69,853.26,856.21,590629,3521912030
2011-05-26,862.31,872.07,858.07,868.98,675649,4166454905
2011-05-27,874.61,889.51,863.48,865.19,751755,5330482035
2011-05-30,908.07,911.93,884.97,888.48,2459481,15062370845
2011-05-31,895.69,901.92,874.25,885.58,2684857,18931439000
2011-06-01,892.02,893.54,876.53,882.44,1316651,8961009045
2011-06-02,868.83,897.74,857.98,890.7,2356537,17859845590
2011-06-03,896.69,911.26,880.89,896.66,6925130,60619480880
2011-06-07,918.71,921.4,890.59,890.59,4038417,37377522675
2011-06-08,887.93,899.41,868.48,872.63,3227450,26044631510
2011-06-09,872.33,876.87,858.87,863.78,2341346,17762069150
2011-06-10,874.23,875.05,840.68,843.73,3084417,23413673550
2011-06-13,855.25,871.77,825.62,827.59,2374656,17160212475
2011-06-14,830.83,845.47,829.7,839.06,1831516,12948400555
2011-06-15,847.34,860.78,837.91,840.32,2265656,16668874735
2011-06-16,830.17,838.15,825.5,827.28,785069,5253856790
2011-06-17,828.52,854.26,826.61,833.44,3624891,27561016385
2011-06-20,845.01,858.65,838.5,838.5,1033076,7677855115
2011-06-21,841.24,843.62,820.39,822.33,631566,4406583985
2011-06-22,839.22,855.33,824.27,824.27,1334716,9045773555
2011-06-23,826.61,837.96,821.45,827.68,761118,5104796605
2011-06-24,833.04,863.19,833.04,858.34,1644238,12326869725
2011-06-27,865.67,931.21,865.67,914.11,2295350,17672050960
2011-06-28,926.5,926.5,870.73,870.73,1282722,9492197325
2011-06-29,876.91,880.17,853.46,858.99,674697,4526337350
2011-06-30,864.43,879.65,860.35,861.6,908574,5780848440
2011-07-01,867.63,874.64,863.99,871.65,746039,5247674690
2011-07-04,878.83,881.62,870.56,878.78,755363,4990990815
2011-07-05,894.9,896.1,884.59,885.44,507103,3170292890
2011-07-06,895.95,919.65,885.98,905.86,2925323,16457089715
2011-07-07,911.75,917.46,898.85,912.02,1317449,9175347930
2011-07-08,915.62,931.01,905.36,907.26,2180688,16468994955
2011-07-11,920.6,924.25,911.22,919.3,1297688,9518425755
2011-07-12,913.08,917.01,898.71,899.14,903694,6359439795
2011-07-13,899.35,911.03,896.24,902.98,2441216,29451912415
2011-07-14,896.08,911.12,887.47,909.49,950518,7418911995
2011-07-15,907.77,964.07,907.11,940.77,4604827,42756615760
2011-07-18,941.9,995.27,940.03,990.12,3704947,29906539100
2011-07-19,1000.52,1005.08,984.41,993.52,3684859,34905028750
2011-07-20,1008.37,1016.32,989.19,992.19,3416310,33297020290
2011-07-21,998.76,1023.28,989.95,989.95,2420665,20638322515
2011-07-22,992.52,1013.01,985.6,1009.22,1925063,16616318390
2011-07-25,1012.79,1022.24,1002.27,1007.65,1685802,14606726460
2011-07-26,1037.39,1041.95,1017.27,1017.27,2177128,19164174620
2011-07-27,1022.91,1059.48,1017.58,1045.95,2332874,17441129100
2011-07-28,1047.21,1077.48,1043.97,1064.12,3637460,25018691285
2011-07-29,1070.62,1088.42,1048.53,1051.84,3144602,23248688880
2011-08-01,1066.34,1074.1,1055.54,1065.62,1536304,10817362600
2011-08-02,1068.99,1073.37,1023.99,1037.33,1444196,10556645325
2011-08-03,1011.99,1012.32,988.09,996.79,1712081,12230706020
2011-08-04,1008.6,1043.69,989.79,989.79,2669266,19175744610
2011-08-05,931.16,944.41,898.51,915.2,1786240,11600563440
2011-08-08,898.4,927.94,798.27,836.15,1579695,9486220335
2011-08-09,781.3,784.2,719.45,750.14,1753673,8816818350
2011-08-10,787.28,825.58,784.19,821.95,1410479,7756805720
2011-08-11,782.25,879.02,777.82,875.38,2318668,13692565170
2011-08-12,914.54,961.51,912.51,920.79,2386828,16641287790
2011-08-16,961.68,979.56,956.43,972.93,1769124,12910177560
2011-08-17,976.79,1012.05,963.99,997.4,2801318,20314284035
2011-08-18,1002.39,1008.81,955.0,988.77,2429857,18291982385
2011-08-19,936.35,963.18,908.56,916.28,1899208,14251854640
2011-08-22,911.03,943.94,896.93,935.52,1161319,8446346120
2011-08-23,960.99,987.88,949.16,959.0,1733322,13676404260
2011-08-24,977.95,995.59,950.85,951.55,1461763,10717311290
2011-08-25,969.74,997.87,969.48,979.21,3526563,27485890910
2011-08-26,974.86,1001.41,974.57,993.73,2155075,19038998655
2011-08-29,1017.93,1030.98,1010.48,1019.48,2230292,16817434230
2011-08-30,1023.84,1051.68,1020.79,1020.8,3234659,28066339145
2011-08-31,1033.51,1054.41,1026.8,1046.55,3497758,29703494695
2011-09-01,1058.65,1080.55,1032.91,1043.32,3144884,23935692425
2011-09-02,1046.08,1063.11,1018.72,1049.31,2200384,16175513050
2011-09-05,1041.71,1062.21,1026.95,1036.91,2807040,23934482960
2011-09-06,1019.27,1025.33,963.25,971.41,1826744,15303134625
2011-09-07,1012.93,1034.42,1010.76,1016.81,3624663,26338759665
2011-09-08,1024.26,1026.48,981.62,983.6,4070449,32615176965
2011-09-09,990.62,990.62,968.78,974.52,5189212,39638139635
2011-09-14,985.75,998.77,962.05,964.02,3235146,27383743820
2011-09-15,987.32,1001.56,950.72,985.25,3198793,28048709275
2011-09-16,1011.14,1056.9,1008.69,1047.16,4686146,43724649715
2011-09-19,1054.35,1102.7,1054.35,1085.79,4312242,38119376545
2011-09-20,1080.06,1090.78,1057.46,1087.27,4698961,43496920155
2011-09-21,1095.93,1110.13,1086.18,1091.92,3260100,30413256255
2011-09-22,1069.95,1091.3,1063.56,1077.92,2442411,21776336275
2011-09-23,1029.04,1044.26,992.44,997.72,2697190,21940887410
2011-09-26,1015.47,1023.13,882.01,891.21,2420978,17633973095
2011-09-27,917.58,956.39,916.38,956.05,1879061,14131148550
2011-09-28,982.26,987.43,937.5,937.5,1436249,10669818780
2011-09-29,931.88,961.87,923.14,943.48,1813849,13573305970
2011-09-30,961.56,971.89,949.77,955.07,1109158,7628259850
2011-10-04,917.38,943.05,892.27,918.19,2024011,11224117265
2011-10-05,937.92,942.6,884.15,885.07,1006025,6106239565
2011-10-06,905.61,932.99,903.63,914.94,1374840,8692260835
2011-10-07,931.61,942.84,925.99,928.23,830662,5361219610
2011-10-10,936.53,952.27,927.68,948.76,1323626,9092330745
2011-10-11,966.88,989.03,956.93,974.16,2244433,13930892975
2011-10-12,977.9,977.9,960.42,972.02,974500,6613066740
2011-10-13,981.99,990.86,974.54,986.52,1192976,7932678675
2011-10-14,987.19,987.19,947.54,961.65,944140,6246345300
2011-10-17,975.98,1022.73,969.24,1019.35,1715554,12678253345
2011-10-18,999.64,1048.19,997.34,1015.83,1820319,14204927255
2011-10-19,1030.6,1049.34,999.54,1012.38,1675254,12634985285
2011-10-20,1017.84,1029.82,988.26,988.26,1806916,14081196035
2011-10-21,1007.82,1012.81,981.4,998.73,1020549,7482251360
2011-10-24,1015.57,1039.53,1015.28,1024.16,1456669,12106962445
2011-10-25,1034.03,1064.74,1025.15,1039.24,3035982,22343387875
2011-10-26,1047.33,1071.59,1037.38,1044.29,2021985,15196183385
2011-10-27,1053.41,1085.1,1043.33,1074.16,2739940,23135624230
2011-10-28,1075.98,1081.99,1045.36,1050.92,2195681,17516304830
2011-10-31,1058.59,1094.52,1046.65,1089.0,1828874,14612223140
2011-11-01,1116.18,1136.69,1112.21,1123.7,1618164,15480475785
2011-11-02,1090.56,1143.57,1090.56,1140.54,4644396,40313380425
2011-11-03,1157.42,1175.97,1142.34,1145.15,4187730,37911222685
2011-11-04,1182.65,1199.73,1169.32,1197.6,4181071,39109815235
2011-11-07,1202.08,1289.76,1195.62,1285.97,4790345,47581342440
2011-11-08,1276.77,1281.97,1235.95,1246.28,3200439,31789690865
2011-11-09,1260.88,1267.04,1174.84,1181.66,4513652,43894220145
2011-11-10,1133.96,1187.66,1129.8,1140.84,3445082,30009476535
2011-11-11,1167.58,1211.08,1148.11,1211.08,4342147,38982388455
2011-11-14,1234.11,1238.09,1211.64,1214.43,3223665,26875210370
2011-11-15,1188.74,1222.38,1185.35,1205.71,2694498,22300144525
2011-11-16,1217.25,1232.17,1195.19,1195.47,2653884,20352169590
2011-11-17,1199.42,1200.92,1164.64,1198.92,2724771,22660472840
2011-11-18,1182.34,1197.54,1163.66,1192.67,2132164,16877540140
2011-11-21,1211.27,1233.28,1195.17,1195.17,3089710,26453932510
2011-11-22,1177.19,1197.56,1165.58,1185.95,4554129,29042297060
2011-11-23,1178.88,1222.46,1162.12,1179.58,5383732,44997027010
2011-11-24,1179.88,1204.2,1164.41,1191.89,3447888,30621924760
2011-11-25,1193.08,1224.0,1136.27,1151.23,5521080,51153183035
2011-11-28,1159.75,1214.07,1157.97,1201.26,2321284,19324998645
2011-11-29,1209.92,1234.53,1196.41,1200.55,5545282,49537194260
2011-11-30,1203.87,1208.06,1169.61,1189.12,3201952,29653923240
2011-12-01,1209.26,1217.71,1180.54,1190.82,2568059,24438384930
2011-12-02,1188.5,1196.92,1174.48,1188.84,1962967,17200197480
2011-12-05,1197.56,1215.14,1195.77,1200.31,3072521,24638707945
2011-12-06,1201.74,1227.6,1184.52,1216.57,5472649,48470354060
2011-12-07,1215.81,1229.48,1196.42,1207.81,4450135,30358522460
2011-12-08,1211.53,1224.38,1200.18,1214.89,3283397,25914012460
2011-12-09,1202.02,1220.18,1178.01,1183.29,2953775,25316413325
2011-12-12,1190.55,1193.38,1160.35,1160.41,2251389,17954066000
2011-12-13,1153.43,1187.58,1144.06,1167.09,3341086,25871751580
2011-12-14,1170.24,1176.06,1137.45,1137.45,1402130,10989120410
2011-12-15,1135.02,1137.59,1090.74,1095.46,1376955,10351774640
2011-12-16,1105.36,1112.77,1095.19,1111.53,1243992,8608159055
2011-12-19,1121.66,1125.2,973.07,1029.39,2525636,17012603855
2011-12-20,1035.23,1089.78,1031.53,1088.93,1749377,12432960410
2011-12-21,1102.9,1156.62,1099.63,1129.58,1744308,13679010145
2011-12-22,1132.51,1151.16,1123.95,1145.96,1205979,9705447880
2011-12-23,1158.53,1170.09,1149.25,1155.03,1706352,13153599845
2011-12-26,1164.92,1176.61,1161.16,1169.36,1342199,12530811315
2011-12-27,1176.98,1181.37,1128.51,1130.85,3484608,51741151130
2011-12-28,1144.27,1157.25,1130.85,1140.4,1325813,16212678110
2011-12-29,1135.34,1152.25,1128.2,1139.64,1004021,9362492980
2012-01-02,1147.62,1205.73,1147.62,1203.79,1673687,16964952810
2012-01-03,1222.6,1247.51,1221.78,1231.97,2538733,30391113395
2012-01-04,1235.99,1271.26,1229.34,1264.25,2461348,28354687005
2012-01-05,1277.27,1295.4,1259.41,1291.87,3776834,45647322445
2012-01-06,1296.61,1352.44,1285.91,1332.05,3217597,40867871630
2012-01-09,1343.81,1369.43,1335.36,1361.08,2904205,28572775880
2012-01-10,1373.21,1380.83,1353.69,1373.74,2112455,24088309340
2012-01-11,1383.21,1393.98,1367.2,1379.5,2131479,22216495180
2012-01-12,1411.91,1441.13,1368.63,1385.98,3883762,48398438890
2012-01-13,1392.55,1423.2,1377.31,1403.49,3512070,39948258430
2012-01-16,1392.9,1423.09,1374.04,1390.36,2133552,23829936220
2012-01-17,1406.41,1416.63,1384.01,1389.0,2353514,23909293990
2012-01-18,1389.73,1400.51,1362.25,1362.25,1800625,19588409060
2012-01-19,1378.74,1384.88,1334.57,1337.09,1852332,20865816990
2012-01-20,1343.94,1345.8,1297.07,1322.43,2124356,23878327210
2012-01-25,1341.55,1372.09,1333.68,1364.11,2455835,24858782205
2012-01-26,1362.17,1381.09,1353.49,1376.29,1583329,18995289045
2012-01-27,1386.23,1423.58,1375.61,1415.59,1788253,24371172585
2012-01-30,1418.51,1430.87,1381.8,1382.26,1487670,19279358875
2012-01-31,1382.21,1396.21,1378.02,1391.23,1271619,15250899710
2012-02-01,1396.57,1419.67,1383.42,1415.53,1208066,15531876030
2012-02-02,1425.74,1462.92,1418.78,1455.86,1485988,19141692480
2012-02-03,1466.76,1514.36,1446.49,1467.63,1577968,23105793610
2012-02-06,1474.1,1476.58,1416.2,1423.06,1100235,14505457280
2012-02-07,1424.62,1454.73,1407.65,1449.31,1288022,17375930960
2012-02-08,1457.79,1475.64,1445.9,1465.81,1397849,17932293810
2012-02-09,1460.62,1473.07,1434.5,1440.62,1312897,15550006925
2012-02-10,1449.68,1481.86,1428.61,1477.81,2202295,24888712220
2012-02-13,1479.47,1527.73,1473.49,1527.73,1177876,15700824730
2012-02-14,1553.11,1637.07,1552.97,1619.05,3368942,42610763840
2012-02-15,1615.0,1637.17,1579.99,1588.6,2311552,31716543050
2012-02-16,1579.42,1629.47,1576.37,1611.98,1918634,24470061900
2012-02-17,1629.39,1679.74,1623.24,1653.31,2497629,33970974970
2012-02-20,1660.35,1664.08,1634.45,1646.81,1235536,18766621400
2012-02-21,1651.33,1655.25,1615.48,1633.63,1105078,13784691830
2012-02-22,1638.97,1654.01,1619.58,1650.12,1319398,17140556540
2012-02-23,1656.08,1656.08,1575.76,1577.56,1604513,24351155280
2012-02-24,1584.82,1626.26,1570.42,1626.26,1246589,17566185295
2012-02-27,1621.79,1631.41,1581.15,1581.65,1117212,14877568810
2012-02-28,1593.23,1608.48,1551.24,1571.11,1264045,15961452850
2012-02-29,1573.26,1590.79,1565.34,1576.22,1090020,13512261750
2012-03-02,1576.21,1576.21,1545.55,1560.08,885451,12184756125
2012-03-05,1557.61,1599.11,1555.39,1576.04,1042307,12758201600
2012-03-06,1569.31,1579.86,1443.72,1463.0,1746461,28087119610
2012-03-07,1428.42,1479.58,1428.38,1457.84,852152,12494999575
2012-03-08,1471.32,1476.79,1389.42,1468.11,2885883,43745868370
2012-03-09,1468.32,1473.79,1431.5,1449.76,1281084,17019710270
2012-03-12,1453.86,1502.13,1439.0,1492.94,1256200,16526680590
2012-03-13,1497.9,1506.52,1478.71,1487.21,903654,11393358750
2012-03-14,1496.44,1525.68,1486.55,1523.04,869741,12421541610
2012-03-15,1533.97,1585.04,1527.4,1561.23,1456722,22087632160
2012-03-16,1573.73,1583.26,1537.9,1571.7,1031140,15824323065
2012-03-19,1575.54,1586.14,1549.14,1549.14,692977,9762476925
2012-03-20,1564.68,1565.15,1494.92,1504.75,1089863,15011264380
2012-03-21,1497.96,1499.82,1451.73,1451.73,901973,12334745565
2012-03-22,1452.15,1458.14,1422.75,1431.54,1068674,13394367855
2012-03-23,1432.78,1438.03,1390.65,1418.69,1007730,12448144910
2012-03-26,1414.7,1417.18,1342.51,1350.63,957624,13964478450
2012-03-27,1364.68,1376.46,1330.4,1356.85,1032566,13964595325
2012-03-28,1366.92,1373.23,1348.54,1356.63,610374,6854221940
2012-03-29,1359.08,1370.03,1331.45,1343.47,1332762,10669601670
2012-03-30,1342.61,1367.39,1319.79,1341.16,619997,7153563555
2012-04-02,1341.15,1396.17,1338.19,1394.89,654741,9682689170
2012-04-03,1404.99,1415.25,1345.12,1349.74,734608,9971893290
2012-04-04,1347.76,1357.41,1294.32,1312.95,699267,7556736910
2012-04-05,1293.77,1314.59,1280.75,1308.96,617592,6641929380
2012-04-06,1323.98,1332.68,1298.36,1309.93,448174,5334452120
2012-04-09,1308.03,1323.16,1240.74,1244.08,626170,7832154760
2012-04-10,1237.44,1255.75,1218.09,1229.6,661344,7463589735
2012-04-12,1228.89,1247.14,1213.21,1227.99,409830,5147231995
2012-04-13,1241.88,1279.8,1241.88,1271.17,425184,5285765200
2012-04-16,1260.2,1283.42,1250.23,1272.37,308699,3196974540
2012-04-17,1290.33,1303.72,1268.41,1286.78,409616,5037286470
2012-04-18,1300.87,1314.33,1287.66,1297.1,312609,3799406710
2012-04-19,1290.74,1330.94,1289.37,1313.0,647381,6946861430
2012-04-20,1310.16,1316.72,1273.52,1278.93,484677,4946368025
2012-04-23,1287.11,1295.35,1236.38,1240.25,590540,5823713640
2012-04-24,1223.61,1254.49,1216.03,1247.57,515245,5122036185
2012-04-25,1258.46,1269.22,1219.98,1222.32,582262,5271413315
2012-04-26,1232.87,1235.08,1173.65,1189.09,610935,5771430065
2012-04-27,1195.86,1209.46,1174.2,1209.46,770168,7143862260
2012-04-30,1229.69,1242.73,1218.47,1226.01,828297,8714682695
2012-05-02,1232.96,1235.43,1209.63,1222.98,560949,5203105535
2012-05-03,1225.8,1251.81,1222.33,1226.56,462853,4448900530
2012-05-04,1220.62,1237.51,1211.99,1234.03,332635,3517610140
2012-05-07,1227.09,1248.89,1226.22,1229.62,454664,4968521870
2012-05-08,1235.47,1242.29,1222.64,1231.49,304914,2873247845
2012-05-09,1229.66,1235.32,1214.11,1222.77,365353,3156784900
2012-05-10,1224.67,1234.7,1213.35,1234.7,351701,3141554295
2012-05-11,1235.27,1255.35,1225.68,1232.12,570291,5625043510
2012-05-14,1243.23,1243.23,1201.65,1210.69,376908,3885561970
2012-05-15,1208.76,1208.76,1148.7,1162.78,570833,5854498320
2012-05-16,1173.37,1173.37,1127.33,1144.63,446948,4361187805
2012-05-17,1139.47,1154.47,1131.21,1137.16,436456,3542411795
2012-05-18,1114.0,1120.02,1073.74,1077.66,460295,3883505835
2012-05-21,1081.5,1095.8,1056.21,1076.75,585105,4373233700
2012-05-22,1100.75,1116.82,1087.78,1116.82,629631,4770577245
2012-05-23,1116.56,1116.82,1094.17,1102.37,248538,2206111880
2012-05-24,1101.01,1115.1,1089.91,1101.75,237484,2019269950
2012-05-25,1109.67,1117.4,1096.98,1114.82,698071,5974303590
2012-05-29,1112.09,1148.19,1107.75,1140.99,523874,4256317040
2012-05-30,1151.46,1156.3,1126.32,1135.17,379057,2869333855
2012-05-31,1119.32,1196.68,1112.33,1196.68,708614,9765607810
2012-06-01,1205.73,1245.98,1194.14,1227.94,718587,10257104470
2012-06-04,1180.57,1195.77,1146.94,1159.93,608250,7976019550
2012-06-05,1172.64,1203.12,1170.37,1192.8,530436,8398012525
2012-06-07,1210.32,1230.58,1206.88,1216.86,446198,6446663365
2012-06-08,1216.25,1218.62,1191.55,1192.42,507448,5935110745
2012-06-11,1207.86,1218.27,1194.12,1202.5,396641,4080007210
2012-06-12,1199.02,1223.37,1191.87,1208.24,397673,5145577655
2012-06-13,1212.57,1219.42,1194.87,1215.85,375989,4819639365
2012-06-14,1215.82,1219.66,1200.75,1211.88,292194,3712040485
2012-06-15,1213.85,1216.41,1178.91,1179.35,414974,4955259610
