날짜,LG화학,SKC,삼성SDI,포스코케미칼,SK이노베이션,에코프로비엠,일진머티리얼즈,솔브레인,에코프로,엘앤에프,천보,후성,솔루스첨단소재,피엔티,씨아이에스,솔브레인홀딩스,원익피앤이,코스모화학,파워로직스,KG케미칼,율촌화학,엠플러스,신흥에스이씨,삼지전자,이노메트리,대보마그네틱,대주전자재료,코스모신소재,코윈테크,동화기업,에코프로에이치엔,SK아이이테크놀로지,하나기술
2021-04-06,8.07,11.76,8.5,12.69,8.13,6.37,6.83,5.64,4.98,6.07,3.08,2.12,2.02,1.78,2.92,,0.97,,0.88,,0.77,0.46,0.51,,0.45,0.27,1.9,1.8,0.73,,,,
2021-04-07,7.97,11.85,8.57,12.83,8.18,6.34,6.72,5.53,4.91,6.21,3.03,2.09,2.0,1.8,2.9,,0.94,,0.86,,0.77,0.45,0.51,,0.45,0.26,1.89,1.89,0.76,,,,
2021-04-08,7.95,11.84,8.6,12.59,8.57,6.31,6.98,5.49,4.85,6.08,3.04,2.09,1.98,1.8,2.81,,0.93,,0.79,,0.77,0.46,0.51,,0.45,0.27,1.91,1.91,0.75,,,,
2021-04-09,9.86,10.08,9.97,9.74,10.08,6.21,7.13,5.45,5.08,6.06,3.01,2.16,1.91,1.77,2.69,,0.91,,,,0.76,0.45,0.51,,0.45,0.27,1.9,1.84,0.74,0.79,,,
2021-04-12,9.58,10.27,9.51,9.88,10.9,6.51,6.83,5.2,5.06,6.3,2.98,2.08,1.96,1.73,2.6,,0.88,,,,0.73,0.46,0.48,,0.45,0.26,1.83,1.79,0.72,0.8,,,
2021-04-13,10.03,10.18,9.87,9.59,11.16,6.42,6.7,5.24,4.97,6.05,3.04,2.03,1.84,1.7,2.53,,0.87,,,,0.75,0.47,0.5,,0.45,0.27,1.82,1.79,0.71,0.83,,,
2021-04-14,10.22,10.32,9.84,9.59,10.99,6.52,6.62,5.15,4.79,6.25,3.05,2.03,1.81,1.68,2.51,,0.85,,,,0.76,0.45,0.51,,0.44,0.27,1.81,1.79,0.69,0.9,,,
2021-04-15,10.15,10.17,9.87,9.59,10.97,6.49,6.52,5.17,4.78,6.27,3.06,2.1,1.8,1.68,2.53,,0.85,,,,0.76,0.46,0.51,,0.44,0.26,1.9,1.87,0.69,0.94,,,
2021-04-16,10.17,10.23,9.74,9.6,10.93,6.44,6.42,5.25,4.79,6.28,3.04,2.12,1.81,1.67,2.56,,0.85,,,,0.74,0.46,0.53,,0.44,0.26,1.96,1.89,0.69,0.94,,,
2021-04-19,10.03,9.96,9.7,9.47,10.79,6.56,6.46,5.5,5.07,6.1,3.05,2.2,1.81,1.73,2.57,,0.87,,,,0.73,0.46,0.51,,0.43,0.28,1.98,1.91,0.71,0.95,,,
2021-04-20,10.16,9.89,9.72,9.47,10.65,6.45,6.45,5.42,5.11,6.13,3.16,2.19,1.78,1.74,2.55,,0.87,,,,0.76,0.46,0.5,,0.45,0.28,1.97,2.02,0.71,0.93,,,
2021-04-21,9.96,9.94,9.57,9.59,10.6,6.41,6.46,5.42,5.19,6.23,3.14,2.19,1.76,1.75,2.55,,0.86,,,,0.79,0.46,0.5,,0.45,0.28,2.01,2.09,0.72,0.94,,,
2021-04-22,9.87,10.02,9.43,9.32,10.45,6.41,6.52,5.59,5.16,6.46,3.18,2.13,1.86,1.77,2.51,,0.85,,,,0.77,0.46,0.5,,0.44,0.28,1.99,2.24,0.7,0.94,,,
2021-04-23,9.9,10.05,9.4,9.14,10.66,6.55,6.37,5.59,5.3,6.2,3.19,2.13,1.89,1.74,2.43,,0.83,,,,0.77,0.46,0.49,,0.45,0.28,1.97,2.35,0.71,0.99,,,
2021-04-26,9.89,9.7,9.56,9.24,10.68,6.71,6.21,5.86,5.01,6.13,3.17,2.08,1.96,1.7,2.38,,0.83,,,,0.86,0.45,0.49,,0.44,0.27,2.14,2.32,0.69,1.06,,,
2021-04-27,10.02,9.63,9.53,8.93,10.99,6.68,6.13,5.79,5.37,5.95,3.1,2.06,1.92,1.68,2.55,,0.82,,,,0.86,0.45,0.48,,0.44,0.28,2.16,2.33,0.68,1.02,,,
2021-04-28,10.25,9.49,9.51,8.92,10.84,6.57,6.12,5.78,5.68,6.04,3.07,1.99,1.93,1.68,2.48,,0.82,,,,0.83,0.44,0.49,,0.44,0.28,2.11,2.4,0.67,1.01,,,
2021-04-29,10.89,9.88,9.53,8.67,10.97,6.38,5.98,5.88,,5.8,3.02,1.96,1.98,1.65,2.44,,0.79,,,,0.91,0.44,0.48,,0.43,0.28,2.04,2.21,0.66,0.97,,,
2021-04-30,10.79,9.5,9.38,8.59,10.92,6.45,6.05,6.04,,5.9,3.08,1.97,1.97,1.68,2.49,,0.8,,,,0.89,0.45,0.49,,0.43,0.28,2.12,2.27,0.66,0.96,,,
2021-05-03,10.86,9.6,9.47,8.56,10.66,6.4,6.02,6.15,,5.69,2.99,2.03,1.98,1.7,2.44,,0.83,,,,0.93,0.46,0.49,,0.44,0.29,2.13,2.2,0.71,0.97,,,
2021-05-04,10.77,9.67,9.42,8.72,11.16,6.43,6.1,5.99,,5.79,2.95,1.97,1.93,1.65,2.3,,0.81,,,,0.88,0.45,0.48,,0.43,0.28,2.04,2.22,0.69,0.99,,,
2021-05-06,10.93,9.77,9.26,8.67,11.43,6.49,5.96,6.05,,5.7,2.91,1.97,1.95,1.63,2.27,,0.8,,,,0.88,0.45,0.48,,0.42,0.28,1.99,2.23,0.68,0.96,,,
2021-05-07,10.67,10.05,9.23,8.68,11.48,6.41,6.03,5.97,,5.68,2.9,1.99,1.94,1.63,2.26,,0.8,,,,0.88,0.45,0.48,,0.42,0.27,2.09,2.19,0.68,0.96,,,
2021-05-10,10.53,10.03,9.32,8.71,11.23,6.39,6.1,5.94,,5.82,2.91,1.99,2.03,1.63,2.34,,0.8,,,,0.87,0.44,0.49,,0.42,0.27,2.02,2.21,0.69,0.98,,,
2021-05-11,10.76,10.05,9.38,8.59,11.08,6.38,6.03,5.9,,5.73,2.91,2.0,2.08,1.63,2.33,,0.79,,,,0.89,0.44,0.5,,0.43,0.28,1.96,2.27,0.7,0.96,,,
2021-05-12,10.35,9.95,9.4,8.76,11.15,6.37,5.98,5.99,,5.82,2.91,1.98,2.17,1.62,2.3,,0.78,,,,0.91,0.44,0.49,,0.43,0.28,1.95,2.28,0.69,0.96,,,
2021-05-13,10.54,9.68,9.24,8.96,11.15,6.22,6.02,5.96,,5.84,2.9,2.01,2.13,1.59,2.33,,0.79,,,,0.89,0.45,0.5,,0.43,0.29,1.95,2.21,0.7,0.94,,,
2021-05-14,10.34,9.49,9.38,8.83,11.35,6.33,6.07,5.93,,6.04,2.91,2.0,2.14,1.59,2.28,,0.78,,,,0.9,0.44,0.49,,0.42,0.29,2.01,2.23,0.69,0.98,,,
2021-05-17,10.44,9.44,9.36,8.65,11.59,6.3,6.07,5.91,,6.09,2.86,1.98,2.23,1.56,2.36,,0.78,,,,0.86,0.45,0.49,,0.41,0.29,1.94,2.16,0.71,0.98,,,
2021-05-18,10.62,9.45,9.42,8.68,11.68,6.28,6.05,5.85,,5.93,2.88,1.99,2.13,1.55,2.33,,0.77,,,,0.85,0.48,0.5,,0.41,0.28,1.93,2.18,0.73,0.97,,,
2021-05-20,10.75,9.44,9.37,8.72,11.53,6.46,5.99,5.92,,5.86,2.93,1.97,2.1,1.56,2.27,,0.77,,,,0.84,0.49,0.51,,0.4,0.29,1.96,2.24,0.72,0.96,,,
2021-05-21,10.63,9.46,9.47,8.74,11.61,6.35,6.02,5.9,,5.84,2.92,1.96,2.08,1.53,2.32,,0.77,,,,0.84,0.49,0.51,,0.4,0.29,1.95,2.28,0.72,0.96,,,
2021-05-24,10.75,9.52,9.47,8.82,11.4,6.39,5.93,5.8,,5.95,2.93,1.95,2.06,1.49,2.28,,0.79,,,,0.82,0.47,0.51,,0.41,0.28,1.94,2.33,0.71,0.96,,,
2021-05-25,10.66,9.55,9.52,8.81,11.4,6.41,5.95,5.7,,6.0,2.93,1.94,2.04,1.51,2.34,,0.78,,,,0.82,0.46,0.5,,0.41,0.28,1.96,2.37,0.7,0.95,,,
2021-05-26,9.99,9.78,9.47,8.91,11.45,6.49,5.97,5.73,,5.96,2.94,2.0,2.03,1.56,2.36,,0.81,,,,0.83,0.47,0.51,,0.41,0.28,2.0,2.37,0.71,0.97,,,
2021-05-27,9.63,9.65,9.44,8.96,11.57,6.56,5.93,5.75,,6.09,2.93,1.97,2.06,1.6,2.43,,0.81,,,,0.84,0.48,0.52,,0.41,0.27,2.03,2.4,0.71,0.97,,,
2021-05-28,9.96,9.46,9.49,8.89,11.43,6.61,6.15,5.76,3.25,6.13,2.98,1.99,2.07,1.58,2.41,,0.81,,,,0.84,0.47,0.51,,0.42,0.27,2.01,2.31,0.71,0.96,2.01,,
2021-05-31,10.06,9.52,9.35,8.87,11.35,6.64,6.1,5.91,3.28,6.1,3.01,2.04,2.1,1.63,2.46,,0.84,,,,0.85,0.49,0.53,,0.43,0.28,1.99,2.29,0.73,0.94,1.96,,
2021-06-01,10.1,9.89,9.33,8.87,11.26,6.65,6.14,5.89,3.18,6.07,3.02,2.04,2.08,1.64,2.46,,0.83,,,,0.83,0.49,0.52,,0.43,0.28,1.96,2.22,0.72,0.94,2.03,,
2021-06-02,9.94,9.99,9.31,8.8,11.46,6.66,6.1,5.92,3.07,6.05,3.02,2.07,2.08,1.69,2.54,,0.82,,,,0.83,0.49,0.52,,0.42,0.28,1.97,2.18,0.73,0.94,2.0,,
2021-06-03,9.85,9.88,9.31,8.76,11.52,6.63,6.11,6.13,3.13,5.99,3.03,2.06,2.06,1.67,2.54,,0.81,,,,0.82,0.5,0.52,,0.42,0.28,1.96,2.19,0.72,0.93,2.03,,
2021-06-04,9.84,9.9,9.35,8.69,11.59,6.67,6.08,6.13,3.2,5.95,3.04,2.06,2.04,1.65,2.49,,0.82,,,,0.82,0.51,0.53,,0.42,0.28,1.93,2.16,0.72,0.92,2.1,,
2021-06-07,9.85,9.88,9.31,8.64,11.57,6.66,6.1,6.1,3.11,6.3,3.08,2.05,2.0,1.62,2.41,,0.86,,,,0.81,0.5,0.53,,0.41,0.28,1.92,2.19,0.71,0.91,2.08,,
2021-06-08,9.86,9.82,9.29,8.6,11.48,6.73,6.18,5.97,3.1,6.37,3.09,2.11,1.95,1.66,2.42,,0.91,,,,0.82,0.5,0.54,,0.42,0.28,1.91,2.17,0.71,0.91,2.09,,
2021-06-09,9.84,9.84,9.21,8.65,11.74,6.69,6.22,5.89,3.04,6.25,3.11,2.09,1.97,1.62,2.48,,0.91,,,,0.81,0.51,0.54,,0.42,0.28,1.87,2.21,0.72,0.89,2.1,,
2021-06-10,9.84,9.66,9.21,8.77,11.45,6.92,6.12,5.9,3.06,6.33,3.14,2.07,2.01,1.68,2.49,,0.91,,,,0.8,0.51,0.55,,0.41,0.27,1.89,2.24,0.71,0.92,2.02,,
2021-06-11,10.13,10.14,9.41,8.52,11.4,6.93,6.14,5.75,2.79,6.29,3.28,2.02,2.03,1.6,2.42,,0.88,,,,0.79,0.51,0.56,,0.4,0.27,1.89,2.26,0.71,0.93,1.85,,
2021-06-14,9.81,10.13,9.38,8.69,11.47,6.91,6.21,5.71,2.8,6.44,3.19,2.01,2.01,1.61,2.41,,0.85,,,,0.81,0.5,0.54,,0.4,0.27,1.93,2.26,0.7,0.91,1.94,,
2021-06-15,9.7,10.1,9.57,8.55,11.9,6.95,6.24,5.7,2.78,6.26,3.16,2.0,1.98,1.59,2.38,,0.85,,,,0.81,0.49,0.55,,0.4,0.28,1.91,2.22,0.69,0.94,1.92,,
2021-06-16,9.6,9.96,9.65,8.55,11.84,7.11,6.19,5.7,2.88,6.23,3.17,2.02,1.96,1.59,2.39,,0.85,,,,0.81,0.49,0.54,,0.4,0.28,1.96,2.24,0.69,0.94,1.89,,
2021-06-17,9.78,10.31,9.42,8.57,11.49,7.33,6.16,5.69,2.85,6.15,3.19,1.98,1.98,1.59,2.34,,0.87,,,,0.8,0.48,0.53,,0.39,0.28,2.01,2.3,0.68,0.92,1.82,,
2021-06-18,9.53,10.25,9.67,8.63,11.19,7.39,6.19,5.61,2.83,6.35,3.15,2.05,2.05,1.6,2.33,,0.87,,,,0.8,0.48,0.53,,0.39,0.28,2.04,2.3,0.68,0.93,1.82,,
2021-06-21,9.54,10.19,9.78,8.53,11.14,7.62,6.12,5.57,2.8,6.25,3.22,2.0,2.15,1.57,2.27,,0.86,,,,0.79,0.46,0.52,,0.38,0.27,2.09,2.39,0.67,0.91,1.82,,
2021-06-22,9.8,10.11,9.84,8.44,11.2,7.48,6.08,5.61,2.76,6.18,3.21,2.02,2.12,1.59,2.24,,0.86,,,,0.82,0.47,0.53,,0.39,0.28,2.09,2.39,0.67,0.9,1.84,,
2021-06-23,9.56,10.68,9.7,8.53,11.34,7.53,6.15,5.47,2.67,6.14,3.17,1.94,2.12,1.68,2.15,,0.83,,,,0.8,0.46,0.52,,0.38,0.27,2.09,2.34,0.65,0.98,1.8,,
2021-06-24,9.49,10.51,9.76,8.33,11.68,7.56,6.19,5.39,2.71,6.36,3.1,1.94,2.04,1.68,2.12,,0.84,,,,0.79,0.46,0.51,,0.37,0.28,2.06,2.3,0.64,0.95,1.85,,
2021-06-25,9.57,10.76,9.73,8.33,11.55,7.46,6.23,5.39,2.83,6.22,3.11,1.95,2.03,1.65,2.14,,0.83,,,,0.78,0.46,0.51,,0.37,0.28,2.0,2.25,0.64,0.93,1.92,,
2021-06-28,9.57,10.82,9.69,8.27,11.41,7.28,6.32,5.53,2.83,6.15,3.09,1.98,1.99,1.69,2.16,,0.87,,,,0.8,0.46,0.51,,0.38,0.27,2.01,2.28,0.65,0.92,1.98,,
2021-06-29,9.59,11.0,9.7,8.25,11.25,7.36,6.26,5.51,2.83,6.14,3.06,2.03,1.96,1.69,2.16,,0.86,,,,0.78,0.46,0.53,,0.38,0.27,1.99,2.29,0.65,0.93,2.0,,
2021-06-30,9.61,10.89,9.77,8.11,11.65,7.38,6.24,5.45,2.79,6.07,3.03,2.03,1.97,1.67,2.15,,0.85,,,,0.78,0.46,0.53,,0.38,0.27,1.97,2.28,0.64,0.96,1.99,,
2021-07-01,9.61,10.78,10.19,8.38,10.68,7.57,6.3,5.43,2.86,6.02,3.07,2.02,1.97,1.66,2.15,,0.85,,,,0.78,0.46,0.54,,0.39,0.27,1.96,2.42,0.65,0.95,2.0,,
2021-07-02,9.72,10.78,10.25,8.3,10.75,7.47,6.25,5.39,2.83,6.05,3.05,2.04,1.97,1.66,2.17,,0.83,,,,0.78,0.47,0.53,,0.4,0.27,1.95,2.39,0.65,0.94,2.05,,
2021-07-05,9.86,10.64,10.13,8.21,10.69,7.5,6.42,5.3,2.87,5.99,3.14,1.99,1.92,1.67,2.26,,0.84,,,,0.78,0.47,0.53,,0.39,0.27,2.0,2.5,0.64,0.95,2.03,,
2021-07-06,9.81,10.55,10.4,8.23,10.85,7.47,6.36,5.31,2.85,5.87,3.13,1.99,1.93,1.64,2.2,,0.85,,,,0.77,0.47,0.58,,0.38,0.27,1.97,2.49,0.64,0.98,1.97,,
2021-07-07,9.72,10.87,10.33,8.27,10.58,7.47,6.29,5.24,2.87,6.09,3.39,1.95,1.89,1.63,2.11,,0.83,,,,0.76,0.46,0.59,,0.37,0.27,1.99,2.47,0.63,0.99,1.92,,
2021-07-08,9.65,10.79,10.18,8.9,10.54,7.5,6.09,5.23,2.76,6.1,3.39,2.06,1.93,1.63,2.09,,0.81,,,,0.75,0.44,0.61,,0.37,0.26,1.94,2.41,0.63,0.95,1.98,,
2021-07-09,9.43,9.8,9.74,10.53,9.87,6.26,4.59,3.99,2.23,5.59,2.72,1.62,2.25,1.25,1.57,,0.62,,,,0.55,0.33,0.57,,0.28,0.28,1.54,1.98,0.47,0.73,,10.4,0.57
2021-07-12,9.57,9.73,9.61,10.69,9.83,6.26,4.58,3.97,2.22,5.47,2.72,1.67,2.29,1.24,1.53,,0.62,,,,0.55,0.33,0.57,,0.28,0.27,1.55,1.96,0.46,0.75,,10.4,0.57
2021-07-13,9.27,9.61,9.66,10.42,9.63,6.17,4.52,3.78,2.33,6.36,2.87,1.67,2.41,1.28,1.51,,0.61,,,,0.56,0.32,0.56,,0.28,0.27,1.55,2.05,0.46,0.8,,10.25,0.55
2021-07-14,9.15,9.35,9.43,10.49,9.4,6.42,4.68,3.75,2.35,6.56,2.87,1.69,2.46,1.29,1.43,,0.66,,,,0.55,0.33,0.57,,0.28,0.27,1.69,2.32,0.46,0.8,,9.95,0.55
2021-07-15,8.78,9.73,9.41,10.36,9.19,7.01,4.6,3.81,2.44,6.5,2.81,1.74,2.45,1.27,1.55,,0.65,,,,0.55,0.33,0.56,,0.27,0.28,1.73,2.29,0.47,0.77,,9.64,0.54
2021-07-16,8.79,9.65,9.28,10.28,8.93,6.93,4.65,3.87,2.64,6.45,2.81,1.73,2.54,1.3,1.54,,0.63,,,,0.55,0.32,0.55,,0.27,0.27,1.76,2.33,0.46,0.77,,9.93,0.53
2021-07-19,8.6,9.45,9.11,10.25,8.68,7.36,4.74,3.94,2.7,6.63,2.8,1.7,2.5,1.28,1.6,,0.63,,,,0.53,0.33,0.55,,0.27,0.27,1.81,2.57,0.46,0.74,,9.72,0.52
2021-07-20,8.75,9.39,9.17,9.93,8.92,6.98,5.02,4.19,2.72,6.4,2.64,1.61,2.43,1.31,1.62,,0.64,,,,0.55,0.34,0.55,,0.27,0.28,1.71,2.52,0.47,0.72,,10.1,0.53
2021-07-21,8.7,9.19,9.2,9.74,8.92,7.01,5.09,4.17,2.92,6.34,2.69,1.72,2.47,1.31,1.62,,0.64,,,,0.54,0.33,0.54,,0.27,0.27,1.71,2.46,0.46,0.71,,10.2,0.52
2021-07-22,8.81,9.12,9.19,9.67,8.9,6.86,5.08,4.36,2.87,6.18,2.64,1.76,2.38,1.28,1.56,,0.63,,,,0.54,0.33,0.52,,0.27,0.27,1.64,2.46,0.46,0.69,,10.79,0.51
2021-07-23,8.74,9.11,9.26,9.79,8.9,6.96,5.06,4.15,2.89,6.13,2.61,1.73,2.34,1.28,1.62,,0.61,,,,0.53,0.33,0.52,,0.27,0.27,1.64,2.44,0.46,0.69,,10.92,0.52
2021-07-26,8.64,9.22,9.11,9.59,8.75,7.3,4.99,4.12,3.1,6.21,2.67,1.83,2.37,1.3,1.57,,0.62,,,,0.52,0.33,0.52,,0.27,0.27,1.64,2.48,0.46,0.7,,10.66,0.52
2021-07-27,8.81,9.37,9.37,9.45,8.76,7.24,5.0,4.08,3.1,6.11,2.61,1.71,2.38,1.3,1.55,,0.62,,,,0.52,0.33,0.55,,0.26,0.28,1.63,2.46,0.45,0.7,,10.59,0.53
2021-07-28,8.9,9.2,9.45,9.57,8.9,7.17,4.94,4.05,2.96,6.05,2.58,1.69,2.37,1.29,1.55,,0.61,,,,0.52,0.33,0.52,,0.26,0.28,1.65,2.51,0.45,0.69,,10.74,0.52
2021-07-29,8.82,9.24,9.44,9.65,8.74,7.28,4.89,4.04,3.25,5.95,2.6,1.7,2.49,1.3,1.54,,0.63,,,,0.53,0.33,0.51,,0.26,0.28,1.68,2.54,0.45,0.69,,10.44,0.52
2021-07-30,8.95,9.29,9.2,9.6,8.62,7.45,4.88,4.02,3.16,5.92,2.64,1.75,2.47,1.3,1.58,,0.64,,,,0.53,0.33,0.52,,0.26,0.27,1.67,2.56,0.45,0.69,,10.52,0.52
2021-08-02,9.17,9.19,9.26,9.59,8.71,7.36,4.85,4.02,3.15,5.77,2.6,1.75,2.48,1.3,1.56,,0.65,,,,0.53,0.32,0.51,,0.26,0.27,1.65,2.56,0.45,0.67,,10.65,0.51
2021-08-03,9.13,9.24,9.37,9.61,8.68,7.59,4.83,4.12,3.24,5.86,2.7,1.68,2.51,1.3,1.58,,0.64,,,,0.53,0.33,0.51,,0.26,0.28,1.68,2.56,0.45,0.68,,9.92,0.51
2021-08-04,9.19,9.41,9.34,9.74,8.38,7.44,4.82,4.08,3.09,5.91,2.64,1.7,2.51,1.31,1.59,,0.64,,,,0.53,0.34,0.51,,0.27,0.28,1.65,2.52,0.46,0.68,,10.23,0.51
2021-08-05,9.03,9.33,9.49,9.74,8.06,7.51,4.91,3.99,3.07,6.28,2.64,1.73,2.55,1.36,1.59,,0.65,,,,0.52,0.33,0.52,,0.26,0.27,1.67,2.57,0.45,0.71,,10.03,0.5
2021-08-06,8.91,9.22,9.6,9.79,8.16,7.51,4.89,3.96,3.18,6.19,2.73,1.74,2.55,1.37,1.57,,0.68,,,,0.52,0.33,0.52,,0.27,0.27,1.68,2.55,0.45,0.73,,9.88,0.5
2021-08-09,8.7,9.26,9.34,9.5,7.93,7.8,4.78,3.87,4.02,6.18,2.74,1.82,2.6,1.36,1.57,,0.71,,,,0.5,0.34,0.52,,0.26,0.28,1.68,2.89,0.45,0.73,,9.46,0.49
2021-08-10,8.73,9.07,9.58,9.29,7.97,7.77,4.77,3.87,4.13,6.3,2.7,1.83,2.62,1.35,1.52,,0.71,,,,0.49,0.34,0.51,,0.26,0.27,1.66,2.93,0.44,0.71,,9.48,0.49
2021-08-11,8.77,8.93,9.66,9.2,8.15,7.77,4.69,3.76,4.3,6.6,2.68,1.78,2.67,1.32,1.49,,0.7,,,,0.5,0.33,0.5,,0.27,0.27,1.69,2.96,0.44,0.71,,9.17,0.49
2021-08-12,8.8,8.89,9.56,9.0,7.77,7.72,4.69,3.67,4.47,6.73,2.67,1.77,2.71,1.36,1.53,,0.73,,,,0.48,0.34,0.5,,0.27,0.27,1.68,2.97,0.44,0.75,,9.57,0.48
2021-08-13,9.0,8.89,9.59,9.14,8.0,7.62,4.63,3.62,4.39,6.77,2.68,1.73,2.7,1.33,1.58,,0.69,,,,0.48,0.33,0.5,,0.27,0.26,1.64,2.86,0.44,0.71,,9.46,0.49
2021-08-17,9.4,8.74,9.76,9.08,8.1,7.64,4.53,3.65,4.09,6.4,2.6,1.79,2.55,1.3,1.94,,0.69,,,,0.49,0.31,0.49,,0.28,0.28,1.61,2.79,0.47,0.71,,9.64,0.49
2021-08-18,9.22,8.9,9.54,9.05,7.93,7.74,4.54,3.43,4.13,6.53,2.61,1.88,2.57,1.31,1.93,,0.71,,,,0.49,0.3,0.63,,0.27,0.28,1.67,2.82,0.47,0.7,,9.69,0.48
2021-08-19,9.28,9.18,9.42,9.02,7.65,7.83,4.55,3.33,4.04,6.67,2.79,1.84,2.55,1.29,1.91,,0.69,,,,0.48,0.29,0.64,,0.26,0.27,1.66,2.85,0.45,0.68,,9.76,0.45
2021-08-20,9.41,9.75,9.45,8.79,7.82,7.92,4.46,3.23,4.26,6.49,2.76,1.8,2.56,1.29,1.72,,0.69,,,,0.46,0.29,0.69,,0.27,0.27,1.63,2.77,0.45,0.67,,9.43,0.44
2021-08-23,8.42,8.99,9.83,8.61,8.05,8.43,4.57,3.32,4.32,6.55,2.86,1.88,2.53,1.3,1.77,,0.73,,,,0.47,0.29,0.74,,0.28,0.27,1.65,2.81,0.47,0.68,,9.55,0.45
2021-08-24,8.47,8.71,9.68,8.97,8.21,8.26,4.66,3.36,4.23,6.41,2.82,1.96,2.55,1.31,1.82,,0.72,,,,0.49,0.31,0.74,,0.29,0.28,1.62,2.67,0.48,0.68,,9.64,0.47
2021-08-25,8.44,8.72,9.58,9.49,8.23,8.12,4.61,3.25,4.28,6.37,2.83,1.96,2.51,1.29,1.89,,0.7,,,,0.48,0.3,0.7,,0.28,0.27,1.62,2.63,0.47,0.67,,9.65,0.46
2021-08-26,8.41,8.81,9.54,9.33,8.16,8.34,4.6,3.27,4.27,6.22,2.79,1.9,2.47,1.29,1.84,,0.72,,,,0.49,0.31,0.71,,0.28,0.27,1.61,2.56,0.48,0.66,,10.01,0.46
2021-08-27,8.35,8.71,9.53,9.35,8.18,8.35,4.58,3.43,4.19,6.15,2.79,1.93,2.45,1.28,1.88,,0.78,,,,0.5,0.31,0.7,,0.28,0.27,1.59,2.54,0.48,0.67,,10.07,0.46
2021-08-30,8.3,8.6,9.6,9.61,8.31,8.33,4.55,3.4,4.31,6.08,2.77,1.87,2.43,1.28,1.87,,0.79,,,,0.51,0.32,0.69,,0.29,0.27,1.58,2.55,0.49,0.67,,9.89,0.48
2021-08-31,7.9,8.99,9.65,9.51,8.34,8.08,4.5,3.28,4.8,6.27,2.78,1.85,2.5,1.29,1.82,,0.88,,,,0.5,0.31,0.71,,0.28,0.26,1.6,2.56,0.49,0.67,,9.5,0.48
2021-09-01,7.63,8.93,9.74,9.66,8.29,7.87,4.56,3.43,4.45,6.36,2.82,1.85,2.52,1.3,1.8,,0.91,,,,0.51,0.31,0.73,,0.3,0.27,1.66,2.57,0.49,0.67,,9.69,0.49
2021-09-02,7.74,8.51,9.54,9.62,8.64,7.83,4.53,3.52,4.4,6.23,2.77,1.88,2.52,1.32,1.81,,0.91,,,,0.53,0.32,0.7,,0.3,0.28,1.72,2.54,0.51,0.66,,9.99,0.49
2021-09-03,7.72,8.68,9.46,9.44,8.54,8.12,4.5,3.41,4.41,6.17,2.73,1.93,2.57,1.32,1.83,,0.93,,,,0.52,0.32,0.69,,0.31,0.28,1.99,2.53,0.5,0.66,,9.78,0.48
2021-09-06,7.92,8.63,9.46,9.3,8.46,7.96,4.54,3.36,4.25,6.05,2.74,2.37,2.54,1.34,1.82,,0.97,,,,0.52,0.31,0.69,,0.3,0.28,2.13,2.58,0.49,0.67,,9.65,0.49
2021-09-07,7.8,8.61,9.32,9.28,8.23,8.17,4.59,3.28,4.11,6.36,2.98,2.4,2.54,1.31,1.83,,0.96,,,,0.51,0.3,0.72,,0.3,0.27,2.17,2.64,0.5,0.69,,9.47,0.47
2021-09-08,7.75,8.74,9.23,9.24,8.27,8.36,4.51,3.21,3.93,6.42,3.0,2.44,2.55,1.49,1.89,,0.95,,,,0.5,0.29,0.7,,0.29,0.26,2.22,2.64,0.48,0.68,,9.3,0.46
2021-09-09,7.6,9.08,8.9,9.19,8.05,8.8,4.48,3.15,3.95,6.59,2.95,2.44,2.49,1.51,1.81,,1.01,,,,0.49,0.28,0.7,,0.27,0.26,2.23,2.63,0.47,0.67,,9.38,0.45
2021-09-10,7.33,9.3,8.68,8.95,7.94,9.6,4.35,3.1,4.14,6.63,2.89,2.32,2.38,1.47,1.74,,0.94,,,,0.48,0.28,0.66,,0.26,0.25,2.15,2.67,0.44,0.66,,9.81,0.43
2021-09-13,7.21,9.16,8.35,8.95,7.72,9.41,4.56,2.99,3.96,7.51,3.0,2.34,2.33,1.43,1.79,,0.91,,,,0.46,0.26,0.63,,0.25,0.24,2.16,2.86,0.42,0.66,,9.87,0.42
2021-09-14,7.01,9.17,8.42,8.66,7.84,10.1,4.57,3.03,3.92,7.63,2.98,2.2,2.42,1.43,1.73,,0.87,,,,0.51,0.27,0.64,,0.25,0.24,2.07,2.81,0.48,0.65,,9.54,0.43
2021-09-15,6.81,9.05,8.31,8.99,7.54,10.21,4.54,3.19,3.94,7.61,2.92,2.21,2.41,1.41,2.01,,0.85,,,,0.52,0.26,0.62,,0.25,0.24,2.07,2.65,0.47,0.66,,9.7,0.42
2021-09-16,6.83,9.0,8.08,9.12,7.24,10.51,4.74,3.13,4.18,7.61,2.91,2.25,2.44,1.42,2.03,,0.9,,,,0.5,0.27,0.63,,0.25,0.24,2.11,2.58,0.46,0.67,,9.34,0.42
2021-09-17,6.71,9.09,8.11,9.05,7.37,10.6,4.51,3.16,4.0,7.5,2.84,2.22,2.41,1.48,2.26,,0.92,,,,0.51,0.28,0.61,,0.25,0.23,2.14,2.61,0.48,0.65,,9.44,0.42
