날짜,시가,고가,저가,종가,거래량
2011-04-06,18166,18625,18166,18542,12190.0
2011-04-07,18535,18598,18412,18421,4360.0
2011-04-08,18403,18559,18403,18520,1795.0
2011-04-11,18549,18549,18358,18363,2217.0
2011-04-12,18504,18504,18114,18130,2960.0
2011-04-13,18153,18784,18153,18789,4524.0
2011-04-14,18784,19391,18784,19397,1676.0
2011-04-15,19268,19457,19014,19464,12909.0
2011-04-18,19496,19936,19496,19837,6323.0
2011-04-19,19661,19875,19477,19682,18737.0
2011-04-20,19776,19909,19583,19881,9009.0
2011-04-21,19888,20437,19883,20138,72420.0
2011-04-22,20159,20504,20074,20166,17449.0
2011-04-25,20292,20850,20292,20837,14132.0
2011-04-26,20890,21211,20811,20818,247955.0
2011-04-27,20910,20939,20074,20281,85021.0
2011-04-28,20403,20754,20136,20760,29315.0
2011-04-29,20914,20914,20318,20340,45567.0
2011-05-02,20292,20714,20292,20720,2739.0
2011-05-03,20703,20703,20042,20244,12139.0
2011-05-04,20210,20331,19936,20051,8352.0
2011-05-06,19987,19987,19772,19891,1371.0
2011-05-09,19830,20021,19740,19865,3274.0
2011-05-11,19914,20128,19510,20133,23448.0
2011-05-12,19802,19811,19650,19664,4894.0
2011-05-13,19244,19429,18953,19439,6586.0
2011-05-16,19235,19413,19024,19386,644.0
2011-05-17,19364,19591,19175,19550,22814.0
2011-05-18,19607,20074,19607,20051,1597.0
2011-05-19,20123,20133,19641,19655,3056.0
2011-05-20,19666,20026,19666,19984,8486.0
2011-05-23,19598,19598,19329,19337,3917.0
2011-05-24,19223,19621,18801,19449,4599.0
2011-05-25,19734,20043,19383,19417,8018.0
2011-05-26,19698,20367,19661,20340,21049.0
2011-05-27,20372,20724,20318,20530,25185.0
2011-05-30,20724,20726,20344,20605,38140.0
2011-05-31,20641,21011,20556,20910,63146.0
2011-06-01,20885,20994,20437,20494,34071.0
2011-06-02,20063,20534,20063,20348,9853.0
2011-06-03,20561,20628,20381,20428,37070.0
2011-06-07,20451,20513,20149,20249,66443.0
2011-06-08,20235,20327,19627,19936,44476.0
2011-06-09,19708,19865,19569,19718,21598.0
2011-06-10,19763,20043,19524,19531,8703.0
2011-06-13,19383,19740,19383,19655,4523.0
2011-06-14,19686,20313,19686,20254,10617.0
2011-06-15,20451,20451,20154,20326,3458.0
2011-06-16,19923,20070,19918,19927,7596.0
2011-06-17,20058,20058,19515,19655,5093.0
2011-06-20,20149,20260,19893,19899,7208.0
2011-06-21,20203,20240,19524,19960,33104.0
2011-06-22,20220,20220,20008,20039,18966.0
2011-06-23,19879,19888,19736,19761,15100.0
2011-06-24,19789,20210,19785,20220,19209.0
2011-06-27,20203,20313,20078,20206,32505.0
2011-06-28,20208,20391,20162,20173,36085.0
2011-06-29,20419,20624,20419,20627,6796.0
2011-06-30,20771,20854,20757,20862,5567.0
2011-07-01,21004,21021,20918,21015,956.0
2011-07-04,21220,21220,21097,21106,2959.0
2011-07-05,21211,21291,21144,21189,24657.0
2011-07-06,21111,21286,21111,21217,18584.0
2011-07-07,21304,21649,21304,21655,2389.0
2011-07-08,21812,21812,21623,21701,4525.0
2011-07-11,21567,21567,21272,21344,3418.0
2011-07-12,20961,21011,20645,20654,12732.0
2011-07-13,20740,21073,20696,21053,15117.0
2011-07-14,21086,21184,20934,21189,71923.0
2011-07-15,21126,21264,21097,21256,10636.0
2011-07-18,21268,21281,21086,21182,1580.0
2011-07-19,21148,21370,21121,21217,9148.0
2011-07-20,21370,21544,21286,21392,13822.0
2011-07-21,21463,21463,20943,21160,4752.0
2011-07-22,21339,21453,21165,21453,4188.0
2011-07-25,21276,21357,21170,21287,10575.0
2011-07-26,21321,21440,21193,21387,8562.0
2011-07-27,21352,21632,21281,21603,45957.0
2011-07-28,21295,21473,21295,21336,1361.0
2011-07-29,21344,21344,20948,20985,2523.0
2011-08-01,21055,21281,21047,21182,30095.0
2011-08-02,20961,20961,20230,20330,24631.0
2011-08-03,19834,19960,19627,19847,3094.0
2011-08-04,19951,19951,19285,19292,32636.0
2011-08-05,18078,19129,18078,18871,15740.0
2011-08-08,18629,19009,17427,18596,28392.0
2011-08-09,17734,18286,16752,18139,749.0
2011-08-10,18856,18856,18181,18309,461.0
2011-08-11,17244,18351,17244,18270,4098.0
2011-08-12,18323,18323,17781,17864,185.0
2011-08-16,18351,18669,18346,18643,7899.0
2011-08-17,18598,18829,18598,18834,2879.0
2011-08-18,18837,18847,18099,18506,12983.0
2011-08-19,17724,17724,17244,17252,4099.0
2011-08-22,16819,17123,16316,16325,14672.0
2011-08-23,16530,17189,16530,17167,4354.0
2011-08-24,17404,17745,17202,17213,783.0
2011-08-25,17656,17802,17364,17372,799.0
2011-08-26,17248,17656,17239,17663,6294.0
2011-08-29,17678,18061,17678,18069,5700.0
2011-08-30,18282,18290,18034,18196,1113.0
2011-08-31,18318,18832,18318,18839,3859.0
2011-09-01,19004,19120,18679,18683,3421.0
2011-09-02,18686,18694,18286,18538,5278.0
2011-09-05,18083,18119,17740,17748,6238.0
2011-09-06,17373,17825,17373,17713,3671.0
2011-09-07,18092,18225,17965,18205,32078.0
2011-09-08,18456,18514,18368,18520,2282.0
2011-09-09,19955,19955,18181,18261,4561.0
2011-09-14,18141,18141,17427,17434,24784.0
2011-09-15,17979,17999,17815,17833,344.0
2011-09-16,18250,18625,18171,18629,5125.0
2011-09-19,18625,18707,18467,18475,12432.0
2011-09-20,18394,18583,18250,18592,2109.0
2011-09-21,18603,18936,18583,18830,1642.0
2011-09-22,18194,18438,18194,18274,770.0
2011-09-23,17944,17944,17573,17614,1223.0
2011-09-26,17608,17637,17568,17647,60.0
2011-09-27,17913,18476,17895,18485,2534.0
2011-09-28,18504,18504,18358,18448,438.0
2011-09-29,18083,18481,18083,18490,10474.0
2011-09-30,18526,18694,18408,18674,55.0
2011-10-04,17856,17944,17564,17912,5009.0
2011-10-05,18051,18061,17036,17208,812.0
2011-10-06,17781,17781,17040,17047,841.0
2011-10-07,17506,17651,17253,17638,4980.0
2011-10-10,17760,17767,17528,17535,294.0
2011-10-11,17834,18114,17815,18019,95.0
2011-10-12,18153,18225,18078,18232,2643.0
2011-10-13,18690,18712,18633,18720,4871.0
2011-10-14,18588,18629,18535,18634,53.0
2011-10-17,18873,19068,18847,19075,9770.0
2011-10-18,18682,18773,18682,18780,560.0
2011-10-19,18922,19214,18922,18990,9422.0
2011-10-20,19240,19240,18683,18687,2659.0
2011-10-21,18936,18936,18721,18919,14854.0
2011-10-24,19077,19533,19073,19540,3393.0
2011-10-25,19607,19637,19537,19545,151.0
2011-10-26,19141,19285,19094,19287,1208.0
2011-10-27,19510,19519,19391,19439,1709.0
2011-10-28,19767,19776,19303,19311,2074.0
2011-10-31,19232,19364,18983,19038,6253.0
2011-11-01,18749,19263,18726,19234,11433.0
2011-11-02,18756,19310,18756,19306,734.0
2011-11-03,19537,19537,19125,19172,9643.0
2011-11-04,19524,19776,19524,19783,2759.0
2011-11-07,20067,20067,19579,19594,429.0
2011-11-08,19564,19564,19405,19412,551.0
2011-11-09,19425,19598,19272,19367,153.0
2011-11-10,18769,18873,18603,18609,937.0
2011-11-11,18621,18877,18463,18839,13885.0
2011-11-14,19209,19272,19200,19216,749.0
2011-11-15,19120,19120,18994,19043,767.0
2011-11-16,19177,19177,18565,18574,4183.0
2011-11-17,18570,18570,18358,18515,73.0
2011-11-18,18269,18269,18255,18261,459.0
2011-11-21,18114,18114,18114,18121,1.0
2011-11-22,18417,18438,18398,18404,26.0
2011-11-23,18417,18417,18075,18081,104.0
2011-11-24,18075,18181,18075,18167,13.0
2011-11-25,17736,17736,17622,17628,2.0
2011-11-28,17661,19515,17642,17775,11056.0
2011-11-29,17970,18269,17970,18249,2130.0
2011-11-30,18250,18250,18220,18228,159.0
2011-12-01,18588,18694,18588,18697,207.0
2011-12-02,18583,18625,18481,18604,2684.0
2011-12-05,18847,18865,18616,18662,185.0
2011-12-06,18784,18799,18636,18643,10473.0
2011-12-07,18936,18940,18856,18861,330.0
2011-12-08,18877,18877,18509,18683,13.0
2011-12-09,18445,18445,18170,18178,937.0
2011-12-12,18351,18363,18207,18214,19.0
2011-12-13,18003,18128,17843,17977,17476.0
2011-12-14,17872,17900,17629,17686,527.0
2011-12-15,17528,17528,17317,17321,3203.0
2011-12-16,17613,17656,17564,17655,3059.0
2011-12-19,17633,17633,17136,17154,2729.0
