날짜,시가,고가,저가,종가,거래량
2010-01-04,8370,8775,8280,8745,321370
2010-01-05,8775,8835,8550,8610,329792
2010-01-06,8760,8760,8460,8610,222298
2010-01-07,8640,8835,8535,8805,336011
2010-01-08,8940,9270,8805,8880,631769
2010-01-11,8955,8955,8670,8880,349982
2010-01-12,8880,8970,8745,8850,132404
2010-01-13,8745,8790,8400,8580,325396
2010-01-14,8415,8715,8295,8490,219051
2010-01-15,8550,8595,8355,8505,142617
2010-01-18,8505,8805,8400,8655,245157
2010-01-19,8760,8760,8520,8535,237924
2010-01-20,8580,8625,8130,8130,327317
2010-01-21,8160,8160,7890,7935,281279
2010-01-22,7920,7934,7740,7845,165013
2010-01-25,7950,8190,7860,7950,222050
2010-01-26,8130,8130,7680,7710,129696
2010-01-27,7830,7830,7470,7485,187209
2010-01-28,7485,7590,7335,7380,118149
2010-01-29,7290,7620,7095,7230,206362
2010-02-01,7154,7410,7140,7245,71171
2010-02-02,7350,7620,7320,7440,81293
2010-02-03,7530,7560,7380,7530,151748
2010-02-04,7350,7590,7350,7500,128150
2010-02-05,7290,7290,7065,7185,135881
2010-02-08,7200,7380,6810,6810,148188
2010-02-09,6735,7020,6735,6870,70371
2010-02-10,6945,7140,6945,7020,36965
2010-02-11,7500,7545,6330,7500,130821
2010-02-12,7590,7590,7320,7455,34232
2010-02-16,7454,7650,7350,7485,108558
2010-02-17,7485,7575,7410,7500,89151
2010-02-18,7545,7545,7410,7425,65449
2010-02-19,7305,7485,7245,7320,100279
2010-02-22,7320,7440,7305,7350,58438
2010-02-23,7290,7425,7230,7245,52410
2010-02-24,6975,7200,6975,7110,93581
2010-02-25,7185,7200,6885,6930,107859
2010-02-26,6930,7620,6930,7590,157961
2010-03-02,7695,7935,7650,7740,251525
2010-03-03,7620,7844,7620,7695,59929
2010-03-04,7605,7755,7470,7560,91016
2010-03-05,7650,8070,7545,8070,296962
2010-03-08,8070,8355,7950,8280,267579
2010-03-09,8100,8250,8025,8130,66894
2010-03-10,8144,8325,8070,8175,95609
2010-03-11,8295,8460,8190,8325,159855
2010-03-12,8325,8385,8040,8100,87899
2010-03-15,8100,8220,8010,8100,103655
2010-03-16,7980,8100,7755,7860,193929
2010-03-17,7950,8084,7800,7995,76560
2010-03-18,7995,7995,7860,7920,38520
2010-03-19,7950,8040,7905,7980,51831
2010-03-22,7890,8025,7725,7770,98393
2010-03-23,7890,7980,7740,7800,93867
2010-03-24,7935,7995,7665,7980,118627
2010-03-25,8010,8085,7710,7785,57874
2010-03-26,7800,7905,7605,7650,107471
2010-03-29,7500,7650,7290,7395,200572
2010-03-30,7365,7575,7365,7440,80843
2010-03-31,7380,7485,7125,7185,161792
2010-04-01,7200,7350,7200,7260,97080
2010-04-02,7350,7470,7080,7170,121483
2010-04-05,7185,7350,6930,7080,108347
2010-04-06,7080,7185,6960,7005,70202
2010-04-07,7005,7290,6900,7200,149216
2010-04-08,7140,7995,7125,7620,330910
2010-04-09,7770,7860,7620,7830,144544
2010-04-12,7875,7905,7650,7650,87191
2010-04-13,7634,7830,7574,7665,82765
2010-04-14,7830,7830,7605,7740,68638
2010-04-15,7755,7800,7544,7635,123027
2010-04-16,7770,8070,7590,7920,242236
2010-04-19,7740,8040,7740,7860,105026
2010-04-20,7860,7980,7665,7800,133037
2010-04-21,7890,7995,7785,7860,141034
2010-04-22,7815,8055,7710,8040,181287
2010-04-23,8040,8070,7860,7920,139654
