날짜,시가,고가,저가,종가,거래량
2010-01-04,16229,16800,16229,16530,38450
2010-01-05,16980,17550,16560,16950,73987
2010-01-06,17280,17400,16680,17250,76365
2010-01-07,17280,17520,16980,17040,56191
2010-01-08,17130,17130,16650,16980,24573
2010-01-11,17130,17400,16710,17310,65275
2010-01-12,17460,18120,17220,17220,74229
2010-01-13,17130,17760,16860,16860,25060
2010-01-14,16860,17340,16860,17010,33443
2010-01-15,17040,17460,16860,16920,43133
2010-01-18,16740,17190,16470,16740,62626
2010-01-19,16830,17040,16470,16470,43371
2010-01-20,16470,16710,16230,16260,33757
2010-01-21,16050,16470,15869,16170,50305
2010-01-22,16140,16140,15645,15690,44930
2010-01-25,15495,15960,15345,15480,34969
2010-01-26,15705,15705,15135,15240,46493
2010-01-27,15224,15495,14924,14940,29970
2010-01-28,15225,15345,14955,15330,19577
2010-01-29,15225,15255,14775,15045,43342
2010-02-01,15075,15315,14835,15150,13634
2010-02-02,15195,15584,14924,14940,13465
2010-02-03,14955,15345,14955,15120,17507
2010-02-04,15314,15345,15014,15060,10238
2010-02-05,14445,14625,13665,13800,40379
2010-02-08,13575,13860,12660,12660,41875
2010-02-09,12660,13170,12555,12555,21727
2010-02-10,12795,13035,12570,12660,28635
2010-02-11,12660,13125,12660,13110,17609
2010-02-12,13245,13275,12885,13110,18396
2010-02-16,13305,13905,13050,13770,12257
2010-02-17,13785,14055,13545,13545,10589
2010-02-18,13845,13875,13425,13695,27529
2010-02-19,13845,13845,13545,13680,17223
2010-02-22,13815,13935,13575,13950,11124
2010-02-23,13635,13920,13125,13530,12164
2010-02-24,13590,13605,13245,13530,8778
2010-02-25,13995,13995,13125,13125,16476
2010-02-26,13245,13845,12795,13650,12180
2010-03-02,13785,13935,13545,13650,3922
2010-03-03,13380,13995,13380,13485,7210
2010-03-04,13635,13800,13440,13635,6540
2010-03-05,13695,14055,13545,13830,21719
2010-03-08,13889,15870,13860,15870,271200
2010-03-09,15990,16410,14745,14760,325759
2010-03-10,14865,14865,14130,14175,85394
2010-03-11,14385,14415,14084,14325,28286
2010-03-12,14205,14475,14115,14310,19073
2010-03-15,14145,14205,13830,13980,32109
2010-03-16,13965,14100,13755,13770,28719
2010-03-17,13770,13845,13650,13755,14028
2010-03-18,13785,14250,13650,13935,20389
2010-03-19,14265,14265,13830,14040,6449
2010-03-22,13965,14085,13830,14100,15714
2010-03-23,13935,14385,13935,14295,25818
2010-03-24,14325,14325,13935,14010,25186
2010-03-25,14085,14085,13620,13800,19530
2010-03-26,13785,14055,13695,14025,25514
2010-03-29,13995,14445,13905,13935,23117
2010-03-30,13875,14145,13800,13980,11565
2010-03-31,14235,14235,13845,13920,15062
2010-04-01,13830,14130,13785,13860,32166
2010-04-02,13905,14070,13740,13755,17219
2010-04-05,13575,13935,12930,13080,51028
2010-04-06,13065,14880,13065,13545,324439
2010-04-07,13845,13845,13140,13245,40523
2010-04-08,13380,13455,13140,13455,31138
2010-04-09,13455,13740,13200,13680,51776
2010-04-12,13635,13815,13395,13650,24645
2010-04-13,13425,13815,13425,13635,29665
2010-04-14,13515,13890,13425,13905,42603
2010-04-15,13890,13980,13545,13545,28990
2010-04-16,13740,13740,13275,13320,19993
2010-04-19,13185,13425,13020,13200,9807
2010-04-20,13200,13965,13200,13860,42794
2010-04-21,14160,15615,14160,14595,231018
2010-04-22,14504,14595,13905,13980,66812
2010-04-23,13980,14100,13695,13725,45027
2010-04-26,13680,13830,13245,13395,50253
2010-04-27,13515,14205,13395,13590,54200
2010-04-28,13530,14175,13245,14085,58940
2010-04-29,13890,14520,13890,14130,83230
2010-04-30,14205,14430,14010,14190,44501
2010-05-03,14175,14820,13995,14250,79343
2010-05-04,14535,15105,14415,14610,64798
2010-05-06,14415,14415,13725,13905,47187
2010-05-07,13365,13785,13095,13395,32206
2010-05-10,13485,13860,13395,13830,47894
2010-05-11,14085,14535,13935,14040,36449
2010-05-12,14115,14445,13635,13680,33864
2010-05-13,14145,14640,13725,14400,44227
2010-05-14,14655,14655,14010,14085,22941
2010-05-17,13994,15465,13860,15060,172388
2010-05-18,15345,17310,15134,15780,646918
2010-05-19,15525,15645,14385,14400,138338
2010-05-20,14385,14565,12435,13095,129655
2010-05-24,13095,13200,12465,12765,61001
2010-05-25,12645,13020,11280,11745,57209
2010-05-26,11610,12195,11610,12120,43127
2010-05-27,12045,12525,11895,12480,39549
2010-05-28,12510,12795,12285,12615,28052
2010-05-31,12465,12870,12465,12645,18025
