날짜,시가,고가,저가,종가,거래량
2010-01-04,59641,60740,59327,60583,239168.0
2010-01-05,60112,61525,59641,60583,225816.0
2010-01-06,60583,61837,60269,60269,314863.0
2010-01-07,60425,61523,59954,60426,179990.0
2010-01-08,60426,61211,58386,58386,217263.0
2010-01-11,58071,59170,56816,57601,368378.0
2010-01-12,58386,60269,58071,60269,345142.0
2010-01-13,59482,60267,57757,58699,211340.0
2010-01-14,58228,59013,57287,57287,316643.0
2010-01-15,57285,57756,56187,56816,303942.0
2010-01-18,56816,58856,56816,58543,233263.0
2010-01-19,59170,60269,57600,58229,241041.0
2010-01-20,58699,58856,56816,58386,216551.0
2010-01-21,57757,59639,57600,59327,231874.0
2010-01-22,58542,58855,57130,57915,260775.0
2010-01-25,57129,59012,56972,59013,190580.0
2010-01-26,58854,59168,57757,58699,247881.0
2010-01-27,58542,59013,57601,58072,175087.0
2010-01-28,57915,59484,56816,57130,242138.0
2010-01-29,56973,57287,53363,54305,365337.0
2010-02-01,54146,54146,51949,52892,314485.0
2010-02-02,53361,54146,52420,52892,251886.0
2010-02-03,52890,53518,51322,52264,587920.0
2010-02-04,52892,54619,52735,53991,603551.0
2010-02-05,52106,53361,51949,52421,221041.0
2010-02-08,52577,54303,52420,53206,193049.0
2010-02-09,52420,53206,50852,51480,395017.0
2010-02-10,52264,52264,50538,50538,263845.0
2010-02-11,51008,52420,50851,52421,295814.0
2010-02-12,53990,55089,53363,54462,474912.0
2010-02-16,54775,56186,54304,55403,230516.0
2010-02-17,56031,56345,54462,55561,252869.0
2010-02-18,55246,55560,54148,54148,192027.0
2010-02-19,53834,54619,53206,53991,171905.0
2010-02-22,54775,55872,54618,55246,200451.0
2010-02-23,55245,56029,55245,55246,80911.0
2010-02-24,54304,56186,54304,55874,94955.0
2010-02-25,55873,56658,55402,56659,194290.0
2010-02-26,56501,57599,55716,56816,150853.0
2010-03-02,58227,59325,57443,59170,265679.0
2010-03-03,59327,59641,57287,57444,226798.0
2010-03-04,57915,59013,57601,58072,107898.0
2010-03-05,58071,59327,57915,58072,171699.0
2010-03-08,59484,60112,58855,60112,310224.0
2010-03-09,60269,60269,59013,60269,140615.0
2010-03-10,60267,60581,58541,58699,172224.0
2010-03-11,59169,59639,58541,59327,175976.0
2010-03-12,59483,59639,57443,59327,175362.0
2010-03-15,59484,59641,57601,57758,104138.0
