날짜,시가,고가,저가,종가,거래량
2019-08-28,14895,14945,14825,14910,30838.0
2019-08-29,15030,15030,14850,14900,13636.0
2019-08-30,15040,15185,15025,15185,20161.0
2019-09-02,15160,15170,15075,15130,13606.0
2019-09-03,15155,15165,15050,15080,13610.0
2019-09-04,15175,15290,15080,15290,35784.0
2019-09-05,15360,15535,15355,15460,20153.0
2019-09-06,15620,15620,15475,15500,13601.0
2019-09-09,15655,15695,15545,15630,501.0
2019-09-10,15755,15755,15625,15710,13649.0
2019-09-11,15910,15910,15745,15825,34392.0
2019-09-16,15975,15975,15770,15855,13605.0
2019-09-17,15945,15945,15830,15865,13617.0
2019-09-18,15975,15980,15840,15945,13600.0
2019-09-19,16050,16115,15985,16020,13632.0
2019-09-20,16130,16160,16030,16130,37816.0
2019-09-23,16225,16225,16105,16145,15039.0
2019-09-24,16260,16260,16110,16235,13604.0
2019-09-25,16275,16275,16090,16095,13607.0
2019-09-26,16135,16140,15975,16035,21747.0
2019-09-27,16010,16010,15840,15900,13663.0
2019-09-30,15940,16040,15840,16040,28122.0
2019-10-01,16070,16130,15985,16050,13600.0
2019-10-02,16030,16030,15720,15720,33763.0
2019-10-04,15740,15795,15660,15660,41996.0
2019-10-07,15830,15830,15635,15665,13601.0
2019-10-08,15770,15900,15715,15900,54966.0
2019-10-10,15815,15840,15605,15840,7081.0
2019-10-11,15980,15980,15825,15930,7052.0
2019-10-14,16205,16205,16065,16120,21535.0
2019-10-15,16145,16145,16055,16060,2502.0
2019-10-16,16260,16260,16120,16185,20821.0
2019-10-17,16315,16315,16090,16095,27516.0
2019-10-18,16225,16225,15975,15975,33602.0
2019-10-21,16110,16110,15995,16030,15509.0
2019-10-22,16205,16295,16125,16265,502.0
2019-10-23,16310,16310,16145,16185,501.0
2019-10-24,16285,16285,16085,16220,39502.0
2019-10-25,16305,16305,16165,16225,22345.0
2019-10-28,16315,16370,16255,16295,20771.0
2019-10-29,16365,16365,16235,16270,13510.0
2019-10-30,16355,16355,16130,16140,22151.0
2019-10-31,16310,16350,16245,16250,5059.0
2019-11-01,16245,16305,16155,16305,20580.0
2019-11-04,16515,16555,16445,16540,33800.0
2019-11-05,16580,16660,16555,16655,13500.0
2019-11-06,16745,16775,16640,16680,20626.0
2019-11-07,16630,16690,16600,16650,36305.0
2019-11-08,16805,16805,16600,16600,13552.0
2019-11-11,16660,16660,16440,16555,33779.0
2019-11-12,16625,16625,16470,16535,503.0
2019-11-13,16670,16670,16445,16470,20632.0
2019-11-14,16585,16610,16480,16610,13566.0
2019-11-15,16555,16860,16555,16805,21020.0
2019-11-18,16850,16850,16775,16810,502.0
2019-11-19,16810,16810,16630,16750,20703.0
2019-11-20,16755,16755,16540,16570,506.0
2019-11-21,16585,16585,16255,16285,20551.0
2019-11-22,16430,16430,16315,16375,13500.0
2019-11-25,16555,16610,16535,16550,20724.0
2019-11-26,16680,16695,16555,16555,523.0
2019-11-27,16730,16730,16490,16590,22162.0
2019-11-28,16510,16570,16480,16490,10007.0
2019-11-29,16630,16630,16220,16240,25186.0
2019-12-02,16425,16425,16250,16250,15202.0
2019-12-03,16220,16220,16065,16205,580.0
2019-12-04,16160,16160,16000,16085,515.0
2019-12-05,16240,16240,15980,16050,22304.0
2019-12-06,16185,16235,16125,16230,20916.0
2019-12-09,16390,16390,16265,16310,41070.0
2019-12-10,16335,16390,16240,16390,504.0
2019-12-11,16475,16475,16355,16445,33613.0
2019-12-12,16660,16765,16595,16735,514.0
2019-12-13,17080,17080,16940,17015,20607.0
2019-12-16,17120,17120,17010,17030,535.0
2019-12-17,17195,17265,17050,17245,20699.0
2019-12-18,17350,17350,17200,17240,2900582.0
2019-12-19,17415,17415,17185,17225,20593.0
2019-12-20,17410,17410,17235,17285,20848.0
2019-12-23,17495,17495,17245,17295,2537.0
2019-12-24,17420,17420,17170,17170,116351.0
