날짜,시가,고가,저가,종가,거래량
2011-07-14,6176,6176,6176,6179,3960.0
2011-07-15,7096,7096,7096,7098,6070.0
2011-07-18,8152,8152,8152,8154,359.0
2011-07-19,9375,9375,9375,9377,1139.0
2011-07-20,10752,10752,10752,10754,148070.0
2011-07-21,10997,12367,10557,12369,1612381.0
2011-07-22,12367,13442,11388,12564,1064273.0
2011-07-25,12025,12220,10704,11831,601991.0
2011-07-26,11828,12953,10410,11635,638207.0
2011-07-27,11633,12025,10801,10999,344054.0
2011-07-28,10947,11192,10117,10804,258556.0
2011-07-29,11143,12414,10068,10071,818040.0
2011-08-01,10117,10752,10019,10609,195075.0
2011-08-02,10899,10899,10068,10462,85350.0
2011-08-03,10410,10704,9823,10657,127364.0
2011-08-04,10752,11143,9969,10022,85315.0
2011-08-05,9051,9873,8895,9767,92514.0
2011-08-08,9775,11193,9775,11195,346582.0
2011-08-09,11192,11730,9530,9533,431166.0
2011-08-10,9540,10215,8992,8995,268129.0
2011-08-11,8729,8729,7820,8408,142726.0
2011-08-12,8798,9140,8113,8115,114849.0
2011-08-16,8337,8601,8112,8604,76133.0
2011-08-17,8456,8709,8349,8408,101777.0
2011-08-18,8503,8602,7623,7763,100724.0
2011-08-19,7409,7576,7047,7234,75994.0
2011-08-22,7243,7380,6940,7138,61305.0
2011-08-23,7204,7468,6998,7234,47640.0
2011-08-24,7331,8104,7125,7617,84720.0
2011-08-25,7576,7771,7234,7255,35699.0
2011-08-26,7271,7516,7214,7333,24170.0
2011-08-29,7527,7527,7234,7234,28051.0
2011-08-30,7262,7469,7038,7117,40470.0
2011-08-31,7125,7311,7009,7138,21133.0
2011-09-01,7135,7281,7046,7128,23079.0
2011-09-02,7076,7185,7009,7138,12721.0
2011-09-05,7086,7086,6900,6951,15335.0
2011-09-06,6842,6851,6461,6503,28990.0
2011-09-07,6451,6744,6451,6541,6619.0
2011-09-08,6745,6745,6372,6550,9736.0
2011-09-09,6314,6793,6314,6746,11160.0
2011-09-14,6745,6920,6550,6727,13446.0
2011-09-15,6881,6892,6403,6746,4430.0
2011-09-16,6988,6988,6627,6746,5240.0
2011-09-19,6646,6744,6470,6571,4165.0
2011-09-20,6539,6745,6314,6649,15699.0
2011-09-21,6646,6646,6452,6629,6780.0
2011-09-22,6627,6646,6354,6355,7050.0
2011-09-23,5914,6128,5669,5866,26610.0
2011-09-26,5767,6304,4994,5006,39850.0
2011-09-27,5081,5356,5081,5201,11660.0
2011-09-28,5160,5405,5160,5211,13651.0
2011-09-29,5210,5600,5210,5593,8805.0
2011-09-30,5570,5767,5317,5652,4190.0
2011-10-04,5581,5581,5179,5182,14798.0
2011-10-05,5101,5454,4983,5231,8980.0
2011-10-06,5228,5472,5228,5397,3521.0
2011-10-07,5581,6196,5239,6199,38425.0
2011-10-10,6255,7038,6255,6649,66045.0
2011-10-11,7018,7018,5972,6433,37836.0
2011-10-12,6745,6745,5952,6062,26181.0
2011-10-13,6061,6207,5883,6160,15742.0
2011-10-14,6031,6391,5962,6208,7369.0
2011-10-17,6207,6304,5483,6111,19192.0
2011-10-18,5962,7018,5923,6737,90855.0
2011-10-19,6656,7234,6382,6571,78781.0
2011-10-20,6529,7214,5904,6336,57182.0
2011-10-21,6529,6696,6167,6649,18876.0
2011-10-24,6901,7047,6656,6892,38713.0
2011-10-25,7116,7116,6627,6845,14849.0
2011-10-26,6745,6871,6519,6649,6042.0
2011-10-27,6832,6832,6451,6649,14779.0
2011-10-28,6832,6832,6499,6649,12628.0
2011-10-31,6705,6705,6451,6503,5920.0
2011-11-01,6383,6597,6383,6550,7290.0
2011-11-02,6324,6813,6314,6649,8680.0
2011-11-03,6813,6813,6499,6649,5200.0
2011-11-04,6685,6929,6538,6541,10778.0
2011-11-07,6452,6628,6432,6580,2550.0
2011-11-08,6646,6646,6451,6550,8450.0
2011-11-09,6744,6744,6441,6462,1820.0
2011-11-10,6441,6451,5982,6404,5250.0
2011-11-11,6255,6696,6061,6453,10032.0
2011-11-14,6646,6842,6451,6766,9940.0
2011-11-15,6734,6794,6519,6629,2330.0
2011-11-16,6451,6733,6451,6737,5210.0
2011-11-17,6704,7056,6470,6658,6500.0
2011-11-18,6451,6646,6451,6649,7870.0
2011-11-21,6646,6939,6518,6708,17482.0
2011-11-22,6519,7018,6519,6971,14383.0
2011-11-23,6969,7975,6969,7705,50807.0
2011-11-24,8231,8231,7155,7430,16682.0
2011-11-25,7429,7516,6804,6971,13108.0
2011-11-28,6970,7156,6647,6971,15612.0
2011-11-29,6970,7047,6734,6825,8320.0
2011-11-30,6685,6880,6676,6834,6890.0
2011-12-01,7027,7027,6733,6756,2390.0
2011-12-02,6822,6822,6568,6649,6649.0
2011-12-05,6646,6764,6598,6629,10600.0
2011-12-06,6550,6842,6550,6667,29090.0
2011-12-07,6685,6842,6636,6786,5030.0
2011-12-08,6832,6939,6616,6933,13433.0
2011-12-09,6676,6881,6646,6649,4691.0
2011-12-12,6666,6705,6451,6649,5671.0
2011-12-13,6646,6676,6480,6638,5500.0
2011-12-14,6636,6755,6451,6600,4950.0
2011-12-15,6489,6607,6431,6541,4440.0
2011-12-16,6451,6549,6313,6315,4284.0
2011-12-19,5932,6187,5640,5866,21250.0
2011-12-20,5864,6011,5815,5856,17610.0
2011-12-21,6128,6157,5835,5866,11575.0
2011-12-22,5865,6089,5815,6062,6460.0
