종목코드,종목명,상장일,거래소,종가,시가총액
030960,양지사,1996-10-24,KQ,10550,168589000000
042110,에스씨디,2000-07-13,KQ,1865,90134636860
109610,에스와이,2015-12-29,KQ,3725,174871182900
069510,에스텍,2003-11-14,KQ,9890,107463500000
050760,에스폴리텍,2002-05-16,KQ,3900,63705244200
317830,에스피시스템스,2019-08-14,KQ,5850,47815259000
203400,에이비온,2021-09-08,KQ,15800,282973444800
312610,에이에프더블류,2019-07-01,KQ,6230,125187567840
072990,에이치시티,2016-10-17,KQ,15200,106333287200
028300,에이치엘비,1996-07-27,KQ,42500,4541588726400
067630,에이치엘비생명과학,2008-11-25,KQ,14900,1422921406900
043220,에이치엘비파워,2001-07-03,KQ,1755,159451909750
357230,에이치피오,2021-05-14,KQ,14900,296081676000
230980,에이트원,2016-03-02,KQ,1955,113132088580
064090,에프앤리퍼블릭,2002-12-17,KQ,2620,28792251580
036810,에프에스티,2000-01-18,KQ,24950,543919725000
054940,엑사이엔씨,2001-12-13,KQ,1425,47769909120
391060,엔에이치스팩20호,2021-10-05,KQ,2085,53040000000
391710,엔에이치스팩21호,2021-10-15,KQ,2105,15703300000
354200,엔젠바이오,2020-12-10,KQ,15700,193222931600
291230,엔피,2018-09-13,KQ,11550,461997782400
048830,엔피케이,2000-10-12,KQ,2065,38945759840
066970,엘앤에프,2003-01-02,KQ,205000,7104774882400
170920,엘티씨,2013-10-08,KQ,10150,82198470750
143540,영우디에스피,2014-10-29,KQ,2040,90983785800
250930,예선테크,2016-09-29,KQ,2145,70785943800
039830,오로라,2001-01-03,KQ,10150,109243333500
053980,오상자이엘,2002-04-09,KQ,9270,164345387320
039200,오스코텍,2007-01-17,KQ,31750,957546842500
173130,오파스넷,2018-08-24,KQ,3990,47085907100
226950,올릭스,2018-07-18,KQ,39000,531682608000
057540,옴니시스템,2007-09-19,KQ,2165,101724087450
153710,옵티팜,2018-10-26,KQ,10000,146624052900
273640,와이엠텍,2021-09-10,KQ,37850,207531550000
215360,우리산업,2015-05-06,KQ,23750,217802087550
046940,우원개발,2002-06-18,KQ,5350,96697772500
215380,우정바이오,2015-05-18,KQ,5810,70864546360
018620,우진비앤지,2008-05-20,KQ,2295,66012034505
307280,원바이오젠,2018-12-05,KQ,2155,78194705160
032940,원익,1997-07-18,KQ,4485,81778568850
014190,원익큐브,1996-04-26,KQ,4395,153635592040
131390,원익피앤이,2011-09-27,KQ,34700,512734286000
038620,위즈코프,2000-05-04,KQ,3360,202925418325
097800,윈팩,2013-03-07,KQ,2375,102126716300
032620,유비케어,1997-05-02,KQ,7870,406615712810
056090,유앤아이,2015-11-12,KQ,4830,44807542920
302430,이노메트리,2018-12-12,KQ,14650,143073176400
246960,이노테라피,2019-02-01,KQ,13350,66835438000
164060,이루다,2020-08-06,KQ,11150,87528672000
131400,이브이첨단소재,2010-12-27,KQ,1720,81188044570
067010,이씨에스,2007-12-18,KQ,5610,68969340000
039030,이오테크닉스,2000-08-24,KQ,106800,1313264030000
035810,이지홀딩스,1999-11-23,KQ,4355,283384425750
352940,인바이오,2020-12-11,KQ,8400,91180254700
119610,인터로조,2010-07-28,KQ,29950,388366052650
051370,인터플렉스,2003-01-22,KQ,13000,302090762400
101930,인화정공,2010-10-22,KQ,11850,111047289500
043910,자연과환경,2005-11-18,KQ,2025,123552084000
090470,제이스텍,2007-01-10,KQ,6510,95177708160
216080,제테마,2019-11-14,KQ,26700,471686211450
228760,지노믹트리,2019-03-27,KQ,13150,268323158400
051160,지어소프트,2002-05-28,KQ,17700,257969623500
053050,지에스이,2001-10-11,KQ,2915,87863659210
007370,진양제약,2000-07-27,KQ,6890,82920000000
085660,차바이오텍,2005-12-27,KQ,19900,1122397613400
311690,천랩,2019-12-26,KQ,43450,166755017200
096240,청담러닝,2008-06-27,KQ,37650,279894783700
284620,카이노스메드,2018-06-08,KQ,3060,325028609390
078340,컴투스,2007-07-06,KQ,122600,1581283018000
039420,케이엘넷,2002-03-12,KQ,4235,102657602500
225430,케이엠제약,2015-10-08,KQ,2160,60236028000
036030,케이티알파,1999-12-24,KQ,8940,439702968510
052400,코나아이,2001-10-18,KQ,32200,502559511400
104540,코렌텍,2013-03-05,KQ,13250,156743551500
027050,코리아나,1999-12-10,KQ,4210,168400000000
950160,코오롱티슈진,2017-11-06,KQ,8010,489551575500
282880,코윈테크,2019-08-05,KQ,33800,319782870000
015710,코콤,1997-09-30,KQ,6500,113948250000
317690,퀀타매트릭스,2020-12-09,KQ,12800,191858139600
066310,큐에스아이,2006-11-24,KQ,16350,139254040000
036170,클라우드에어,1999-12-21,KQ,1825,103099419120
054450,텔레칩스,2004-12-10,KQ,14800,199212187250
091440,텔레필드,2008-02-01,KQ,3170,29362800000
104480,티케이케미칼,2011-04-26,KQ,5710,522648745500
081150,티플랙스,2009-04-23,KQ,5090,123040798140
170790,파이오링크,2013-08-01,KQ,15500,105587482000
049120,파인디앤씨,2001-07-26,KQ,2175,60901633730
009520,포스코엠텍,1997-11-10,KQ,8080,337722321330
189690,포시에스,2015-02-11,KQ,7230,62710424430
094940,푸른기술,2007-09-14,KQ,11300,94065592500
035200,프럼파스트,2002-01-15,KQ,7350,70352165700
334970,프레스티지바이오로직스,2021-03-11,KQ,10600,505108362300
300080,플리토,2019-07-17,KQ,24500,126598407300
299030,하나기술,2020-11-25,KQ,51700,387110206000
136480,하림,2011-05-02,KQ,2820,297387165600
013030,하이록코리아,1989-12-15,KQ,18900,255248100000
126700,하이비젼시스템,2010-09-10,KQ,17050,254015904000
066130,하츠,2003-02-11,KQ,9930,126976000000
034950,한국기업평가,2002-02-07,KQ,82500,374138353600
017890,한국알콜,1992-08-04,KQ,13550,291677760000
063570,한국전자금융,2006-07-14,KQ,5630,192251708640
039740,한국정보공학,2000-07-06,KQ,5350,42818239980
052600,한네트,2001-07-10,KQ,7210,82680455000
092460,한라IMS,2007-05-22,KQ,5830,102709832610
042520,한스바이오메드,2009-10-09,KQ,13550,136390243500
054920,한컴위드,2001-11-01,KQ,7860,222068427470
016790,현대사료,2018-06-01,KQ,16500,101790543300
060560,홈센타홀딩스,2002-07-11,KQ,1560,200441154250
028080,휴맥스홀딩스,1997-04-16,KQ,5190,65151481080
238490,힘스,2017-07-20,KQ,9870,111764891680
000810,삼성화재,1975-06-30,KS,229000,10848837673000
003720,삼영화학,1976-06-30,KS,3155,107270000000
033270,유나이티드제약,2007-10-23,KS,49250,800057483500
004100,태양금속,1976-05-25,KS,1645,60004500000
005490,POSCO,1988-06-10,KS,297500,25850896577500
017800,현대엘리베이,1996-07-03,KS,47450,1934640053400
003560,IHQ,1973-12-18,KS,1755,256643737740
084870,TBH글로벌,2005-12-19,KS,3025,62153320620
000970,한국주철관,1969-12-12,KS,9860,222988890000
010100,한국프랜지,1987-10-02,KS,2850,86479192800
006060,화승인더,1991-02-04,KS,6540,360133200000
003410,쌍용C&E,1975-05-03,KS,8030,4035915355950
181710,NHN,2013-08-29,KS,77200,1516289437500
019490,하이트론,1998-11-04,KS,3545,26027377920
004090,한국석유,1977-06-25,KS,12650,160580618000
002200,한국수출포장,1974-06-28,KS,25600,102200000000
015760,한국전력,1989-08-10,KS,23150,14861468382550
011700,한신기계,1987-07-24,KS,4415,142114141380
094280,효성ITX,2007-10-25,KS,21100,239254740000
005870,휴니드,1991-09-03,KS,7190,101352987700
005750,대림B&Co,1992-12-23,KS,7070,117706014400
001530,DI동일,1964-01-04,KS,288000,718047330000
005300,롯데칠성,1973-06-21,KS,138500,1280485992000
123700,SJM,2010-05-31,KS,4750,73499069580
004250,NPC,1969-09-08,KS,6050,222523200000
001200,유진투자증권,1987-08-24,KS,3800,366639392130
344820,KCC글라스,2020-01-21,KS,59700,951842515200
010420,한솔PNS,1989-05-31,KS,2025,41293419180
153460,네이블,2012-07-19,KQ,7890,51587110600
013580,계룡건설,1996-01-30,KS,34550,309009382200
003650,미창석유,1989-09-27,KS,80500,137782022400
015350,부산가스,1997-06-23,KS,84100,926200000000
000390,삼화페인트,1993-09-10,KS,9890,269042308410
009070,KCTC,1978-09-29,KS,6580,197400000000
030200,KT,1998-12-23,KS,30700,8003076915200
288330,브릿지바이오테라퓨틱스,2019-12-20,KQ,12100,234801176300
007700,F&F홀딩스,1984-10-04,KS,36950,1441364423950
011780,금호석유,1988-01-22,KS,168000,5118572088000
004410,서울식품,1973-12-28,KS,324,119112288358
025530,SJM홀딩스,1997-02-12,KS,3720,55778519880
010640,진양폴리,1989-09-30,KS,4170,41450000000
002380,KCC,1973-06-25,KS,318500,2830341013500
005380,현대차,1974-06-28,KS,214000,45724992018000
005680,삼영전자,1976-12-28,KS,11800,235000000000
011230,삼화전자,1987-05-25,KS,4230,43975637700
035510,신세계 I&C,2006-05-18,KS,189500,326800000000
334890,이지스밸류리츠,2020-07-16,KS,5860,140400000000
053210,스카이라이프,2011-06-03,KS,9980,478219660000
025540,한국단자,1996-10-16,KS,74800,782166500000
001820,삼화콘덴서,1976-06-26,KS,55000,568606500000
017390,서울가스,1995-08-18,KS,164000,822500000000
002790,아모레G,1973-04-30,KS,50500,4155892272000
326030,SK바이오팜,2020-07-02,KS,98000,7659035850000
010120,LS ELECTRIC,1994-07-11,KS,59500,1785000000000
033780,KT&G,1999-10-08,KS,85500,11697320744400
355150,교보10호스팩,2020-09-18,KQ,2135,11358200000
051915,LG화학우,,KS,362000,2764123600000
000155,두산우,,KS,80400,320915898600
005935,삼성전자우,,KS,66600,54392810870000
000885,한화우,,KS,37800,18117313200
005385,현대차우,,KS,100500,2435668500000
069500,KODEX 200,,ETF,39165,5291200000000
371460,TIGER 차이나전기차SOLACTIVE,,ETF,19670,2240800000000
153130,KODEX 단기채권,,ETF,102940,2183800000000
252670,KODEX 200선물인버스2X,,ETF,2260,2138400000000
102110,TIGER 200,,ETF,39185,2119900000000
122630,KODEX 레버리지,,ETF,23310,1752900000000
157450,TIGER 단기통안채,,ETF,100395,1660500000000
214980,KODEX 단기채권PLUS,,ETF,103210,1649600000000
102780,KODEX 삼성그룹,,ETF,9830,1646500000000
133690,TIGER 미국나스닥100,,ETF,85625,1575500000000
278540,KODEX MSCI Korea TR,,ETF,12545,1543000000000
273130,KODEX 종합채권(AA-이상)액티브,,ETF,107080,1495600000000
292150,TIGER TOP10,,ETF,13535,1409000000000
305540,TIGER 2차전지테마,,ETF,22790,1353700000000
305720,KODEX 2차전지산업,,ETF,23000,1288000000000
310970,TIGER MSCI Korea TR,,ETF,15765,1231200000000
278530,KODEX 200TR,,ETF,12840,1169100000000
114800,KODEX 인버스,,ETF,4085,1136400000000
148020,KBSTAR 200,,ETF,39280,1080200000000
139260,TIGER 200 IT,,ETF,35055,990000000000
381170,TIGER 미국테크TOP10 INDXX,,ETF,12795,891200000000
152100,ARIRANG 200,,ETF,39815,800300000000
091180,KODEX 자동차,,ETF,21850,785500000000
360750,TIGER 미국S&P500,,ETF,13855,764800000000
233740,KODEX 코스닥150 레버리지,,ETF,15495,748400000000
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),,ETF,12480,713900000000
105190,KINDEX 200,,ETF,39435,682200000000
381180,TIGER 미국필라델피아반도체나스닥,,ETF,11480,607900000000
293180,HANARO 200,,ETF,39190,599600000000
069660,KOSEF 200,,ETF,39150,571600000000
364980,TIGER KRX2차전지K-뉴딜,,ETF,17745,567800000000
315930,KODEX Top5PlusTR,,ETF,18305,567500000000
314250,KODEX 미국FANG플러스(H),,ETF,31380,486400000000
294400,KOSEF 200TR,,ETF,46710,471800000000
251340,KODEX 코스닥150선물인버스,,ETF,4240,460500000000
360200,KINDEX 미국S&P500,,ETF,13960,436900000000
364960,TIGER KRX BBIG K-뉴딜,,ETF,12170,388200000000
385540,KBSTAR KIS종합채권(A-이상)액티브,,ETF,98650,380000000000
196230,KBSTAR 단기통안채,,ETF,104640,378000000000
226490,KODEX 코스피,,ETF,30040,375500000000
251350,KODEX 선진국MSCI World,,ETF,21370,350500000000
332500,KINDEX 200TR,,ETF,23970,347600000000
229200,KODEX 코스닥 150,,ETF,14640,347000000000
091170,KODEX 은행,,ETF,7550,340100000000
290130,KBSTAR ESG사회책임투자,,ETF,12710,331100000000
371160,TIGER 차이나항셍테크,,ETF,8330,330700000000
367770,KBSTAR Fn수소경제테마,,ETF,12055,327900000000
367380,KINDEX 미국나스닥100,,ETF,14700,311600000000
143850,TIGER 미국S&P500선물(H),,ETF,54455,281800000000
275980,TIGER 글로벌4차산업혁신기술(합성 H),,ETF,19565,258300000000
357870,TIGER CD금리투자KIS(합성),,ETF,50470,257600000000
272560,KBSTAR 단기국공채액티브,,ETF,102135,255300000000
385550,KBSTAR KIS단기종합채권(AA-이상)액티브,,ETF,100090,254700000000
332940,HANARO MSCI Korea TR,,ETF,15700,254300000000
295040,SOL 200TR,,ETF,13370,246700000000
108450,KINDEX 삼성그룹섹터가중,,ETF,16375,240700000000
168580,KINDEX 중국본토CSI300,,ETF,31700,237800000000
192090,TIGER 차이나CSI300,,ETF,11885,237700000000
091160,KODEX 반도체,,ETF,33660,232300000000
245710,KINDEX 베트남VN30(합성),,ETF,23330,228600000000
132030,KODEX 골드선물(H),,ETF,11975,227500000000
161510,ARIRANG 고배당주,,ETF,12750,211100000000
326240,KBSTAR IT플러스,,ETF,21515,205700000000
148070,KOSEF 국고채10년,,ETF,117585,204600000000
332930,HANARO 200TR,,ETF,46765,201100000000
329750,TIGER 미국달러단기채권액티브,,ETF,10105,191500000000
261220,KODEX WTI원유선물(H),,ETF,12265,190700000000
272580,TIGER 단기채권액티브,,ETF,50195,190500000000
190620,KINDEX 단기통안채,,ETF,100545,184300000000
379810,KODEX 미국나스닥100TR,,ETF,12580,179900000000
325020,KODEX 배당가치,,ETF,13030,177200000000
390950,HANARO 단기채권액티브,,ETF,100225,174800000000
182480,TIGER 미국MSCI리츠(합성 H),,ETF,15775,173500000000
400970,TIGER Fn메타버스,,ETF,11955,172200000000
302450,KBSTAR 코스피,,ETF,30090,170000000000
379800,KODEX 미국S&P500TR,,ETF,12145,168800000000
278240,KBSTAR 코스닥150선물레버리지,,ETF,15930,165500000000
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,,ETF,11945,162000000000
270810,KBSTAR 코스닥150,,ETF,14615,160200000000
232080,TIGER 코스닥150,,ETF,14910,159500000000
372330,KODEX 차이나항셍테크,,ETF,8345,157300000000
143860,TIGER 헬스케어,,ETF,37770,152600000000
368590,KBSTAR 미국나스닥100,,ETF,14260,151200000000
385560,KBSTAR KIS국고채30년Enhanced,,ETF,95900,149600000000
150460,TIGER 중국소비테마,,ETF,8375,142000000000
228800,TIGER 여행레저,,ETF,5270,137500000000
219480,KODEX 미국S&P500선물(H),,ETF,22430,135700000000
138540,TIGER 현대차그룹+펀더멘털,,ETF,25085,135500000000
401470,KODEX K-메타버스액티브,,ETF,12445,133800000000
091230,TIGER 반도체,,ETF,34615,133600000000
252710,TIGER 200선물인버스2X,,ETF,2345,130900000000
267770,TIGER 200선물레버리지,,ETF,17540,129800000000
322400,HANARO e커머스,,ETF,18740,121800000000
395750,ARIRANG ESG가치주액티브,,ETF,9320,117900000000
309230,KINDEX 미국WideMoat가치주,,ETF,18255,116800000000
204480,TIGER 차이나CSI300레버리지(합성),,ETF,31570,116800000000
261240,KODEX 미국달러선물,,ETF,10450,114700000000
367760,KBSTAR Fn5G테크,,ETF,9900,114300000000
273140,KODEX 단기변동금리부채권액티브,,ETF,102795,114200000000
130730,KOSEF 단기자금,,ETF,101260,111700000000
329200,TIGER 부동산인프라고배당,,ETF,5940,109600000000
298770,KODEX 한국대만IT프리미어,,ETF,19515,109300000000
283580,KODEX 차이나CSI300,,ETF,14430,106800000000
114260,KODEX 국고채3년,,ETF,57230,106100000000
139220,TIGER 200 건설,,ETF,3160,105900000000
328370,ARIRANG 코스피TR,,ETF,15065,104700000000
325010,KODEX Fn성장,,ETF,17420,104500000000
228810,TIGER 미디어컨텐츠,,ETF,10145,102900000000
225040,TIGER 미국S&P500레버리지(합성 H),,ETF,36675,102700000000
329650,KODEX TRF3070,,ETF,11440,101800000000
136340,KBSTAR 중기우량회사채,,ETF,103800,100700000000
157490,TIGER 소프트웨어,,ETF,17245,98000000000
364970,TIGER KRX바이오K-뉴딜,,ETF,8885,97300000000
144600,KODEX 은선물(H),,ETF,4815,97300000000
139280,TIGER 경기방어,,ETF,11205,91400000000
371470,TIGER 차이나바이오테크SOLACTIVE,,ETF,10760,90800000000
122260,KOSEF 통안채1년,,ETF,101150,90000000000
117700,KODEX 건설,,ETF,3555,89900000000
304940,KODEX 미국나스닥100선물(H),,ETF,20505,89200000000
387270,TIGER 글로벌BBIG액티브,,ETF,12600,86300000000
306520,HANARO 200선물인버스,,ETF,9415,84300000000
195930,TIGER 유로스탁스50(합성 H),,ETF,14780,84200000000
266160,KBSTAR 고배당,,ETF,12400,79400000000
174360,KBSTAR 중국본토대형주CSI100,,ETF,21295,78800000000
195980,ARIRANG 신흥국MSCI(합성 H),,ETF,12155,75600000000
385510,KODEX K-신재생에너지액티브,,ETF,11880,72500000000
376410,TIGER 탄소효율그린뉴딜,,ETF,9540,71600000000
387280,TIGER 퓨처모빌리티액티브,,ETF,11460,71500000000
245340,TIGER 미국다우존스30,,ETF,21660,71500000000
123310,TIGER 인버스,,ETF,4520,70500000000
385520,KODEX K-미래차액티브,,ETF,10845,69400000000
404540,TIGER KRX기후변화솔루션,,ETF,9900,69300000000
114820,TIGER 국채3년,,ETF,108870,68600000000
305080,TIGER 미국채10년선물,,ETF,11990,68300000000
396510,TIGER 차이나클린에너지SOLACTIVE,,ETF,11220,66000000000
233160,TIGER 코스닥150 레버리지,,ETF,16550,65400000000
256750,KODEX 차이나심천ChiNext(합성),,ETF,15135,65100000000
365000,TIGER KRX인터넷K-뉴딜,,ETF,11980,64700000000
302190,TIGER 중장기국채,,ETF,51295,64600000000
245360,TIGER 차이나HSCEI,,ETF,11180,63700000000
277630,TIGER 코스피,,ETF,30285,63600000000
130680,TIGER 원유선물Enhanced(H),,ETF,3715,63500000000
363510,SOL KIS단기통안채,,ETF,100490,63300000000
368190,HANARO Fn K-뉴딜디지털플러스,,ETF,12240,63000000000
139230,TIGER 200 중공업,,ETF,3445,59800000000
354350,HANARO 글로벌럭셔리S&P(합성),,ETF,20050,59100000000
200250,KOSEF 인도Nifty50(합성),,ETF,19340,59000000000
395760,ARIRANG ESG성장주액티브,,ETF,9495,58900000000
379780,KBSTAR 미국S&P500,,ETF,12055,55500000000
102970,KODEX 증권,,ETF,7965,55400000000
315960,KBSTAR 대형고배당10TR,,ETF,15555,55200000000
371450,TIGER 글로벌클라우드컴퓨팅INDXX,,ETF,13375,54600000000
363580,KODEX 200IT TR,,ETF,13235,54300000000
266360,KODEX 미디어&엔터테인먼트,,ETF,25270,53100000000
289260,TIGER MSCI KOREA ESG리더스,,ETF,11330,53000000000
385720,TIMEFOLIO Kstock액티브,,ETF,10345,52800000000
337160,KODEX 200ESG,,ETF,14010,51800000000
117680,KODEX 철강,,ETF,8750,50800000000
114460,KINDEX 국고채3년,,ETF,105055,50400000000
336160,KBSTAR 금융채액티브,,ETF,101765,49900000000
099140,KODEX 차이나H,,ETF,19030,49500000000
404260,KODEX KRX기후변화솔루션,,ETF,9855,49300000000
219390,KBSTAR 미국S&P원유생산기업(합성 H),,ETF,4795,48000000000
266370,KODEX IT,,ETF,19900,47800000000
256440,KINDEX 인도네시아MSCI(합성),,ETF,9325,47600000000
304780,HANARO 200선물레버리지,,ETF,25460,47100000000
356540,KINDEX KIS종합채권(AA-이상)액티브,,ETF,96710,46900000000
228790,TIGER 화장품,,ETF,3205,46500000000
375770,KODEX 탄소효율그린뉴딜,,ETF,9560,45900000000
363570,KODEX 장기종합채권(AA-이상)액티브KAP,,ETF,93825,45800000000
292190,KODEX KRX300,,ETF,18235,45600000000
388280,KBSTAR Fn컨택트대표,,ETF,10000,45400000000
203780,TIGER 미국나스닥바이오,,ETF,22565,45100000000
361580,KBSTAR 200TR,,ETF,20160,44400000000
341850,TIGER KIS부동산인프라채권TR,,ETF,5720,42600000000
243880,TIGER 200IT레버리지,,ETF,55195,41400000000
269540,ARIRANG 미국S&P500(H),,ETF,19250,40400000000
204450,KODEX 차이나H레버리지(H),,ETF,4715,40100000000
280930,KODEX 미국러셀2000(H),,ETF,15615,39000000000
139270,TIGER 200 금융,,ETF,7055,38400000000
396500,TIGER Fn반도체TOP10,,ETF,8670,38100000000
326230,KBSTAR 내수주플러스,,ETF,10195,38100000000
396520,TIGER 차이나반도체FACTSET,,ETF,9695,37600000000
123320,TIGER 레버리지,,ETF,22115,37600000000
276970,KODEX 미국S&P고배당커버드콜(합성 H),,ETF,10380,37400000000
304770,HANARO 코스닥150,,ETF,14685,37300000000
276650,KBSTAR 글로벌4차산업IT(합성 H),,ETF,24450,36700000000
400570,KODEX 유럽탄소배출권선물ICE(H),,ETF,9660,36600000000
138230,KOSEF 미국달러선물,,ETF,12430,35200000000
252420,KBSTAR 200선물인버스2X,,ETF,2260,34800000000
279530,KODEX 고배당,,ETF,10220,34700000000
385600,네비게이터 친환경자동차밸류체인액티브,,ETF,11155,34600000000
391600,KINDEX 미국친환경그린테마INDXX,,ETF,11710,34000000000
310960,TIGER 200TR,,ETF,20925,33500000000
282000,KBSTAR 국고채3년선물인버스,,ETF,101475,33400000000
359210,KODEX 코스피TR,,ETF,13830,33200000000
114470,KOSEF 국고채3년,,ETF,110550,33200000000
385590,네비게이터 ESG액티브,,ETF,9460,33100000000
364990,TIGER KRX게임K-뉴딜,,ETF,11800,33000000000
332620,ARIRANG 미국장기우량회사채,,ETF,104690,31900000000
337140,KODEX 코스피대형주,,ETF,13810,31800000000
169950,KODEX 차이나A50,,ETF,22480,31500000000
287180,ARIRANG 미국나스닥기술주,,ETF,26200,31400000000
244580,KODEX 바이오,,ETF,13495,31300000000
272570,KBSTAR 중장기국공채액티브,,ETF,101540,31000000000
227540,TIGER 200 헬스케어,,ETF,22905,30700000000
236350,TIGER 인도니프티50레버리지(합성),,ETF,26960,29700000000
217780,TIGER 차이나CSI300인버스(합성),,ETF,7410,29600000000
390390,KODEX 미국반도체MV,,ETF,11370,29600000000
381560,HANARO Fn전기&수소차,,ETF,10095,29300000000
181480,KINDEX 미국다우존스리츠(합성 H),,ETF,101055,28300000000
319640,TIGER 골드선물(H),,ETF,12810,28200000000
385710,TIMEFOLIO BBIG액티브,,ETF,11680,28000000000
137610,TIGER 농산물선물Enhanced(H),,ETF,6595,27700000000
292160,TIGER KRX300,,ETF,18175,27300000000
213630,ARIRANG 미국다우존스고배당주(합성 H),,ETF,15755,27300000000
354500,KINDEX 코스닥150,,ETF,14830,26700000000
277540,KINDEX S&P아시아TOP50,,ETF,14790,26600000000
225800,KOSEF 미국달러선물레버리지,,ETF,9580,26500000000
266420,KODEX 헬스케어,,ETF,16450,26300000000
152870,파워 200,,ETF,40100,26100000000
331910,KOSEF Fn중소형,,ETF,24580,26100000000
239660,ARIRANG 우량회사채50 1년,,ETF,108360,26000000000
252410,KBSTAR 200선물인버스,,ETF,5285,25900000000
253250,KOSEF 200선물레버리지,,ETF,20940,25500000000
252400,KBSTAR 200선물레버리지,,ETF,21205,25400000000
160580,TIGER 구리실물,,ETF,10495,24700000000
248270,TIGER S&P글로벌헬스케어(합성),,ETF,18875,24500000000
250780,TIGER 코스닥150선물인버스,,ETF,4355,24400000000
218420,KODEX 미국S&P에너지(합성),,ETF,7950,24200000000
365040,TIGER AI코리아그로스액티브,,ETF,13280,23900000000
261250,KODEX 미국달러선물레버리지,,ETF,10050,23600000000
176950,KODEX 국채선물10년인버스,,ETF,48390,23500000000
114100,KBSTAR 국고채3년,,ETF,111080,23300000000
266410,KODEX 필수소비재,,ETF,8905,23200000000
332610,ARIRANG 미국단기우량회사채,,ETF,99870,23000000000
168300,KTOP 코스피50,,ETF,27585,22800000000
322410,HANARO 고배당,,ETF,11100,22800000000
276990,KODEX 글로벌4차산업로보틱스(합성),,ETF,19980,22400000000
304660,KODEX 미국채울트라30년선물(H),,ETF,12355,22200000000
285690,FOCUS ESG리더스,,ETF,11255,21900000000
237370,KODEX 배당성장채권혼합,,ETF,11980,21600000000
377990,TIGER Fn신재생에너지,,ETF,10230,21500000000
329660,KODEX TRF5050,,ETF,12595,21400000000
210780,TIGER 코스피고배당,,ETF,15500,21400000000
225130,KINDEX 골드선물 레버리지(합성 H),,ETF,16380,21300000000
397410,KBSTAR 국채선물5년추종인버스,,ETF,51315,21200000000
138520,TIGER 삼성그룹펀더멘털,,ETF,11655,21000000000
388420,KBSTAR 비메모리반도체액티브,,ETF,9680,20700000000
329670,KODEX TRF7030,,ETF,13745,20600000000
227570,TIGER 우량가치,,ETF,12475,20600000000
139250,TIGER 200 에너지화학,,ETF,19990,20400000000
211900,KODEX 배당성장,,ETF,15565,20200000000
278620,ARIRANG 단기채권액티브,,ETF,105805,20000000000
371130,KINDEX 블룸버그베트남VN30선물레버리지(H),,ETF,22205,20000000000
230480,KOSEF 미국달러선물인버스2X,,ETF,7790,19900000000
152380,KODEX 국채선물10년,,ETF,67675,19900000000
404120,TIMEFOLIO 탄소중립액티브,,ETF,9925,19900000000
238720,KINDEX 일본Nikkei225(H),,ETF,19620,19600000000
352560,KODEX 다우존스미국리츠(H),,ETF,15065,19600000000
368680,KODEX Fn K-뉴딜디지털플러스,,ETF,12230,19600000000
140710,KODEX 운송,,ETF,5890,19400000000
337150,KODEX 200exTOP,,ETF,13765,19300000000
138910,KODEX 구리선물(H),,ETF,7995,19200000000
117460,KODEX 에너지화학,,ETF,19550,19200000000
143460,KINDEX 밸류대형,,ETF,9510,19000000000
091220,TIGER 은행,,ETF,7870,18600000000
306950,KODEX KRX300레버리지,,ETF,18365,18400000000
292730,FOCUS KRX300,,ETF,18220,18200000000
400590,SOL 글로벌탄소배출권선물IHS(합성),,ETF,10120,18200000000
289040,KODEX MSCI KOREA ESG유니버설,,ETF,11780,17700000000
211560,TIGER 배당성장,,ETF,19285,17400000000
280320,KINDEX 미국IT인터넷S&P(합성 H),,ETF,21225,17000000000
140700,KODEX 보험,,ETF,6770,16900000000
360140,KODEX 200롱코스닥150숏선물,,ETF,10445,16700000000
390400,KODEX 미국스마트모빌리티S&P,,ETF,10365,16600000000
225050,TIGER 유로스탁스레버리지(합성 H),,ETF,11050,16600000000
237350,KODEX 코스피100,,ETF,30060,16500000000
241180,TIGER 일본니케이225,,ETF,18320,16500000000
276000,TIGER 글로벌자원생산기업(합성 H),,ETF,13720,16500000000
292500,SOL KRX300,,ETF,18215,16400000000
138530,TIGER LG그룹+펀더멘털,,ETF,10710,16300000000
316670,KOSEF 코스닥150,,ETF,7310,16200000000
304760,HANARO KRX300,,ETF,17975,16200000000
394350,KOSEF 릭소글로벌퓨처모빌리티MSCI,,ETF,12295,16000000000
245350,TIGER 유로스탁스배당30,,ETF,13290,15900000000
102960,KODEX 기계장비,,ETF,6000,15800000000
284430,KODEX 200미국채혼합,,ETF,13155,15800000000
272910,KINDEX 중장기국공채액티브,,ETF,99245,15600000000
182490,TIGER 단기선진하이일드(합성 H),,ETF,12565,15100000000
395290,HANARO Fn K-POP&미디어,,ETF,11125,15000000000
253160,ARIRANG 200선물인버스2X,,ETF,4550,15000000000
300640,KBSTAR 게임테마,,ETF,19945,15000000000
183700,KBSTAR 채권혼합,,ETF,62095,14900000000
269420,KODEX S&P글로벌인프라(합성),,ETF,12710,14800000000
223190,KODEX 200가치저변동,,ETF,10560,14800000000
153270,KOSEF 코스피100,,ETF,29565,14800000000
365780,KINDEX 국고채10년,,ETF,94700,14800000000
241390,KBSTAR V&S셀렉트밸류채권혼합,,ETF,12200,14600000000
367740,HANARO Fn5G산업,,ETF,12700,14600000000
