종목코드,종목명,상장일,거래소,종가,시가총액
044490,태웅,2001-11-08,KQ,12500,250092262500
089030,테크윙,2011-11-10,KQ,20150,392614452000
108230,톱텍,2009-09-15,KQ,8590,325478977200
064760,티씨케이,2003-08-18,KQ,128800,1499070000000
340570,티앤엘,2020-11-20,KQ,44150,355600000000
277880,티에스아이,2020-07-22,KQ,11850,220557337000
131290,티에스이,2011-01-05,KQ,54400,601741737600
321550,티움바이오,2019-11-22,KQ,18550,443087823600
043200,파루,2000-07-19,KQ,1115,46820832800
037070,파세코,2000-01-04,KQ,21550,301700000000
106240,파인테크닉스,2009-03-16,KQ,10150,456442926900
318010,팜스빌,2019-10-22,KQ,10950,86429784200
054300,팬스타엔터프라이즈,2002-01-10,KQ,988,55938846272
263750,펄어비스,2017-09-14,KQ,103200,6800948050000
119500,포메탈,2010-09-17,KQ,4090,48455178880
007330,푸른저축은행,1993-12-07,KQ,13550,205126080000
023770,플레이위드,1994-11-07,KQ,10500,91387054500
241820,피씨엘,2017-02-23,KQ,46250,468148020800
057880,피에이치씨,2003-12-29,KQ,1070,128311965000
062970,피피아이,2019-12-26,KQ,3765,34672989125
363260,하나금융17호스팩,2021-02-10,KQ,2810,19136100000
372290,하나머스트7호스팩,2021-03-05,KQ,2185,9425760000
032300,한국파마,2020-08-10,KQ,57900,632588658000
079170,한창산업,2005-02-01,KQ,10100,52520000000
220180,핸디소프트,2016-11-24,KQ,3400,66763520000
170030,현대공업,2013-12-04,KQ,7670,117811200000
126640,화신정공,2010-08-31,KQ,2155,78021987615
205470,휴마시스,2014-12-01,KQ,16750,568115329000
115160,휴맥스,2009-11-16,KQ,4890,207116366360
065510,휴비츠,2003-10-31,KQ,9440,112411959660
010240,흥국,2009-05-12,KQ,7890,97226071440
079160,CJ CGV,2004-12-24,KS,30550,1150978001550
000990,DB하이텍,1975-12-12,KS,58800,2615076833200
375500,DL이앤씨,2021-01-25,KS,133000,2594070892000
089470,HDC현대EP,2006-09-25,KS,5570,178002000000
082740,HSD엔진,2011-01-04,KS,8550,397597803460
093050,LF,2006-12-01,KS,18850,549712000000
051900,LG생활건강,2001-04-25,KS,1239000,19335327886000
004060,SG세계물산,1976-04-19,KS,707,143316871680
009160,SIMPAC,1989-07-29,KS,7170,469783924880
011790,SKC,1997-07-18,KS,175500,6645886299000
210980,SK디앤디,2015-06-23,KS,30700,677909510200
361610,SK아이이테크놀로지,2021-05-11,KS,152000,10765936392000
002820,SUN&L,1976-05-22,KS,5530,69343939500
002710,TCC스틸,1984-12-21,KS,8190,189410000000
002900,TYM,1973-06-26,KS,1800,269720263800
000500,가온전선,1987-06-08,KS,27900,115657646600
214390,경보제약,2015-06-29,KS,9950,237873257000
002140,고려산업,1991-01-14,KS,3395,83671770875
017900,광전자,1996-10-16,KS,3090,179625665300
001260,남광토건,1976-12-28,KS,14550,143993399650
005720,넥센,1987-12-19,KS,4950,265042686150
023590,다우기술,1997-08-27,KS,23650,1058852161200
019680,대교,2004-02-03,KS,4225,357022512750
128820,대성산업,2010-07-30,KS,4940,224141793490
000300,대유플러스,1975-06-09,KS,1510,180893167130
001130,대한제분,1970-11-25,KS,163500,275470000000
003830,대한화섬,1985-12-23,KS,130500,175296000000
069460,대호에이엘,2002-11-11,KS,3870,189130334560
023450,동남합성,1996-12-24,KS,64000,231040000000
004140,동방,1988-08-10,KS,4560,180472523490
282690,동아타이어,2017-11-29,KS,13100,179902496500
092780,동양피스톤,2017-12-08,KS,8160,107191264400
006040,동원산업,1989-03-07,KS,234500,860567994000
014820,동원시스템즈,1994-03-29,KS,51700,1509040848700
034020,두산중공업,2000-10-25,KS,26250,13434474625600
210540,디와이파워,2015-01-15,KS,12950,143542204000
089860,롯데렌탈,2021-08-19,KS,40100,1461699113700
330590,롯데리츠,2019-10-30,KS,5620,1370344505760
000400,롯데손해보험,1971-04-16,KS,1880,583432281600
138040,메리츠금융지주,2011-05-13,KS,35350,4710496984100
009580,무림P&P,1989-06-20,KS,4355,272549575880
002840,미원상사,1989-09-25,KS,207500,1038730000000
003610,방림,1989-05-30,KS,2810,119114163350
006090,사조오양,1986-12-24,KS,9550,89704475280
006110,삼아알미늄,1980-12-05,KS,23500,260700000000
003230,삼양식품,1975-06-30,KS,81300,611680818000
075180,새론오토모티브,2005-10-21,KS,5520,105024000000
014910,성문전자,1990-03-24,KS,2620,50665828200
248070,솔루엠,2021-02-02,KS,26800,1340148766800
016590,신대양제지,1995-12-21,KS,86100,346158273800
102280,쌍방울,2008-06-10,KS,768,201670755072
008700,아남전자,1984-08-11,KS,2275,176615837800
012750,에스원,1996-01-30,KS,83700,3188131034200
023960,에쓰씨엔지니어링,1997-06-23,KS,3730,106961477770
015260,에이엔피,1988-01-18,KS,2140,47799915260
012160,영흥,2010-01-25,KS,1075,108402098040
001800,오리온홀딩스,1975-06-27,KS,16000,1008591294200
011690,와이투솔루션,1995-12-21,KS,2440,359254954280
016880,웅진,1994-11-05,KS,2375,189427179600
005820,원림,1990-04-20,KS,21100,48142471500
077500,유니퀘스트,2004-08-05,KS,10550,287022487500
101140,인바이오젠,2008-04-02,KS,3880,199542606390
249420,일동제약,2016-08-31,KS,14700,352288618000
007110,일신석재,1986-03-04,KS,2545,197514355500
007570,일양약품,1974-08-28,KS,29950,572569920000
020150,일진머티리얼즈,2011-03-04,KS,103000,4726360587500
044380,주연테크,2006-11-15,KS,1230,67172869470
109070,컨버즈,2009-03-17,KS,4100,66185504600
001620,케이비아이동국실업,1990-09-15,KS,960,83816475897
004870,티웨이홀딩스,1977-06-30,KS,1205,92962416000
005690,파미셀,1988-05-20,KS,12050,722505347500
010770,평화홀딩스,1986-03-31,KS,4955,72542311360
017810,풀무원,1995-10-05,KS,16800,640425105600
005810,풍산홀딩스,1988-07-28,KS,28000,291466784000
950210,프레스티지바이오파마,2021-02-05,KS,23400,1403245219250
293480,하나제약,2018-10-02,KS,20200,359013509200
000140,하이트진로홀딩스,1973-09-19,KS,14650,338818769000
000240,한국앤컴퍼니,1968-12-27,KS,17750,1680353748000
017960,한국카본,1995-07-08,KS,11750,516538894750
011500,한농화성,2003-01-09,KS,17650,275993791300
128940,한미약품,2010-07-30,KS,273000,3303410127000
051600,한전KPS,2007-12-14,KS,44750,1989000000000
003530,한화투자증권,1986-11-25,KS,5710,1225067795250
004310,현대약품,1978-06-28,KS,5890,188480000000
307950,현대오토에버,2019-03-28,KS,121000,3304589831000
001450,현대해상,1989-08-25,KS,26100,2337810000000
057050,현대홈쇼핑,2010-09-13,KS,70300,844800000000
298040,효성중공업,2018-07-13,KS,68800,639663992800
035760,CJ ENM,1999-11-23,KQ,167000,3664361633400
058820,CMG제약,2001-08-31,KQ,3910,545152057700
078150,HB테크놀러지,2004-12-08,KQ,2520,198265969260
388790,IBKS제16호스팩,2021-09-03,KQ,2200,7433800000
044180,KD,2000-11-16,KQ,1440,32136490600
035600,KG이니시스,2002-11-22,KQ,18300,512046363900
058400,KNN,2010-11-03,KQ,1495,197982431400
114450,KPX생명과학,2009-12-22,KQ,7360,109950000000
053290,NE능률,2002-12-10,KQ,17450,288384057150
060250,NHN한국사이버결제,2002-01-08,KQ,58300,1426061155800
019550,SBI인베스트먼트,1989-09-06,KQ,1785,289288836375
340350,SK6호스팩,2020-03-11,KQ,2100,12019550000
053270,구영테크,2002-02-07,KQ,3535,93303405090
053260,금강철강,2002-01-04,KQ,5620,105393600000
049080,기가레인,2013-12-19,KQ,1895,151354588400
091970,나노캠텍,2007-01-30,KQ,1610,45209484250
051490,나라엠앤디,2001-06-12,KQ,8950,127232000000
293580,나우IB,2018-10-04,KQ,10450,100079650000
290660,네오펙트,2018-11-28,KQ,3140,59460250600
330860,네패스아크,2020-11-17,KQ,48700,593362991500
041140,넥슨지티,2000-07-25,KQ,13000,463390518200
142280,녹십자엠에스,2014-12-17,KQ,8010,169360609660
144960,뉴파워프라즈마,2016-11-30,KQ,6820,296672916960
068240,다원시스,2010-09-14,KQ,32700,1027421447850
008830,대동기어,1991-05-17,KQ,6550,58149254400
004780,대륙제관,1994-12-29,KQ,5630,90012106340
317850,대모,2019-07-24,KQ,5400,44951868000
290670,대보마그네틱,2018-11-06,KQ,33350,259773400000
027830,대성창투,1999-11-30,KQ,3125,125000000000
120240,대정화금,2010-12-20,KQ,22500,162143317050
140520,대창스틸,2014-12-05,KQ,3330,70188232975
263600,덕우전자,2017-08-28,KQ,7730,121548265300
033500,동성화인텍,1997-12-19,KQ,12000,344266012300
060380,동양에스텍,2002-02-05,KQ,3490,68556000000
079960,동양이엔피,2005-02-01,KQ,19100,150519000000
088910,동우팜투테이블,2006-06-23,KQ,3090,79820150760
066670,디스플레이텍,2002-12-30,KQ,8580,159815898900
104460,디와이피엔에프,2009-12-22,KQ,37700,400689575000
113810,디젠스,2012-11-22,KQ,958,31583953368
217500,러셀,2015-06-16,KQ,3555,112932600000
228670,레이,2019-08-08,KQ,29600,390546772900
220630,맘스터치,2015-08-28,KQ,4975,504505866105
267980,매일유업,2017-06-05,KQ,69100,542779749600
072870,메가스터디,2004-12-21,KQ,13950,165105282150
257370,명성티엔에스,2018-09-13,KQ,9210,59319850890
080420,모다이노칩,2005-12-06,KQ,3700,293774177070
087260,모바일어플라이언스,2017-02-24,KQ,3700,120597986890
201490,미투온,2016-10-10,KQ,6750,212240258300
206640,바디텍메드,2014-12-29,KQ,17150,401620176000
086820,바이오솔루션,2018-08-20,KQ,23000,185682955400
014470,부방,1994-02-25,KQ,2460,148629343500
338220,뷰노,2021-02-26,KQ,19950,223052254400
126340,비나텍,2020-09-23,KQ,51200,263332198400
093190,빅솔론,2007-08-20,KQ,5710,109276980400
100090,삼강엠앤티,2008-08-01,KQ,19450,705885302400
361670,삼영에스앤씨,2021-05-21,KQ,12200,69145427600
263810,상신전자,2017-10-16,KQ,4420,62391864840
178320,서진시스템,2017-03-27,KQ,34700,648266074500
140070,서플러스글로벌,2017-01-25,KQ,4205,156644180000
011370,서한,1994-05-24,KQ,1875,189177871875
035890,서희건설,1999-12-24,KQ,1815,417102349455
171090,선익시스템,2017-09-20,KQ,23350,211766817600
014620,성광벤드,2001-01-11,KQ,8700,248248000000
024830,세원물산,1994-12-29,KQ,6280,52438000000
032680,소프트센,1997-07-18,KQ,2290,81926584290
035610,솔본,1999-08-13,KQ,5160,141105344520
138070,신진에스엠,2011-11-28,KQ,6650,59395851460
222800,심텍,2015-08-07,KQ,31100,990663847300
036710,심텍홀딩스,2000-01-04,KQ,2970,121177465420
049960,쎌바이오텍,2002-12-13,KQ,19000,178600000000
115480,씨유메디칼,2011-12-15,KQ,1095,49433254875
125210,아모그린텍,2019-03-29,KQ,15550,257349924000
074430,아미노로직스,2004-06-04,KQ,2455,216054036240
149950,아바텍,2012-11-06,KQ,21800,338682750000
143160,아이디스,2011-09-26,KQ,26500,283448515500
052860,아이앤씨,2009-10-06,KQ,3930,70111701950
038880,아이에이,2000-04-27,KQ,1030,303612224500
084850,아이티엠반도체,2019-11-07,KQ,47800,1102979692800
059120,아진엑스텍,2014-07-24,KQ,8900,87054962280
158430,아톤,2019-10-17,KQ,32000,138443748600
148250,알엔투테크놀로지,2016-06-22,KQ,15100,116517457250
291650,압타머사이언스,2020-09-16,KQ,19650,165512763300
900100,애머릿지,2010-04-21,KQ,3585,109692162975
052790,액토즈소프트,2001-08-14,KQ,11700,133134996500
092600,앤씨앤,2007-06-26,KQ,3755,84048047600
121890,에스디시스템,2010-07-16,KQ,739,7101198800
101490,에스앤에스텍,2009-04-14,KQ,36850,790485821950
041510,에스엠,2000-04-27,KQ,75600,1784191515200
039440,에스티아이,2002-02-28,KQ,16850,265944000000
052020,에스티큐브,2001-07-05,KQ,9170,279463753420
047920,에이치엘비제약,2015-12-21,KQ,15000,332013641850
044780,에이치케이,2000-09-07,KQ,2385,44321359865
045660,에이텍,2001-05-24,KQ,24650,204022000000
086520,에코프로,2007-07-20,KQ,123900,2300270601000
247540,에코프로비엠,2019-03-05,KQ,455900,9922942258200
236810,엔비티,2021-01-21,KQ,17800,150232520100
031860,엔에스엔,1997-01-07,KQ,1195,69231610800
359090,엔에이치스팩17호,2020-09-23,KQ,2520,17454900000
156100,엘앤케이바이오,2016-11-30,KQ,12400,167409287500
033310,엠투엔,1997-11-10,KQ,10900,437713206350
322310,오로스테크놀로지,2021-02-24,KQ,24500,230416933200
010470,오리콤,2000-10-24,KQ,7360,88136368000
352910,오비고,2021-07-13,KQ,15950,184261666400
031510,오스템,1997-02-12,KQ,2795,78820000000
032820,우리기술,2000-06-22,KQ,2155,289313314360
041190,우리기술투자,2000-06-09,KQ,11100,928200000000
082850,우리바이오,2005-07-29,KQ,4080,189095457915
376980,원티드랩,2021-08-11,KQ,33600,316046169600
008290,원풍물산,1997-07-18,KQ,1260,52698314305
101160,월덱스,2008-06-19,KQ,23150,383055037600
076080,웰크론한텍,2008-07-18,KQ,4780,99816297070
196700,웹스,2015-08-24,KQ,4565,66577807440
900340,윙입푸드,2018-11-30,KQ,1290,61645854980
036200,유니셈,1999-12-10,KQ,12150,375636731750
313750,유안타제4호스팩,2019-03-21,KQ,2030,9439500000
340930,유일에너테크,2021-02-25,KQ,17750,188409231600
023410,유진기업,1994-10-07,KQ,4890,379209783015
056080,유진로봇,2001-11-13,KQ,3210,120038886400
215790,이노인스트루먼트,2015-05-08,KQ,2135,86810186095
041520,이라이콤,2003-07-04,KQ,8010,96412854300
078020,이베스트투자증권,2007-02-21,KQ,9020,499885521900
091120,이엠텍,2007-05-02,KQ,25300,400375987200
088290,이원컴포텍,2009-12-01,KQ,8070,182222255250
181340,이즈미디어,2017-07-26,KQ,19000,133501875000
092130,이크레더블,2008-10-24,KQ,20000,240872000000
079950,인베니아,2005-02-04,KQ,2230,51736000000
216050,인크로스,2016-10-31,KQ,46500,374640130500
017250,인터엠,1996-01-03,KQ,1390,29674108470
189300,인텔리안테크,2016-10-18,KQ,70600,652958865900
150840,인트로메딕,2013-12-19,KQ,5930,223669017000
175140,인포마크,2015-09-23,KQ,7100,36534873600
058450,일야,2002-01-17,KQ,685,21741900000
094820,일진파워,2007-11-06,KQ,20400,301574180000
072520,제넨바이오,2004-10-29,KQ,1070,224882306225
187420,제노포커스,2015-05-29,KQ,8800,191241585000
123330,제닉,2011-08-03,KQ,5320,37100000000
147830,제룡산업,2012-02-13,KQ,3805,76300000000
054950,제이브이엠,2006-06-07,KQ,15000,183161863800
126880,제이엔케이히터,2011-01-31,KQ,6750,156633095250
229000,젠큐릭스,2020-06-25,KQ,18400,119363262200
000440,중앙에너비스,1993-03-24,KQ,18500,111776983500
036180,지더블유바이텍,1999-12-21,KQ,2330,70248291000
114570,지스마트글로벌,2010-02-04,KQ,620,7030424280
382800,지앤비에스엔지니어링,2021-10-29,KQ,15700,112842733500
204840,지엘팜텍,2014-11-20,KQ,1110,57853831060
109820,진매트릭스,2009-11-06,KQ,11500,231467814000
094850,참좋은여행,2007-04-30,KQ,14100,198100000000
004650,창해에탄올,2014-07-30,KQ,14650,134646465250
900310,컬러레이,2017-08-10,KQ,1765,94500000000
263700,케어랩스,2018-03-28,KQ,8280,142714344960
272110,케이엔제이,2019-10-25,KQ,13300,99300112600
083550,케이엠,2005-12-20,KQ,8130,87331525680
064820,케이프,2007-05-29,KQ,4725,146783208000
089010,켐트로닉스,2007-01-17,KQ,25200,376654279950
080530,코디,2010-01-05,KQ,1600,45407533290
123410,코리아에프티,2010-08-27,KQ,3800,105656837880
009730,코센,1990-07-27,KQ,905,26398999325
043590,크로바하이텍,2001-12-20,KQ,2485,76427772855
219130,타이거일렉,2015-09-25,KQ,14700,92188634000
065130,탑엔지니어링,2003-01-29,KQ,7540,120940265490
095610,테스,2008-05-20,KQ,26550,526823222900
057680,티사이언티픽,2002-06-18,KQ,3320,158404211290
130740,티피씨글로벌,2011-02-08,KQ,4310,47587585380
047310,파워로직스,2003-07-25,KQ,7770,267451030140
222110,팬젠,2016-03-11,KQ,8350,90584309700
331380,포커스에이치엔에스,2019-10-02,KQ,3135,57065119120
141020,포티스,2013-01-29,KQ,108,18839533608
053160,프리엠스,2001-10-30,KQ,15100,90900000000
075130,플랜티넷,2005-06-10,KQ,11850,106176000000
237750,피앤씨테크,2016-07-04,KQ,7340,47750010000
003380,하림지주,2017-06-30,KQ,9170,837540307400
377400,하이제6호스팩,2021-05-10,KQ,2130,11463900000
106190,하이텍팜,2010-07-28,KQ,14450,102432899900
368770,한국9호스팩,2021-01-21,KQ,2460,11832600000
004590,한국가구,1993-06-03,KQ,6800,101850000000
101680,한국정밀기계,2009-05-19,KQ,1440,12101760000
037230,한국팩키지,1999-12-21,KQ,4595,114000000000
045100,한양이엔지,2000-08-31,KQ,15250,274500000000
123840,한일진공,2010-10-05,KQ,785,62566475623
317320,한화에스비아이스팩,2019-05-03,KQ,2245,9962600000
084990,헬릭스미스,2005-12-29,KQ,24400,846363135800
138360,협진,2013-11-08,KQ,4480,155061688320
050090,휘닉스소재,2004-06-29,KQ,985,78030996812
001460,BYC,1975-06-02,KS,431000,269209065000
005830,DB손해보험,1973-06-28,KS,59500,4212600000000
114090,GKL,2009-11-19,KS,16050,995876287000
175330,JB금융지주,2013-07-18,KS,8600,1688143401580
234080,JW생명과학,2016-10-27,KS,15550,246227314700
096760,JW홀딩스,2007-07-31,KS,3825,258365462050
033180,KH 필룩스,2001-12-26,KS,3110,424547469720
000680,LS네트웍스,1973-11-15,KS,3400,265960179000
006120,SK디스커버리,1976-06-29,KS,48300,919528396500
000860,강남제비스코,1975-11-12,KS,24400,158600000000
009450,경동나비엔,1993-08-31,KS,69000,999405411200
012200,계양전기,1988-07-06,KS,4460,145396000000
017040,광명전기,1990-09-14,KS,3065,132179725750
083420,그린케미칼,2005-10-20,KS,10200,246000000000
214330,금호에이치티,2015-11-11,KS,2490,344026495000
004540,깨끗한나라,1975-06-25,KS,4820,179686343725
003580,넥스트사이언스,1990-03-23,KS,18750,781730360050
000320,노루홀딩스,1973-08-10,KS,12300,163481157300
000490,대동,1975-06-27,KS,10150,239654921000
084690,대상홀딩스,2005-08-17,KS,9830,357055624680
009320,대우부품,1989-08-25,KS,3245,155803646250
042660,대우조선해양,2001-02-02,KS,24000,2569611522550
015230,대창단조,1989-07-25,KS,7660,108860196300
016090,대현,1990-09-20,KS,2725,119562237000
000640,동아쏘시오홀딩스,1970-02-10,KS,107500,679183142000
028100,동아지질,2009-06-12,KS,17650,203550000000
163560,동일고무벨트,2012-10-19,KS,8190,113841000000
004890,동일산업,2005-06-30,KS,141500,340742707500
016740,두올,2016-07-29,KS,4340,144336058200
192650,드림텍,2019-03-14,KS,9900,646898382900
004990,롯데지주,1974-02-16,KS,33600,3530195825050
012690,모나리자,1988-10-14,KS,4180,152319277075
009200,무림페이퍼,1990-06-09,KS,2725,113593416300
025560,미래산업,1996-11-22,KS,13950,62105497650
107590,미원홀딩스,2009-03-02,KS,142500,327120000000
000890,보해양조,1988-09-23,KS,970,134150073588
030790,비케이탑스,2010-11-02,KS,2875,43479532800
028260,삼성물산,2014-12-18,KS,116500,21865788477000
041650,상신브레이크,2004-10-27,KS,4420,95225880750
007610,선도전기,1989-11-30,KS,4370,78660000000
004980,성신양회,1976-06-30,KS,12400,302773501550
004080,신흥,1991-02-08,KS,16050,152000000000
112610,씨에스윈드,2014-11-27,KS,61600,2589324144200
012170,아센디오,1989-12-20,KS,2760,173697651060
020560,아시아나항공,2008-03-28,KS,21850,1622176455200
140910,에이리츠,2011-07-14,KS,11200,46813029000
003060,에이프로젠제약,1984-10-19,KS,1010,400568645835
244920,에이플러스에셋,2020-11-20,KS,10700,243032699750
380440,엔에이치스팩19호,2021-05-21,KS,2085,107452550000
006740,영풍제지,1996-07-03,KS,6940,154512000000
015360,예스코홀딩스,1996-12-24,KS,37400,224100000000
010050,우리종금,1974-09-11,KS,997,871580795782
010400,우진아이엔에스,2018-09-14,KS,7810,59527820000
095720,웅진씽크빅,2007-05-31,KS,3295,377127041025
000700,유수홀딩스,1956-03-03,KS,5880,153386272680
072130,유엔젤,2003-07-01,KS,5490,72706951540
000220,유유제약,1975-11-18,KS,7320,126657779850
008730,율촌화학,1988-08-30,KS,21200,527000000000
350520,이지스레지던스리츠,2020-08-05,KS,5360,110416000000
000760,이화산업,1994-04-29,KS,16700,46200000000
023810,인팩,2004-09-21,KS,14550,146000000000
003200,일신방직,1973-05-23,KS,115000,274800000000
020760,일진디스플,2002-01-09,KS,3325,114607050950
271940,일진하이솔루스,2021-09-01,KS,67300,2443877687000
226320,잇츠한불,2015-12-28,KS,21900,480251998500
006220,제주은행,1972-12-28,KS,6220,198877111060
089590,제주항공,2015-11-06,KS,21450,823891761000
185750,종근당,2013-12-06,KS,120000,1371131880000
010580,지코,1994-12-27,KS,1530,100210979160
003780,진양산업,1973-06-26,KS,6980,90480000000
100250,진양홀딩스,2008-02-15,KS,3320,185013416520
011000,진원생명과학,1987-11-16,KS,26900,1225231866800
002780,진흥기업,1977-06-25,KS,2075,301853870875
000650,천일고속,1977-06-23,KS,69000,97186960000
033250,체시스,1999-08-11,KS,1350,43040000000
377300,카카오페이,2021-11-03,KS,169000,22488329062500
006380,카프로,1974-05-28,KS,4520,181000000000
103140,풍산,2008-07-30,KS,32850,920597532300
086790,하나금융지주,2005-12-12,KS,44450,13330747552800
036460,한국가스공사,1999-12-15,KS,43750,4043309400000
007280,한국특강,1989-11-13,KS,2950,157597728960
003680,한성기업,1989-01-26,KS,6530,39927181450
016450,한세예스24홀딩스,2000-01-06,KS,8030,323600000000
014130,한익스프레스,1989-07-25,KS,6280,75000000000
300720,한일시멘트,2018-08-06,KS,21950,1520290803000
003300,한일홀딩스,1969-11-20,KS,13750,397657764000
180640,한진칼,2013-09-16,KS,56600,3790767986400
005110,한창,1976-06-01,KS,1090,71799539175
372910,한컴라이프케어,2021-08-17,KS,7820,216413854920
005440,현대그린푸드,1989-08-22,KS,9610,936985982380
064350,현대로템,2013-10-30,KS,21750,2368387758100
010620,현대미포조선,1983-12-20,KS,76300,3047585968700
011210,현대위아,2011-02-21,KS,78000,2126655490600
011760,현대코퍼레이션,1977-12-01,KS,18100,238782836300
227840,현대코퍼레이션홀딩스,2015-10-23,KS,12900,116490700800
010690,화신,1994-01-14,KS,9520,331394690900
069260,휴켐스,2002-10-07,KS,27200,1111897593600
000540,흥국화재,1974-12-05,KS,3820,244443264225
003280,흥아해운,1976-06-29,KS,3300,794604291195
265520,AP시스템,2017-04-07,KQ,23850,364461890850
211270,AP위성,2016-03-04,KQ,12250,185512339200
056730,CNT85,2002-01-04,KQ,1550,109591063600
900290,GRT,2016-10-25,KQ,951,64073625000
045890,GV,2005-11-28,KQ,240,20823884880
226360,KH E&T,2015-10-22,KQ,1630,96058820770
111870,KH 일렉트론,2010-11-05,KQ,777,84051039320
078590,OQP,2005-10-27,KQ,2380,197556560040
091340,S&K폴리텍,2007-07-30,KQ,5700,67296395750
036540,SFA반도체,2001-05-02,KQ,6650,1093661014950
049470,SGA,2001-10-11,KQ,1115,59205718880
016250,SGC이테크건설,1999-12-28,KQ,69600,140077892400
089230,THE E&M,2006-10-10,KQ,781,135811499553
161570,THE MIDONG,2013-11-13,KQ,1475,22828845950
215000,골프존,2015-04-03,KQ,168500,1062427759500
121440,골프존뉴딘홀딩스,2011-05-20,KQ,9210,394527093780
900070,글로벌에스엠,2009-12-23,KQ,1080,58043485440
036190,금화피에스시,2000-12-26,KQ,33800,202800000000
950220,네오이뮨텍,2021-03-16,KQ,11450,1113411713000
306620,네온테크,2018-10-31,KQ,3240,128997016560
144510,녹십자랩셀,2016-06-23,KQ,113600,1201051345200
031390,녹십자셀,1998-09-25,KQ,38550,502506844350
234690,녹십자웰빙,2019-10-14,KQ,11250,197937877400
069140,누리플랜,2010-10-26,KQ,7630,54122901660
270870,뉴트리,2018-12-13,KQ,28150,256537255600
119860,다나와,2011-01-24,KQ,28050,366748757100
093640,다믈멀티미디어,2007-10-19,KQ,4110,59264793755
032190,다우데이타,1999-12-21,KQ,13850,528540000000
048470,대동스틸,2002-01-10,KQ,6540,65800000000
387310,대신밸런스제10호스팩,2021-09-17,KQ,2150,11739000000
078600,대주전자재료,2004-12-10,KQ,108100,1670355984700
263800,데이타솔루션,2017-08-03,KQ,5160,82647275400
206560,덱스터,2015-12-22,KQ,23800,607327357200
261200,덴티스,2017-06-26,KQ,9840,145217637600
067990,도이치모터스,2004-12-03,KQ,7350,216845527920
075970,동국알앤에스,2004-02-13,KQ,5610,103408000000
013120,동원개발,1994-12-29,KQ,5220,473110201000
109860,동일금속,2009-07-28,KQ,13750,96250000000
025900,동화기업,1995-08-07,KQ,84600,1704979338800
030350,드래곤플라이,1997-11-10,KQ,2280,68255782980
197140,디지캡,2018-09-07,KQ,11350,95539564800
317120,라닉스,2019-09-18,KQ,8010,77493515000
171120,라이온켐텍,2013-11-19,KQ,8800,164940918480
347700,라이프시맨틱스,2021-03-23,KQ,10150,102715665500
060300,레드로버,2002-01-10,KQ,1830,48840480210
108490,로보티즈,2018-10-26,KQ,12750,144012800000
071280,로체시스템즈,2003-11-14,KQ,5120,78930471480
058470,리노공업,2001-12-18,KQ,179100,2737529652000
377450,리파인,2021-10-29,KQ,15050,259950000000
305090,마이크로디지탈,2019-06-05,KQ,18600,135065760000
093520,매커스,2007-02-12,KQ,8580,137871174760
041920,메디아나,2014-10-07,KQ,5260,84480000000
100030,모바일리더,2010-05-25,KQ,18600,60912894700
218150,미래생명자원,2015-06-18,KQ,5260,96157854200
064520,바른전자,2002-12-04,KQ,944,79000034288
046310,백금T&A,2002-02-05,KQ,3750,61898276570
066410,버킷스튜디오,2003-12-19,KQ,5370,230943025920
006910,보성파워텍,1994-09-07,KQ,4360,212732137920
251630,브이원텍,2017-07-13,KQ,8820,132746115600
044480,블루베리 NFT,2001-01-11,KQ,3295,92505915195
148140,비디아이,2017-11-09,KQ,2270,60520099300
318410,비비씨,2020-09-21,KQ,14350,78884450600
200780,비씨월드제약,2014-12-15,KQ,16900,150281289600
141000,비아트론,2012-05-04,KQ,10650,129021661500
072950,빛샘전자,2012-03-21,KQ,7480,46544516730
122350,삼기,2010-03-19,KQ,5020,189971865740
065570,삼영이엔씨,2003-01-21,KQ,7390,70254446640
307870,상상인이안1호스팩,2018-12-12,KQ,3350,15770000000
329560,상상인이안제2호스팩,2019-08-30,KQ,2085,8046500000
294630,서남,2020-02-20,KQ,3660,79246837800
189860,서전기전,2014-12-24,KQ,10850,108626336000
053060,세동,2001-08-17,KQ,1285,22260233925
067770,세진티에스,2004-01-09,KQ,4960,41731067210
068760,셀트리온제약,2006-02-03,KQ,119000,4341963344400
091990,셀트리온헬스케어,2017-07-28,KQ,84400,13037112112900
304100,솔트룩스,2020-07-23,KQ,14400,73704609250
086980,쇼박스,2006-07-07,KQ,7000,438826000000
058530,슈펙스비앤피,2002-02-05,KQ,1620,21187053360
317770,슈프리마아이디,2019-08-01,KQ,16850,51154835000
049830,승일,2001-01-18,KQ,14200,88609018400
002800,신신제약,2017-02-28,KQ,7200,108772485000
160980,싸이맥스,2015-06-17,KQ,16100,175334100150
136510,쎄미시스코,2011-11-18,KQ,28900,200361041200
050890,쏠리드,2005-07-08,KQ,6560,397854448200
297090,씨에스베어링,2019-11-21,KQ,18100,172926220000
025980,아난티,1996-01-06,KQ,12150,1039816528600
083930,아바코,2005-10-11,KQ,10450,161063739100
067390,아스트,2014-12-24,KQ,6390,164194206660
119830,아이텍,2010-10-26,KQ,9890,162442780840
114840,아이패밀리에스씨,2021-10-28,KQ,20800,85495727000
297570,알로이스,2018-07-20,KQ,5050,86387128790
260660,알리코제약,2018-02-12,KQ,7610,117098440440
129890,앱코,2020-12-02,KQ,15650,150452274600
255440,야스,2017-09-29,KQ,14350,185423600000
