날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,1221.55,1245.86,1221.46,1245.86,55690116,515885332130
2010-01-05,1253.7,1258.01,1245.65,1251.17,73119530,589662489005
2010-01-06,1260.68,1271.59,1254.69,1271.57,76288711,650990667364
2010-01-07,1279.02,1284.82,1259.12,1259.72,96346944,736921860330
2010-01-08,1267.98,1269.26,1240.59,1264.02,88495454,595022695265
2010-01-11,1273.5,1274.01,1261.32,1262.91,62858402,617771115429
2010-01-12,1268.99,1269.33,1247.95,1254.78,91666795,593918080485
2010-01-13,1247.8,1262.0,1247.69,1253.24,63774896,657249483018
2010-01-14,1267.16,1273.26,1262.39,1273.26,56021710,626791822610
2010-01-15,1283.06,1294.37,1280.76,1294.37,63284425,715696051240
2010-01-18,1292.77,1296.57,1286.2,1294.74,72299376,749911900469
2010-01-19,1305.77,1305.77,1272.51,1274.82,70789912,926592842320
2010-01-20,1285.82,1287.07,1262.53,1265.58,64219685,727104245005
2010-01-21,1260.98,1276.81,1255.84,1276.6,52226346,573829705369
2010-01-22,1258.28,1266.22,1242.21,1261.81,47051306,498083283880
2010-01-25,1243.61,1259.74,1228.85,1236.84,55501493,588520240670
2010-01-26,1248.29,1248.94,1205.15,1211.24,51844902,560216723060
2010-01-27,1222.44,1223.54,1199.49,1199.72,50388024,471677447860
2010-01-28,1207.93,1210.43,1181.75,1200.0,44934919,453258057070
2010-01-29,1178.23,1181.2,1148.97,1153.47,42128391,376944943585
2010-02-01,1156.76,1164.83,1148.98,1163.38,42870094,307416421265
2010-02-02,1176.8,1186.59,1168.83,1172.18,38688091,358171711310
2010-02-03,1191.78,1198.16,1186.04,1198.08,36882595,414769574310
2010-02-04,1196.65,1198.76,1187.88,1192.25,41657320,400010382005
2010-02-05,1137.28,1153.45,1136.88,1149.2,34838290,348806702180
2010-02-08,1159.61,1159.61,1126.1,1126.1,42692546,300774256711
2010-02-09,1121.65,1139.65,1120.01,1139.65,69229891,396079786865
2010-02-10,1155.12,1155.44,1137.59,1137.59,37922882,282727824095
2010-02-11,1142.25,1152.04,1142.25,1151.07,34309217,277026031410
2010-02-12,1158.1,1162.29,1151.53,1160.4,26031282,239800388060
2010-02-16,1163.82,1176.32,1162.12,1176.19,34205384,303398134525
2010-02-17,1187.02,1189.38,1184.07,1188.9,63225131,437767815245
2010-02-18,1192.75,1193.13,1175.78,1176.05,55442521,412322779105
2010-02-19,1173.13,1181.3,1155.44,1155.44,70324287,532435056095
2010-02-22,1170.25,1174.07,1165.39,1168.33,47310619,322672267555
2010-02-23,1170.44,1174.75,1167.01,1172.68,48480592,408485695405
2010-02-24,1166.66,1173.66,1163.31,1171.18,40148669,298805945735
2010-02-25,1179.8,1181.31,1153.1,1158.27,38628620,289055518598
2010-02-26,1163.31,1165.97,1150.77,1165.35,32389967,212039529995
2010-03-02,1176.93,1177.26,1167.17,1169.96,34317343,253575762681
2010-03-03,1174.49,1179.79,1173.29,1178.66,32501441,273605609530
2010-03-04,1182.9,1183.3,1173.74,1177.6,52274785,420906143010
2010-03-05,1185.87,1186.47,1179.04,1185.69,52432998,369823766340
2010-03-08,1196.71,1198.38,1192.25,1197.35,44967271,404897441615
2010-03-09,1197.42,1201.89,1193.22,1199.64,44710173,398013122475
2010-03-10,1203.94,1206.9,1196.37,1197.2,44633416,536642626010
2010-03-11,1200.8,1201.4,1194.12,1194.12,44463412,391045342660
2010-03-12,1203.47,1205.0,1195.0,1196.13,78530349,551641553760
2010-03-15,1199.56,1200.13,1186.54,1192.46,57089437,529193287000
2010-03-16,1196.59,1199.7,1191.05,1197.99,55377771,477657582065
