날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,0.0,0.0,0.0,594.55,8100886,337849294060
2010-01-05,0.0,0.0,0.0,596.5,14675283,393930354685
2010-01-06,0.0,0.0,0.0,605.13,42202671,722013060345
2010-01-07,0.0,0.0,0.0,602.67,23890158,502598919670
2010-01-08,0.0,0.0,0.0,608.19,18215923,552624584400
2010-01-11,0.0,0.0,0.0,622.66,17862805,611165206015
2010-01-12,0.0,0.0,0.0,626.86,19534868,445036996155
2010-01-13,0.0,0.0,0.0,613.48,16004020,388434845295
2010-01-14,0.0,0.0,0.0,611.31,21520857,583864140215
2010-01-15,0.0,0.0,0.0,612.61,17104204,509799762405
2010-01-18,0.0,0.0,0.0,618.73,18833526,675991743825
2010-01-19,0.0,0.0,0.0,620.85,13445376,493318421990
2010-01-20,0.0,0.0,0.0,615.23,15064655,486112491840
2010-01-21,0.0,0.0,0.0,619.54,14196968,391627341225
2010-01-22,0.0,0.0,0.0,606.77,18256836,482854131080
2010-01-25,0.0,0.0,0.0,583.93,19542551,643497242185
2010-01-26,0.0,0.0,0.0,565.93,13854973,532004510475
2010-01-27,0.0,0.0,0.0,558.73,13338759,464325462995
2010-01-28,0.0,0.0,0.0,571.72,11267627,351215495885
2010-01-29,0.0,0.0,0.0,561.5,11205392,369005778040
2010-02-01,0.0,0.0,0.0,552.3,11096711,333172386600
2010-02-02,0.0,0.0,0.0,547.14,12677685,413362994360
2010-02-03,0.0,0.0,0.0,561.81,8887269,363852645520
2010-02-04,0.0,0.0,0.0,560.98,7064910,233008609170
2010-02-05,0.0,0.0,0.0,538.04,11077636,306336434695
2010-02-08,0.0,0.0,0.0,523.34,5754342,238796900720
2010-02-09,0.0,0.0,0.0,538.46,13124844,297880649765
2010-02-10,0.0,0.0,0.0,539.0,12330738,279593179420
2010-02-11,0.0,0.0,0.0,550.87,9107535,316611439755
2010-02-12,0.0,0.0,0.0,552.48,8900365,297188246880
2010-02-16,0.0,0.0,0.0,557.27,6977718,202514274245
2010-02-17,0.0,0.0,0.0,567.59,8930408,316597852280
2010-02-18,0.0,0.0,0.0,568.49,8931244,307084663670
2010-02-19,0.0,0.0,0.0,555.38,7875747,276477531540
2010-02-22,0.0,0.0,0.0,565.08,5957843,195209380013
2010-02-23,0.0,0.0,0.0,569.08,5618831,213452191650
2010-02-24,0.0,0.0,0.0,566.09,5854316,192352030715
2010-02-25,0.0,0.0,0.0,553.65,5462548,187137506300
2010-02-26,0.0,0.0,0.0,559.26,4075861,196352152575
2010-03-02,0.0,0.0,0.0,571.49,5815067,255996356745
2010-03-03,0.0,0.0,0.0,573.04,5878415,232840534575
2010-03-04,0.0,0.0,0.0,572.97,5745204,181061275335
2010-03-05,0.0,0.0,0.0,581.59,8920169,206401284685
2010-03-08,0.0,0.0,0.0,587.88,10800630,283721403860
2010-03-09,0.0,0.0,0.0,589.95,16148474,376044021593
2010-03-10,0.0,0.0,0.0,590.1,10575991,223044507345
2010-03-11,0.0,0.0,0.0,584.39,6958807,265104295820
2010-03-12,0.0,0.0,0.0,582.41,5594583,207494670505
2010-03-15,0.0,0.0,0.0,579.82,6217907,201741672080
2010-03-16,0.0,0.0,0.0,577.87,5657680,183425593680
2010-03-17,0.0,0.0,0.0,583.88,8133938,250846942810
2010-03-18,0.0,0.0,0.0,589.46,9978744,326603026422
2010-03-19,0.0,0.0,0.0,596.14,9352726,273094387215
2010-03-22,0.0,0.0,0.0,590.27,5813853,182301342970
2010-03-23,0.0,0.0,0.0,601.18,8344371,319194052020
2010-03-24,0.0,0.0,0.0,593.67,8465766,300975409810
2010-03-25,0.0,0.0,0.0,587.38,8741673,355043199840
2010-03-26,0.0,0.0,0.0,591.57,8212429,247968661525
2010-03-29,0.0,0.0,0.0,583.5,9552700,334230598715
2010-03-30,0.0,0.0,0.0,584.76,9665196,414633916775
2010-03-31,0.0,0.0,0.0,580.11,7662370,326604724200
2010-04-01,0.0,0.0,0.0,580.94,8873998,312797800975
2010-04-02,0.0,0.0,0.0,577.53,17801350,446488465155
2010-04-05,0.0,0.0,0.0,568.48,11210850,348973156050
2010-04-06,0.0,0.0,0.0,570.35,7473858,282655128105
2010-04-07,0.0,0.0,0.0,569.19,7285412,310137674553
2010-04-08,0.0,0.0,0.0,574.75,6180753,263410030767
2010-04-09,0.0,0.0,0.0,573.46,7735263,294098915295
2010-04-12,0.0,0.0,0.0,573.92,6723392,262474270290
