날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,756.69,763.45,755.26,763.45,21246140,420627608425
2010-01-05,763.25,767.47,758.94,763.6,29982363,529276536270
2010-01-06,764.54,771.31,763.2,766.72,20968310,575147515270
2010-01-07,765.55,768.92,756.09,757.27,22235306,519538864381
2010-01-08,763.7,765.32,752.72,763.78,19886442,584232452290
2010-01-11,768.65,771.26,762.72,766.1,20062299,618302026035
2010-01-12,766.2,768.2,759.0,767.2,18012957,597687317750
2010-01-13,762.46,765.2,756.4,758.97,20388248,648075417590
2010-01-14,761.78,762.85,757.37,760.28,38045412,591593481690
2010-01-15,762.59,762.68,754.75,761.84,26558751,506821245680
2010-01-18,762.72,773.99,762.32,773.2,20205004,541134845560
2010-01-19,777.19,779.58,771.68,772.26,20665028,511462094755
2010-01-20,776.49,778.87,769.2,773.15,18860373,532436463810
2010-01-21,767.44,775.16,765.01,775.16,18607269,511891537845
2010-01-22,765.64,770.34,749.56,758.23,20918441,479871617705
2010-01-25,749.28,756.19,745.5,750.72,19803661,432416816175
2010-01-26,750.72,750.72,729.17,733.54,21620549,468369918595
2010-01-27,736.5,737.38,723.8,727.58,21408978,456301545985
2010-01-28,729.72,734.64,722.29,731.75,31147320,385853728000
2010-01-29,723.75,727.49,709.37,715.4,22289784,399245519565
2010-02-01,714.73,717.42,705.17,712.38,16764698,392560067420
2010-02-02,716.82,718.34,706.63,708.71,21011755,433023093750
2010-02-03,715.13,716.98,709.49,713.86,21184420,358949790980
2010-02-04,715.36,720.06,712.91,718.59,15349452,323064044420
2010-02-05,697.76,701.36,694.09,696.19,15381398,321236773705
2010-02-08,695.96,702.0,688.94,690.28,13025565,272707168680
2010-02-09,688.94,695.15,685.53,692.85,13742317,360013256054
2010-02-10,699.5,700.36,694.03,697.64,12378974,350602552950
2010-02-11,698.86,715.11,698.69,715.11,19949695,336374792325
2010-02-12,714.89,722.29,710.31,719.5,13115836,344974381815
2010-02-16,717.76,728.0,716.21,723.85,10580242,242595380010
2010-02-17,730.53,738.86,729.67,737.62,14564244,382709267795
2010-02-18,739.7,739.7,733.77,735.64,14004328,289261675240
2010-02-19,732.34,739.33,724.42,728.84,13584317,281796038870
2010-02-22,738.61,745.13,738.61,741.68,16691337,322934206283
2010-02-23,741.58,746.04,739.48,744.51,12655706,275111839920
2010-02-24,739.19,742.43,735.49,742.41,19787314,254425541445
2010-02-25,744.6,745.59,729.83,736.11,16372421,257183399115
2010-02-26,734.71,738.86,729.02,738.86,18296145,308011175300
2010-03-02,746.89,752.27,745.97,751.29,24725401,355449452120
2010-03-03,750.84,754.01,749.38,752.86,16848049,348883368191
2010-03-04,754.17,757.05,747.89,750.31,22192166,281535445980
2010-03-05,753.02,759.3,753.02,758.9,13953785,258393010968
2010-03-08,765.61,767.37,760.49,767.37,16960665,328994055320
2010-03-09,764.52,767.26,762.5,765.08,16757112,369613874306
2010-03-10,765.6,769.0,763.89,769.0,15925244,296825856960
2010-03-11,772.1,773.95,767.96,769.73,13957720,342828119625
2010-03-12,773.41,773.67,766.38,772.74,14254501,324860731619
2010-03-15,773.86,775.76,763.69,767.89,16072219,236362434560
2010-03-16,768.6,770.36,764.71,768.02,20922887,282444559950
2010-03-17,774.47,779.92,771.94,778.86,18596106,350135965575
2010-03-18,777.01,781.82,776.74,777.44,23153820,329075820800
2010-03-19,780.19,782.45,777.33,780.84,18308167,223314585035
2010-03-22,778.71,778.71,770.11,773.85,10778115,237983369835
2010-03-23,779.86,782.15,777.82,780.73,11203525,318432565940
2010-03-24,783.81,784.77,775.98,778.95,21225322,284208909595
2010-03-25,778.8,785.81,777.19,785.11,16414065,361520650716
2010-03-26,784.31,789.8,784.22,788.7,18786281,340570991505
2010-03-29,782.09,788.57,782.02,783.61,19418033,249267858985
2010-03-30,787.63,788.22,782.6,785.13,14266846,497452419863
2010-03-31,785.71,786.04,778.97,782.07,21971460,375509978144
2010-04-01,782.73,791.55,782.28,789.92,13765155,376193915600
2010-04-02,788.72,788.76,782.5,784.98,16268636,361063837590
2010-04-05,785.32,786.15,775.28,781.25,15560155,333964148120
2010-04-06,784.77,789.17,780.36,785.57,13195611,325494429685
2010-04-07,786.31,792.92,786.22,790.34,15719717,417988569300
2010-04-08,790.35,794.98,786.31,794.98,24668270,378997864385
2010-04-09,793.08,794.17,782.25,789.94,18620416,343960370140
2010-04-12,791.26,794.46,786.0,792.18,22653784,348342681345
2010-04-13,793.18,794.34,785.42,789.31,18737819,304690990795
2010-04-14,792.48,798.57,789.1,792.34,17553524,294595560565
2010-04-15,791.51,792.71,782.16,788.23,30341665,348218756310
2010-04-16,784.77,786.04,779.46,783.71,23689989,448450963227
2010-04-19,775.83,780.0,766.02,767.84,18009595,287630935339
2010-04-20,771.33,772.27,765.98,770.76,23190471,400298419306
2010-04-21,775.88,785.85,775.88,784.76,24023215,493388084530
2010-04-22,781.94,782.75,775.53,778.48,30195371,375845887770
2010-04-23,781.87,782.96,777.38,781.13,27524229,418353686515
2010-04-26,784.4,787.79,782.94,783.3,22138687,292537059670
2010-04-27,784.09,792.76,783.39,792.76,22594242,442422306833
2010-04-28,779.08,790.75,777.89,789.56,19107783,512801647050
2010-04-29,790.54,790.54,779.22,784.66,18784218,471361623058
2010-04-30,788.36,791.79,784.68,785.34,16599009,369823489237
2010-05-03,782.77,785.92,769.1,777.05,15148107,460650171975
2010-05-04,779.26,780.64,768.28,773.12,21272095,557730476085
2010-05-06,757.66,766.85,756.42,760.38,49321836,501150620115
2010-05-07,738.31,749.81,735.07,745.2,23126853,514016117650
2010-05-10,749.56,762.32,747.23,762.32,20154673,478345604385
2010-05-11,767.22,771.37,760.13,767.3,22370424,544697343231
2010-05-12,770.2,772.4,765.71,768.41,18072582,434757680810
