날짜,시가,고가,저가,종가,거래량
2020-11-06,10140,10545,10005,10005,559578.0
2020-11-09,10225,10320,10190,10255,497779.0
2020-11-10,9900,9905,9735,9760,627363.0
2020-11-11,9660,9705,9630,9665,303275.0
2020-11-12,9875,9875,9790,9840,185327.0
2020-11-13,10165,10175,9815,9875,211235.0
2020-11-16,10000,10000,9920,9950,256893.0
2020-11-17,9955,9965,9895,9920,228870.0
2020-11-18,9885,9890,9825,9825,201169.0
2020-11-19,9825,9890,9820,9885,327723.0
2020-11-20,9945,9970,9920,9955,252783.0
2020-11-23,9920,9920,9890,9890,585681.0
2020-11-24,9925,9925,9890,9900,701621.0
2020-11-25,10015,10050,9980,10000,679574.0
2020-11-26,10055,10075,10030,10040,414273.0
2020-11-27,10030,10035,9995,10030,460138.0
2020-11-30,10135,10135,10055,10060,588158.0
2020-12-01,10200,10235,10185,10210,399411.0
2020-12-02,10265,10265,10185,10210,509880.0
2020-12-03,10210,10235,10195,10200,354691.0
2020-12-04,10205,10205,10085,10085,403428.0
2020-12-07,10090,10135,10090,10105,168650.0
2020-12-08,10215,10220,10145,10175,161902.0
2020-12-09,10215,10245,10190,10220,161242.0
2020-12-10,10020,10045,9970,10005,344140.0
2020-12-11,10070,10100,10030,10065,170379.0
2020-12-14,10095,10110,10080,10090,79626.0
2020-12-15,10150,10170,10130,10140,51639.0
2020-12-16,10190,10285,10190,10280,73971.0
2020-12-17,10315,10350,10315,10345,86607.0
2020-12-18,10400,10435,10400,10435,59572.0
2020-12-21,10470,10505,10430,10500,65406.0
2020-12-22,10460,10500,10455,10465,71823.0
2020-12-23,10500,10515,10450,10495,57707.0
2020-12-24,10440,10445,10395,10400,184727.0
2020-12-28,10400,10500,10400,10445,176795.0
2020-12-29,10465,10540,10465,10500,48267.0
2020-12-30,10475,10475,10430,10450,81241.0
2021-01-04,10420,10425,10370,10400,91131.0
2021-01-05,10290,10305,10265,10300,215926.0
2021-01-06,10360,10400,10200,10260,233872.0
2021-01-07,10240,10335,10240,10310,82743.0
2021-01-08,10600,10620,10410,10545,206713.0
2021-01-11,10650,10695,10650,10665,782851.0
2021-01-12,10590,10610,10560,10600,1315968.0
2021-01-13,10535,10560,10515,10550,1232272.0
2021-01-14,10605,10665,10605,10605,838360.0
2021-01-15,10565,10570,10500,10525,1233881.0
2021-01-18,10500,10525,10490,10520,692368.0
2021-01-19,10545,10635,10545,10625,634336.0
2021-01-20,10700,10715,10670,10715,698117.0
2021-01-21,10915,10980,10890,10940,427120.0
2021-01-22,10980,11010,10955,10985,379425.0
2021-01-25,11045,11090,11025,11045,336296.0
2021-01-26,11060,11065,11010,11040,755698.0
2021-01-27,11135,11165,11130,11155,495315.0
2021-01-28,10750,10885,10735,10885,533580.0
2021-01-29,10925,11545,10785,10830,796727.0
2021-02-01,10680,10810,10655,10785,504083.0
2021-02-02,11045,11110,11015,11085,436081.0
2021-02-03,11220,11260,11190,11255,791361.0
2021-02-04,11160,11180,11135,11170,614927.0
2021-02-05,11480,11480,11235,11400,627768.0
2021-02-08,11365,11420,11350,11415,532321.0
2021-02-09,11400,11405,11355,11385,611459.0
2021-02-10,11340,11380,11330,11340,437353.0
2021-02-15,11385,11410,11365,11365,471604.0
2021-02-16,11380,11410,11365,11390,510657.0
2021-02-17,11350,11370,11315,11370,461342.0
2021-02-18,11295,11300,11210,11265,587948.0
2021-02-19,11240,11240,11180,11225,373429.0
2021-02-22,11335,11335,11170,11185,616671.0
2021-02-23,10965,11105,10935,11010,598596.0
2021-02-24,10875,10950,10810,10810,634948.0
2021-02-25,11150,11150,10965,11005,783935.0
2021-02-26,10800,10800,10590,10685,610488.0
2021-03-02,11055,11095,11040,11080,1320107.0
2021-03-03,10965,10995,10935,10975,721484.0
2021-03-04,10795,10795,10515,10570,687974.0
2021-03-05,10420,10475,10375,10440,412093.0
2021-03-08,10780,10860,10400,10580,579929.0
2021-03-09,10490,10585,10485,10535,714833.0
2021-03-10,10850,10865,10800,10840,703958.0
2021-03-11,10805,10880,10800,10875,329655.0
2021-03-12,11115,11115,10950,10955,284590.0
2021-03-15,10955,10980,10915,10915,290691.0
2021-03-16,11005,11090,11005,11050,233579.0
2021-03-17,11065,11085,11050,11075,241340.0
2021-03-18,11080,11105,11030,11065,265833.0
2021-03-19,10755,10815,10715,10750,200040.0
2021-03-22,10835,10900,10825,10870,241605.0
2021-03-23,11005,11005,10930,10945,166929.0
2021-03-24,10995,11030,10995,11015,184886.0
2021-03-25,10840,10850,10800,10830,470067.0
2021-03-26,10835,10880,10805,10840,109941.0
2021-03-29,10995,10995,10820,10845,479350.0
2021-03-30,10935,10940,10905,10905,235302.0
2021-03-31,10905,10910,10855,10870,144214.0
2021-04-01,11040,11090,11005,11090,411367.0
2021-04-02,11250,11250,11210,11225,456341.0
2021-04-05,11225,11230,11190,11200,208067.0
2021-04-06,11415,11415,11315,11315,296464.0
2021-04-07,11325,11330,11270,11300,117468.0
2021-04-08,11300,11430,11300,11430,428101.0
2021-04-09,11485,11500,11455,11470,308244.0
2021-04-12,11490,11580,11490,11570,473126.0
2021-04-13,11575,11600,11560,11570,329070.0
2021-04-14,11660,11695,11625,11625,332894.0
2021-04-15,11495,11530,11485,11530,258020.0
2021-04-16,11670,11675,11610,11615,414918.0
2021-04-19,11630,11720,11630,11690,449595.0
2021-04-20,11580,11585,11520,11525,608142.0
2021-04-21,11450,11475,11410,11475,422942.0
2021-04-22,11535,11600,11530,11595,382700.0
2021-04-23,11500,11500,11445,11445,432561.0
2021-04-26,11545,11580,11530,11535,407668.0
2021-04-27,11585,11620,11585,11605,525401.0
2021-04-28,11585,11595,11555,11570,296899.0
2021-04-29,11545,11580,11530,11570,205192.0
2021-04-30,11495,11525,11465,11525,274657.0
2021-05-03,11530,11600,11530,11600,169855.0
2021-05-04,11600,11645,11475,11525,228376.0
2021-05-06,11440,11440,11285,11330,329928.0
2021-05-07,11355,11415,11355,11370,171041.0
2021-05-10,11395,11435,11365,11365,247064.0
2021-05-11,11250,11250,10995,11070,299517.0
2021-05-12,11070,11155,11050,11125,250987.0
2021-05-13,10970,11010,10960,10985,281345.0
2021-05-14,11020,11115,11015,11080,198798.0
2021-05-17,11255,11315,11225,11310,219244.0
2021-05-18,11290,11300,11245,11285,189039.0
2021-05-20,11285,11285,11120,11155,210727.0
2021-05-21,11335,11365,11190,11340,389317.0
2021-05-24,11220,11300,11220,11280,212504.0
2021-05-25,11430,11470,11405,11465,222980.0
2021-05-26,11460,11465,11365,11395,182064.0
2021-05-27,11395,11425,11370,11375,190343.0
2021-05-28,11400,11410,11360,11360,179289.0
2021-05-31,11370,11400,11330,11340,185185.0
2021-06-01,11305,11310,11265,11285,195919.0
2021-06-02,11280,11315,11255,11315,175901.0
2021-06-03,11320,11355,11320,11350,195123.0
2021-06-04,11235,11255,11220,11230,204615.0
2021-06-07,11380,11395,11355,11375,73118.0
2021-06-08,11430,11490,11430,11480,82137.0
2021-06-09,11485,11505,11465,11475,54210.0
2021-06-10,11475,11490,11470,11475,40664.0
2021-06-11,11560,11580,11545,11560,70421.0
2021-06-14,11640,11670,11630,11650,47442.0
2021-06-15,11730,11780,11730,11760,84643.0
2021-06-16,11710,11710,11685,11695,79036.0
2021-06-17,11690,11740,11660,11725,65926.0
2021-06-18,11785,12175,11785,11970,97337.0
2021-06-21,11855,11890,11840,11880,119404.0
2021-06-22,11930,11955,11905,11930,99463.0
2021-06-23,12035,12120,12030,12120,121294.0
2021-06-24,12105,12120,12080,12080,287762.0
2021-06-25,12100,12120,12060,12075,139522.0
2021-06-28,12075,12105,12060,12100,85526.0
2021-06-29,12220,12225,12190,12195,109809.0
2021-06-30,12290,12315,12240,12240,164014.0
2021-07-01,12245,12305,12245,12300,118297.0
2021-07-02,12300,12305,12275,12290,83474.0
2021-07-05,12415,12415,12375,12390,61008.0
2021-07-06,12415,12440,12370,12380,59601.0
2021-07-07,12480,12560,12475,12545,99294.0
2021-07-08,12630,12630,12585,12610,98907.0
2021-07-09,12575,12595,12535,12595,129964.0
2021-07-12,12665,12675,12645,12670,119811.0
2021-07-13,12800,13490,12685,12700,116494.0
2021-07-14,12720,12765,12720,12740,108884.0
2021-07-15,12730,12745,12680,12700,108133.0
2021-07-16,12580,12590,12530,12575,168384.0
2021-07-19,12485,12545,12475,12545,96759.0
2021-07-20,12510,12550,12510,12545,75635.0
2021-07-21,12610,12670,12605,12670,54163.0
2021-07-22,12730,12760,12715,12725,77482.0
2021-07-23,12855,12855,12820,12845,93623.0
2021-07-26,12980,13005,12960,12995,77499.0
2021-07-27,12995,12995,12940,12945,93068.0
2021-07-28,12835,12880,12835,12865,126045.0
2021-07-29,12860,12870,12780,12835,100814.0
2021-07-30,12710,12735,12680,12730,124369.0
2021-08-02,12870,12925,12860,12900,137800.0
2021-08-03,12850,12880,12820,12835,102330.0
2021-08-04,12870,12890,12830,12855,84718.0
2021-08-05,12870,12900,12845,12860,52768.0
2021-08-06,12910,12930,12900,12915,136503.0
2021-08-09,12850,12865,12830,12855,115739.0
2021-08-10,12910,12945,12910,12940,80325.0
2021-08-11,12930,12975,12925,12965,43588.0
2021-08-12,12905,12995,12905,12990,64349.0
2021-08-13,13075,13140,13055,13135,98631.0
2021-08-17,13175,13280,13165,13255,96062.0
2021-08-18,13150,13155,13075,13085,179370.0
2021-08-19,13000,13030,12950,12950,155829.0
2021-08-20,13070,13125,13050,13110,83691.0
2021-08-23,13245,13265,13220,13245,73670.0
2021-08-24,13375,13380,13325,13335,169764.0
2021-08-25,13340,13375,13315,13370,124382.0
2021-08-26,13345,13385,13315,13375,105254.0
2021-08-27,13340,13375,13325,13360,99905.0
2021-08-30,13400,13415,13375,13410,128990.0
2021-08-31,13570,13570,13515,13550,158907.0
2021-09-01,13485,13485,13445,13485,180266.0
2021-09-02,13475,13530,13465,13520,140464.0
2021-09-03,13475,13480,13445,13470,144285.0
2021-09-06,13470,13525,13470,13525,81030.0
2021-09-07,13525,13560,13520,13545,49319.0
2021-09-08,13585,13635,13565,13635,84646.0
2021-09-09,13575,13610,13565,13580,127279.0
2021-09-10,13575,13615,13550,13585,111977.0
2021-09-13,13585,13585,13505,13560,201057.0
2021-09-14,13510,13535,13480,13480,135832.0
2021-09-15,13470,13480,13420,13430,151736.0
2021-09-16,13550,13570,13475,13520,121035.0
2021-09-17,13560,13620,13560,13605,81266.0
2021-09-23,13500,13580,13325,13325,461447.0
2021-09-24,13420,13440,13380,13400,94366.0
2021-09-27,13485,13500,13465,13495,71034.0
2021-09-28,13350,13395,13335,13355,105155.0
2021-09-29,13090,13130,13075,13090,224928.0
2021-09-30,13090,13140,13065,13120,92840.0
2021-10-01,13000,13035,12905,12915,150140.0
2021-10-05,12790,12855,12755,12815,135848.0
2021-10-06,13070,13070,12905,12940,73171.0
2021-10-07,13145,13225,13140,13225,66893.0
2021-10-08,13240,13290,13220,13250,79536.0
2021-10-12,13120,13125,13065,13090,66829.0
2021-10-13,13065,13070,13005,13020,66342.0
2021-10-14,13135,13155,13105,13130,48972.0
2021-10-15,13310,13330,13260,13290,71942.0
2021-10-18,13360,13370,13310,13335,73832.0
2021-10-19,13580,13580,13455,13465,54066.0
2021-10-20,13510,13525,13440,13460,74610.0
2021-10-21,13495,13495,13425,13460,59303.0
