날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,0.0,0.0,0.0,1271.77,19642579,981531428872
2010-01-05,0.0,0.0,0.0,1261.57,31220822,1635129242542
2010-01-06,0.0,0.0,0.0,1272.81,23747341,1352042104725
2010-01-07,0.0,0.0,0.0,1225.83,34719075,1839140445430
2010-01-08,0.0,0.0,0.0,1220.42,28895983,1628490092455
2010-01-11,0.0,0.0,0.0,1193.82,23678269,1439424403855
2010-01-12,0.0,0.0,0.0,1206.28,22764976,1173859200740
2010-01-13,0.0,0.0,0.0,1196.53,16977302,899808903980
2010-01-14,0.0,0.0,0.0,1218.59,32983052,1510369477025
2010-01-15,0.0,0.0,0.0,1220.32,28242182,1408517510010
2010-01-18,0.0,0.0,0.0,1239.99,25396981,1143626030890
2010-01-19,0.0,0.0,0.0,1227.38,23301883,987201305250
2010-01-20,0.0,0.0,0.0,1223.27,26571816,1257398477045
2010-01-21,0.0,0.0,0.0,1243.43,23813521,1199891992328
2010-01-22,0.0,0.0,0.0,1220.87,22258477,1389965349700
2010-01-25,0.0,0.0,0.0,1224.96,17520492,1169950926950
2010-01-26,0.0,0.0,0.0,1189.19,29436447,1412191957030
2010-01-27,0.0,0.0,0.0,1172.71,30051959,1411995573681
2010-01-28,0.0,0.0,0.0,1193.21,20640118,1186704955870
2010-01-29,0.0,0.0,0.0,1157.55,21212717,1296336648220
2010-02-01,0.0,0.0,0.0,1149.01,25393841,1370148841234
2010-02-02,0.0,0.0,0.0,1131.94,20725905,1166339974805
2010-02-03,0.0,0.0,0.0,1137.68,22658177,1118058437860
2010-02-04,0.0,0.0,0.0,1141.84,20492593,858461058857
2010-02-05,0.0,0.0,0.0,1107.61,17626248,996790481990
2010-02-08,0.0,0.0,0.0,1113.77,14046839,877835101774
2010-02-09,0.0,0.0,0.0,1127.4,14692802,877934237049
2010-02-10,0.0,0.0,0.0,1130.84,15912994,940224115678
2010-02-11,0.0,0.0,0.0,1140.57,19844600,951226615310
2010-02-12,0.0,0.0,0.0,1137.24,15312944,958171537755
2010-02-16,0.0,0.0,0.0,1138.45,13276689,558776267750
2010-02-17,0.0,0.0,0.0,1166.01,17105615,868903259230
2010-02-18,0.0,0.0,0.0,1162.23,10735366,604623224575
2010-02-19,0.0,0.0,0.0,1141.81,14465056,698653247125
2010-02-22,0.0,0.0,0.0,1164.72,12411751,689550922693
2010-02-23,0.0,0.0,0.0,1156.47,18060362,982685298100
2010-02-24,0.0,0.0,0.0,1138.01,16819478,969620180070
2010-02-25,0.0,0.0,0.0,1119.88,16916276,1048683359195
2010-02-26,0.0,0.0,0.0,1119.66,17100980,817867888991
2010-03-02,0.0,0.0,0.0,1146.03,12841137,911252439985
2010-03-03,0.0,0.0,0.0,1154.22,13406578,740908141773
2010-03-04,0.0,0.0,0.0,1147.27,14109275,819881186042
2010-03-05,0.0,0.0,0.0,1157.24,13908940,861516895020
2010-03-08,0.0,0.0,0.0,1167.66,17584730,1077678029040
2010-03-09,0.0,0.0,0.0,1157.89,14781831,856205199295
2010-03-10,0.0,0.0,0.0,1164.95,14273755,783163891990
2010-03-11,0.0,0.0,0.0,1164.12,21335599,1091484521878
2010-03-12,0.0,0.0,0.0,1168.93,13859470,720400483169
2010-03-15,0.0,0.0,0.0,1157.38,13709674,762145072430
2010-03-16,0.0,0.0,0.0,1162.3,62490675,2057744300560
2010-03-17,0.0,0.0,0.0,1198.64,21904023,1339354254225
2010-03-18,0.0,0.0,0.0,1196.85,16432066,1016309281038
2010-03-19,0.0,0.0,0.0,1206.11,14061588,749195686230
2010-03-22,0.0,0.0,0.0,1197.92,13741416,725212566795
2010-03-23,0.0,0.0,0.0,1217.12,16961527,1048253353285
2010-03-24,0.0,0.0,0.0,1224.91,16690163,1001849624545
2010-03-25,0.0,0.0,0.0,1242.62,17680961,1178080586082
2010-03-26,0.0,0.0,0.0,1244.61,13645293,968584386690
2010-03-29,0.0,0.0,0.0,1243.77,14910038,770668151405
2010-03-30,0.0,0.0,0.0,1246.37,16797951,1047358497613
2010-03-31,0.0,0.0,0.0,1247.12,19011556,1272352903294
2010-04-01,0.0,0.0,0.0,1294.73,26503563,1809705467985
2010-04-02,0.0,0.0,0.0,1305.78,29869169,1719200150070
2010-04-05,0.0,0.0,0.0,1326.6,20683817,1275203699605
2010-04-06,0.0,0.0,0.0,1317.68,20707196,1303792212370
2010-04-07,0.0,0.0,0.0,1305.49,27804242,1500317293275
2010-04-08,0.0,0.0,0.0,1324.35,20004649,1196438648225
2010-04-09,0.0,0.0,0.0,1310.65,16521584,1079394588494
2010-04-12,0.0,0.0,0.0,1274.18,22380219,1426004055220
2010-04-13,0.0,0.0,0.0,1287.65,16636222,1102628002465
2010-04-14,0.0,0.0,0.0,1307.94,18077291,1178902861090
2010-04-15,0.0,0.0,0.0,1307.39,17608193,1245030648995
2010-04-16,0.0,0.0,0.0,1289.9,13674034,998677002267
2010-04-19,0.0,0.0,0.0,1264.66,16309319,931741121454
2010-04-20,0.0,0.0,0.0,1272.62,13178885,898722933065
2010-04-21,0.0,0.0,0.0,1312.8,24485976,1373951635817
2010-04-22,0.0,0.0,0.0,1307.15,21946758,1235901553135
2010-04-23,0.0,0.0,0.0,1311.75,16824716,1133756584160
2010-04-26,0.0,0.0,0.0,1327.8,15646677,1117515054835
2010-04-27,0.0,0.0,0.0,1330.18,23702136,1417422447943
2010-04-28,0.0,0.0,0.0,1330.52,23361501,1562934049770
2010-04-29,0.0,0.0,0.0,1323.01,25024497,1317923713345
2010-04-30,0.0,0.0,0.0,1342.46,26092272,1674795313622
2010-05-03,0.0,0.0,0.0,1314.74,25506690,1288748036790
2010-05-04,0.0,0.0,0.0,1302.34,26964872,1369935764950
2010-05-06,0.0,0.0,0.0,1280.03,26923208,1398275055105
2010-05-07,0.0,0.0,0.0,1257.78,32921289,1931382691500
2010-05-10,0.0,0.0,0.0,1286.37,20086931,1189176464805
2010-05-11,0.0,0.0,0.0,1287.56,23724159,1628067188456
2010-05-12,0.0,0.0,0.0,1287.24,29306573,1746952433925
2010-05-13,0.0,0.0,0.0,1313.88,28285903,1352243195085
2010-05-14,0.0,0.0,0.0,1319.76,26470475,1564343062265
2010-05-17,0.0,0.0,0.0,1295.98,30057995,1799810520405
2010-05-18,0.0,0.0,0.0,1259.55,41336525,2089352660305
2010-05-19,0.0,0.0,0.0,1249.44,37016706,1935132750712
2010-05-20,0.0,0.0,0.0,1220.42,27059740,1708935696645
2010-05-24,0.0,0.0,0.0,1219.2,23009060,1324111966890
2010-05-25,0.0,0.0,0.0,1198.1,27711026,1675753479996
2010-05-26,0.0,0.0,0.0,1228.44,25775925,1502410898335
2010-05-27,0.0,0.0,0.0,1244.67,28411171,1519288821980
2010-05-28,0.0,0.0,0.0,1250.17,27327391,1696867844092
2010-05-31,0.0,0.0,0.0,1255.69,21800830,1203222349335
2010-06-01,0.0,0.0,0.0,1250.1,21609223,1201974677485
2010-06-03,0.0,0.0,0.0,1267.58,18314736,1121276696643
2010-06-04,0.0,0.0,0.0,1291.32,27651486,1427146001868
2010-06-07,0.0,0.0,0.0,1270.9,25438759,1407799307155
2010-06-08,0.0,0.0,0.0,1266.62,27585903,1523125992527
2010-06-09,0.0,0.0,0.0,1242.67,33289193,1885952634555
2010-06-10,0.0,0.0,0.0,1244.13,23651105,1434257642450
2010-06-11,0.0,0.0,0.0,1257.33,23291037,1532753959861
2010-06-14,0.0,0.0,0.0,1270.77,16281536,1057092385160
2010-06-15,0.0,0.0,0.0,1275.22,25755977,1220183961960
2010-06-16,0.0,0.0,0.0,1291.66,21144988,1368328681182
2010-06-17,0.0,0.0,0.0,1304.03,23475526,1384140293382
2010-06-18,0.0,0.0,0.0,1311.59,25108958,1255875398340
2010-06-21,0.0,0.0,0.0,1317.49,20631138,1335715544050
2010-06-22,0.0,0.0,0.0,1299.44,23920823,1277062704319
2010-06-23,0.0,0.0,0.0,1289.0,16948018,1121765286650
2010-06-24,0.0,0.0,0.0,1296.29,14960067,1033926771870
2010-06-25,0.0,0.0,0.0,1281.59,18958083,1169941635032
2010-06-28,0.0,0.0,0.0,1285.42,20291330,1108136462800
2010-06-29,0.0,0.0,0.0,1266.24,20338173,1107687883160
2010-06-30,0.0,0.0,0.0,1259.58,25555229,1439786235688
2010-07-01,0.0,0.0,0.0,1253.67,27834145,1542863896628
2010-07-02,0.0,0.0,0.0,1239.62,20108899,1234209939845
2010-07-05,0.0,0.0,0.0,1235.51,16984625,1016958257790
2010-07-06,0.0,0.0,0.0,1267.18,21632424,1338567381110
2010-07-07,0.0,0.0,0.0,1249.61,18695623,1165124947010
2010-07-08,0.0,0.0,0.0,1260.3,15383028,964279759090
2010-07-09,0.0,0.0,0.0,1282.64,18140446,1198920474645
2010-07-12,0.0,0.0,0.0,1297.3,16402544,1188377379814
2010-07-13,0.0,0.0,0.0,1289.53,29180305,1573056624596
2010-07-14,0.0,0.0,0.0,1314.9,32626087,1852021810420
2010-07-15,0.0,0.0,0.0,1311.1,23833144,1330083346475
2010-07-16,0.0,0.0,0.0,1294.9,44627494,1882997429600
2010-07-19,0.0,0.0,0.0,1292.46,22032016,1187317377570
2010-07-20,0.0,0.0,0.0,1289.29,21504128,1235762828990
2010-07-21,0.0,0.0,0.0,1297.1,21620497,1262801246600
2010-07-22,0.0,0.0,0.0,1268.05,38206283,1852103869765
2010-07-23,0.0,0.0,0.0,1276.61,30514073,1996257446613
2010-07-26,0.0,0.0,0.0,1296.86,23207158,1408080305280
2010-07-27,0.0,0.0,0.0,1290.35,48554724,2064327108231
2010-07-28,0.0,0.0,0.0,1284.22,25000554,1523450739995
2010-07-29,0.0,0.0,0.0,1262.56,30210788,1644507114450
2010-07-30,0.0,0.0,0.0,1259.17,18747696,1163657667060
2010-08-02,0.0,0.0,0.0,1268.51,29357880,1337384420824
2010-08-03,0.0,0.0,0.0,1284.97,27634404,1481920374660
2010-08-04,0.0,0.0,0.0,1276.73,21817416,1168347300450
2010-08-05,0.0,0.0,0.0,1261.96,28462520,1976782567568
2010-08-06,0.0,0.0,0.0,1266.34,30008756,1710546126790
2010-08-09,0.0,0.0,0.0,1269.95,15495923,892270413460
2010-08-10,0.0,0.0,0.0,1270.21,16039851,1030437766595
2010-08-11,0.0,0.0,0.0,1232.74,36508936,1632637627750
2010-08-12,0.0,0.0,0.0,1217.77,28887398,1431908815419
2010-08-13,0.0,0.0,0.0,1245.61,21162751,1080642520304
2010-08-16,0.0,0.0,0.0,1250.81,18410837,992696569290
2010-08-17,0.0,0.0,0.0,1259.76,16825227,1024637338218
2010-08-18,0.0,0.0,0.0,1260.13,18543056,1071274956546
2010-08-19,0.0,0.0,0.0,1267.46,19852788,1151991442918
2010-08-20,0.0,0.0,0.0,1265.5,16754229,1017238905990
2010-08-23,0.0,0.0,0.0,1258.47,21411367,1215345809480
2010-08-24,0.0,0.0,0.0,1261.2,17347604,1156574328430
2010-08-25,0.0,0.0,0.0,1238.09,17028935,994609477995
2010-08-26,0.0,0.0,0.0,1240.22,27197839,1284548308627
2010-08-27,0.0,0.0,0.0,1232.42,16262210,1060233619750
2010-08-30,0.0,0.0,0.0,1245.99,17282473,824721939361
2010-08-31,0.0,0.0,0.0,1219.59,29622995,1543414127785
2010-09-01,0.0,0.0,0.0,1222.68,28806355,1467009118650
2010-09-02,0.0,0.0,0.0,1245.94,27607106,1513607143047
2010-09-03,0.0,0.0,0.0,1257.97,28289993,1589812868130
2010-09-06,0.0,0.0,0.0,1261.89,19995528,1172377087480
2010-09-07,0.0,0.0,0.0,1258.85,17211854,956782425640
2010-09-08,0.0,0.0,0.0,1244.51,26477106,1189819916383
2010-09-09,0.0,0.0,0.0,1248.08,27225070,1595006835260
2010-09-10,0.0,0.0,0.0,1254.1,18972846,1138967610160
2010-09-13,0.0,0.0,0.0,1249.69,22316747,1296934586295
2010-09-14,0.0,0.0,0.0,1226.86,24479638,1499968711885
2010-09-15,0.0,0.0,0.0,1230.29,25155999,1651736573590
2010-09-16,0.0,0.0,0.0,1228.38,22578820,1266357839480
2010-09-17,0.0,0.0,0.0,1262.25,42455222,2369605635342
2010-09-20,0.0,0.0,0.0,1258.79,20620806,1086812234613
2010-09-24,0.0,0.0,0.0,1238.3,27576327,1642837371878
2010-09-27,0.0,0.0,0.0,1244.59,24703735,1442257327452
2010-09-28,0.0,0.0,0.0,1240.76,18074039,1141095643940
2010-09-29,0.0,0.0,0.0,1262.66,31693726,1881221539960
2010-09-30,0.0,0.0,0.0,1256.12,22637773,1417809112215
2010-10-01,0.0,0.0,0.0,1249.06,22129951,1432835815161
2010-10-04,0.0,0.0,0.0,1248.18,25997411,1546967839810
2010-10-05,0.0,0.0,0.0,1240.31,21062087,1277486358970
2010-10-06,0.0,0.0,0.0,1258.04,33225758,1801419981462
2010-10-07,0.0,0.0,0.0,1252.21,24782000,1630966900870
2010-10-08,0.0,0.0,0.0,1246.2,18640479,1314019987465
2010-10-11,0.0,0.0,0.0,1227.09,27896342,1353049705090
2010-10-12,0.0,0.0,0.0,1221.06,18815702,1055635737376
2010-10-13,0.0,0.0,0.0,1234.38,23784532,1211223859925
2010-10-14,0.0,0.0,0.0,1251.37,44644908,1701870279620
2010-10-15,0.0,0.0,0.0,1264.57,36040195,1508980578508
2010-10-18,0.0,0.0,0.0,1253.68,35254699,1289762781255
2010-10-19,0.0,0.0,0.0,1241.71,27373638,1340973803565
2010-10-20,0.0,0.0,0.0,1254.75,29883420,1392253877677
2010-10-21,0.0,0.0,0.0,1268.8,33752404,1756512595488
2010-10-22,0.0,0.0,0.0,1286.76,24515725,1346580814972
2010-10-25,0.0,0.0,0.0,1284.86,29363508,1146683914985
2010-10-26,0.0,0.0,0.0,1280.86,25689770,1344181524890
2010-10-27,0.0,0.0,0.0,1265.88,44172935,1488951037690
2010-10-28,0.0,0.0,0.0,1270.41,40680567,1298188890950
2010-10-29,0.0,0.0,0.0,1246.17,36056647,1430050551695
2010-11-01,0.0,0.0,0.0,1240.45,27546553,1142547184076
2010-11-02,0.0,0.0,0.0,1234.14,27035473,1230677679117
2010-11-03,0.0,0.0,0.0,1229.82,22279615,1080392096270
2010-11-04,0.0,0.0,0.0,1248.75,29681879,1490544550387
2010-11-05,0.0,0.0,0.0,1270.03,36051212,1833912558179
2010-11-08,0.0,0.0,0.0,1268.87,30722045,1157160573275
2010-11-09,0.0,0.0,0.0,1263.97,20794629,878842045695
2010-11-10,0.0,0.0,0.0,1267.57,24810927,1268117378210
2010-11-11,0.0,0.0,0.0,1240.21,32477212,2154884164050
2010-11-12,0.0,0.0,0.0,1240.17,31267722,1582357278244
2010-11-15,0.0,0.0,0.0,1259.89,23672866,1480081583590
2010-11-16,0.0,0.0,0.0,1256.98,19893915,1378397767690
2010-11-17,0.0,0.0,0.0,1260.28,21892227,1202496389779
2010-11-18,0.0,0.0,0.0,1278.64,19927166,1170786602333
2010-11-19,0.0,0.0,0.0,1297.16,24056345,1233436877030
2010-11-22,0.0,0.0,0.0,1333.72,40033584,2443657695645
2010-11-23,0.0,0.0,0.0,1337.86,30963435,1930781131125
2010-11-24,0.0,0.0,0.0,1336.57,38390392,2265685690755
