날짜,시가,고가,저가,종가,거래량
2021-11-03,25000,32500,18600,18600,3595674.0
2021-11-04,18200,19000,16550,17100,580814.0
2021-11-05,16950,17350,15900,16000,258377.0
2021-11-08,16450,16600,15350,15600,321329.0
2021-11-09,15650,16850,15200,16600,266476.0
2021-11-10,16800,17550,16100,16900,247583.0
2021-11-11,17000,17250,16400,16950,172433.0
2021-11-12,17150,17200,16100,16100,124619.0
2021-11-15,16150,16500,16050,16100,63168.0
2021-11-16,16100,20500,16050,18050,2866885.0
2021-11-17,18350,18400,17150,17200,353680.0
2021-11-18,17100,17250,16100,16300,189243.0
2021-11-19,16300,17150,15850,16800,166786.0
2021-11-22,16500,17250,15400,15400,135772.0
2021-11-23,15500,16200,15400,15750,86704.0
2021-11-24,15800,16200,15600,15750,76837.0
2021-11-25,16200,16650,15700,16350,112003.0
2021-11-26,16350,16700,15250,15400,114632.0
2021-11-29,14850,15550,14500,14500,74212.0
2021-11-30,14650,15200,13650,13650,64276.0
2021-12-01,14000,17700,14000,16800,2025335.0
2021-12-02,16000,16500,15550,16250,334186.0
2021-12-03,16250,16400,15750,15750,256932.0
2021-12-06,15900,16100,14450,14700,249365.0
2021-12-07,14800,15350,14600,15100,98142.0
2021-12-08,15200,15300,14650,14750,73412.0
2021-12-09,14750,15500,14650,15500,91043.0
2021-12-10,15200,15750,15050,15200,72447.0
2021-12-13,15250,15950,15150,15700,92652.0
2021-12-14,15800,17250,15450,16300,314783.0
2021-12-15,16400,16900,16000,16300,143848.0
2021-12-16,16450,16650,15650,15700,81620.0
2021-12-17,15500,19000,15300,17150,909263.0
2021-12-20,17200,17450,16300,16300,163675.0
2021-12-21,16400,17200,16000,16750,152510.0
2021-12-22,16900,17150,16150,16300,107320.0
2021-12-23,16400,16900,16300,16450,93634.0
2021-12-27,17600,21750,17400,20550,2083359.0
