종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,PER,PBR,DIV
005930,삼성전자,KS,74000,441763908700000,0.9549795361528002,0.0,-5.852417302798985,3.4965034965035002,-6.565656565656564,-14.648212226066892,19.265625,1.88,4.05
373220,LG에너지솔루션,KS,504000,117702000000000,5.660377358490565,,,,,,0.0,14.65,0.0
000660,SK하이닉스,KS,124500,91000295625000,0.40322580645162365,5.508474576271194,-3.11284046692607,15.81395348837209,9.210526315789469,-3.488372093023251,17.90625,1.75,0.94
005935,삼성전자우,KS,67600,55627140920000,0.4457652303120341,0.1481481481481417,-5.3221288515406195,2.114803625377637,-6.629834254143652,-13.444302176696542,0.0,0.0,4.43
035420,NAVER,KS,327500,53726075337500,2.1840873634945357,1.7080745341614856,-12.898936170212771,-20.12195121951219,-25.904977375565608,-4.239766081871343,47.625,7.3,0.12
207940,삼성바이오로직스,KS,769000,51211710000000,-0.38860103626943143,-1.4102564102564052,-15.587266739846328,-12.013729977116705,-15.121412803532008,-4.114713216957611,211.125,11.06,0.0
051910,LG화학,KS,678000,47720423868000,0.1477104874446189,5.443234836702948,9.708737864077666,-18.411552346570392,-18.802395209580837,-29.00523560209424,101.6875,2.94,1.47
005380,현대차,KS,190000,40490121436500,-0.7832898172323799,-2.3136246786632397,-9.738717339667458,-9.523809523809524,-14.60674157303371,-24.45328031809145,34.84375,0.76,1.58
006400,삼성SDI,KS,587000,40364779110000,0.5136986301369939,-8.566978193146413,-9.69230769230769,-19.699042407660738,-22.66139657444005,-25.696202531645575,68.3125,3.18,0.17
035720,카카오,KS,87100,38838411729000,2.3501762632197387,-0.5707762557077611,-23.930131004366817,-30.040160642570278,-41.34680134680134,-6.678238136564774,236.0,6.1,0.03
000270,기아,KS,80700,32712822102900,-0.9815950920245453,5.490196078431375,-2.300242130750607,-6.162790697674414,-6.271777003484324,-10.033444816053516,21.75,1.09,1.24
105560,KB금융,KS,60900,25239540744000,2.5252525252525304,6.654991243432584,10.126582278481022,6.842105263157894,15.999999999999993,41.627906976744185,6.91015625,0.6,2.91
005490,POSCO,KS,268500,23496852032500,0.1865671641791078,0.7504690431519689,-4.107142857142854,-9.899328859060407,-26.93877551020408,4.271844660194168,13.3203125,0.53,2.98
068270,셀트리온,KS,158500,21864619788000,0.9554140127388644,0.0,-20.151133501259444,-23.244552058111378,-39.38814531548758,-50.85271317829457,43.0,6.66,0.0
