종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,V1D,V1W,V1M,V3M,V6M,V1Y,PER,PBR,DIV
005930,삼성전자,KS,75300,449524626015000,0.5340453938584844,5.610098176718092,7.264957264957261,3.0095759233926156,-5.992509363295884,13.574660633484159,23.561004626718297,38.238194843144484,23.48203866892644,21.306743003123625,18.90113537298922,22.974845017923997,19.59375,1.91,3.98
000660,SK하이닉스,KS,119000,86996282617500,-0.4184100418409997,6.25,18.999999999999993,16.09756097560975,-2.857142857142858,21.42857142857142,25.522930693848224,53.06501866532909,38.02819741235236,33.417387958252654,32.74795384147358,37.39739501629366,17.125,1.67,0.98
035420,NAVER,KS,400000,65623226302500,-2.4390243902439046,-1.356350184956845,-0.6211180124223614,-5.771495877502941,11.111111111111116,43.88489208633093,17.180311913337125,27.376092234592655,22.791547687263886,32.56189530214144,30.894116974948265,32.12364307100521,58.15625,8.92,0.1
005935,삼성전자우,KS,69400,57190625650000,-0.14388489208633226,5.31107738998482,8.777429467084641,1.3138686131386912,-4.93150684931507,18.02721088435375,20.76901118659219,35.55046021821198,23.5940028060099,20.593413873547895,17.251110238017887,19.763760728410233,0.0,0.0,4.32
207940,삼성바이오로직스,KS,855000,56637240000000,-2.397260273972601,-1.9495412844036664,-2.508551881413912,-12.307692307692308,-0.6968641114982632,12.79683377308707,22.732696751008888,56.52379747063219,36.046440183887775,34.801726756766996,30.113927291867803,33.35369183419976,234.75,12.3,0.0
035720,카카오,KS,124500,55489431627000,-3.11284046692607,-2.352941176470591,-1.1904761904761862,-15.017064846416384,6.41025641025641,71.34835326662905,20.523241368385705,33.935674321806054,30.62713767700571,42.69064943290442,40.36148364432246,37.190794209131916,337.5,8.71,0.02
051910,LG화학,KS,740000,52238333820000,-3.26797385620915,-4.761904761904767,-9.866017052375152,-17.225950782997767,-17.225950782997767,9.305760709010347,20.352295138868286,30.248857046768567,34.86612343685239,43.5501481644081,37.273525932772884,40.924255665355126,111.0,3.21,1.35
006400,삼성SDI,KS,737000,50610694080000,-1.2064343163538882,-3.026315789473688,0.5457025920873049,-5.1480051480051525,14.618973561430803,51.8022657054583,18.212698227521738,12.389901603755616,17.64327409531528,29.02210638628581,27.957708796026047,34.25675896521065,85.75,4.0,0.14
005380,현대차,KS,215000,45724992018000,-1.6018306636155555,4.1162227602905554,1.8957345971563955,4.1162227602905554,-5.494505494505497,20.11173184357542,35.6258023341054,37.867979124453846,25.448082464488564,23.260488545092795,21.677777141732594,35.32628868230696,39.40625,0.86,1.4
000270,기아,KS,83700,33969448478600,-2.333722287047846,-0.5938242280285055,-0.7117437722419906,4.104477611940305,1.2091898428053138,40.201005025125625,21.173426024243255,28.008775650096414,26.4334786635261,29.13323582172699,26.445373010907463,41.175351207789184,22.5625,1.14,1.19
323410,카카오뱅크,KS,64900,30834005381300,1.4062500000000089,3.839999999999999,8.347245409015036,-29.456521739130437,,,23.667983042589103,22.222718919962563,46.51843320419574,54.24986000662428,67.34043144635697,67.34043144635697,210.0,9.46,0.0
068270,셀트리온,KS,211500,29175817572000,-6.000000000000005,-7.641921397379914,-2.3094688221709014,-21.955719557195575,-21.22905027932961,-25.346529760791224,45.27153375230398,63.06243892847759,61.39726959414523,52.78776231112631,43.48526141750916,48.668741840019415,56.3125,8.72,0.0
005490,POSCO,KS,286500,24891841392500,1.9572953736654908,1.0582010582010692,-8.46645367412141,-8.61244019138756,-20.41666666666667,19.874476987447707,28.147151196708922,30.230063478128454,30.724110860540062,31.32586060552232,30.639722858582147,34.68500140407931,14.2109375,0.56,2.79
259960,크래프톤,KS,505000,24527229045000,-2.131782945736438,-7.678244972577697,3.4836065573770503,2.538071065989844,,,43.00155863347396,54.807241046684474,58.32680061512213,50.965147149311605,56.45935684306113,56.45935684306113,36.65625,17.8,0.0
105560,KB금융,KS,57100,23742632232000,1.2411347517730542,0.35149384885764245,-3.384094754653133,11.306042884990264,1.4209591474245054,24.945295404814004,19.406904896166264,21.757869124897244,19.131566497674335,23.266574411775476,24.140146672892552,29.114642638806338,6.48046875,0.56,3.1
012330,현대모비스,KS,244000,23129514936000,-1.6129032258064502,0.6185567010309256,-9.124767225325881,-5.2427184466019465,-12.857142857142856,-0.40816326530612734,30.593299351118784,38.75894930673328,27.50776378586776,26.190442860494016,23.007318429172894,37.44530855295676,14.890625,0.7,1.64
377300,카카오페이,KS,177000,23009797562500,4.117647058823537,6.3063063063063085,,,,,34.01619330978725,36.51524831848044,90.1221351774698,90.1221351774698,90.1221351774698,90.1221351774698,0.0,107.94,0.0
017670,SK텔레콤,KS,309500,22302614258500,,,,,,,,,,,,,15.1171875,1.05,3.23
028260,삼성물산,KS,115500,21585457855500,-0.4310344827586188,0.8733624454148492,-3.749999999999998,-10.81081081081081,-16.000000000000004,-6.854838709677424,20.062844775121178,32.63092327003296,25.88230209192539,21.931964174500123,21.86438341515518,29.20672467978312,18.40625,0.72,1.99
066570,LG전자,KS,128000,20946920192000,-4.477611940298509,3.2258064516129004,2.8112449799196693,-13.513513513513509,-14.381270903010035,47.97687861271675,31.35950165665049,76.90296581996942,42.12377565786293,40.05316696666945,34.95133885289537,52.429839504047095,11.71875,1.5,0.94
096770,SK이노베이션,KS,219500,20342424080000,0.0,-4.148471615720528,-14.42495126705653,-4.565217391304344,-21.607142857142858,41.15755627009647,23.211738010511187,26.001582666919813,28.34000785610766,29.72644818346225,31.93535596637416,49.905935624439046,0.0,1.41,0.0
055550,신한지주,KS,37300,19398313252700,-0.1338688085676054,-2.737940026075625,-7.901234567901239,-0.665778961384822,-7.444168734491319,12.349397590361445,13.965332691496348,17.83910871980214,17.379695303703436,18.78237496294629,21.037187611636273,24.36833160765776,5.609375,0.45,4.02
302440,SK바이오사이언스,KS,239500,18360000000000,0.6302521008403339,-2.244897959183678,11.1368909512761,-28.6140089418778,48.297213622291025,,20.529126390171967,46.432738333009844,79.58967399478544,72.00945668661738,75.46790826644902,74.08857848063613,446.0,55.56,0.0
051900,LG생활건강,KS,1166000,18179581308000,-0.34188034188034067,-4.347826086956519,-15.690527838033264,-18.858733472512178,-22.627737226277368,-25.352112676056336,9.926660616154011,10.772645822477546,37.98682801286483,30.030333429986996,28.585499201772713,26.707760542498708,24.5,4.34,0.94
034730,SK,KS,243500,17167912468000,-1.814516129032262,-2.9880478087649376,-4.133858267716539,-5.984555984555984,-9.647495361781077,11.187214611872154,16.601817575197302,30.04446253993648,31.22681403913491,24.995551419335037,24.576254927506657,36.465371920622594,68.6875,0.99,2.87
036570,엔씨소프트,KS,708000,15499539532000,-5.3475935828877,0.42553191489360653,13.826366559485525,-16.998827667057448,-16.998827667057448,-11.5,39.59171379830264,62.52215798514592,117.7356021451983,81.8483475088313,61.73962755719846,50.056369694939036,24.84375,4.95,1.21
352820,하이브,KS,392500,15327445672500,0.0,-5.193236714975846,20.398773006134974,37.71929824561404,50.09560229445506,131.17472097063936,44.00671085988541,21.343163014879,42.22171070410404,42.65888932755019,39.47901400592062,48.908967520448805,132.75,11.82,0.0
015760,한국전력,KS,22450,14379995324800,0.6726457399103047,-1.5350877192982448,-2.3913043478260843,-5.073995771670193,-5.073995771670193,6.3981042654028375,8.85225083293406,14.42689023517404,20.16421335791811,18.11349462537736,24.2087858543178,28.851904123434778,7.23828125,0.21,5.42
003550,LG,KS,85600,13496425199400,-2.505694760820043,-4.570791527313267,-9.894736842105267,-9.989484752891698,-28.36820083682008,21.630646375946693,20.452236264744194,42.49379445023817,27.373587388245756,28.427439414749344,28.45422952770702,39.19822509341639,10.2734375,0.74,2.92
032830,삼성생명,KS,66200,13260000000000,0.4552352048558417,-1.1940298507462699,-5.9659090909090935,-8.183079056865461,-20.908004778972522,-3.3576642335766405,23.295851191217118,22.243348859101587,17.94985617041315,19.847883744747758,19.133260903745605,26.580346089268307,9.390625,0.32,3.78
