종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,PER,PBR,DIV
005930,삼성전자,KS,72100,429824343600000,0.2781641168289273,-2.8301886792452824,-2.5675675675675635,-3.609625668449201,-0.8253094910591452,-12.711864406779661,18.765625,1.83,4.15
373220,LG에너지솔루션,KS,412000,95589000000000,-1.904761904761909,-9.050772626931568,,,,,0.0,11.98,0.0
000660,SK하이닉스,KS,123500,89908292077500,0.40650406504065817,-5.000000000000004,4.661016949152552,3.347280334728042,20.487804878048777,-7.14285714285714,17.765625,1.73,0.95
005935,삼성전자우,KS,66100,54475099540000,0.0,-1.6369047619047672,-2.0740740740740726,-3.5036496350364987,-3.3625730994152003,-12.450331125827818,0.0,0.0,4.53
035420,NAVER,KS,318000,52249633572500,1.11287758346581,0.0,-1.2422360248447228,-19.493670886075954,-24.733727810650883,-20.100502512562812,46.25,7.09,0.13
207940,삼성바이오로직스,KS,779000,51476370000000,1.3003901170351106,1.5645371577575062,-0.12820512820512775,-8.244994110718496,-20.99391480730223,-1.7654476670870167,216.5,11.34,0.0
035720,카카오,KS,94100,42143413819500,-0.31779661016949623,0.965665236051505,7.420091324200917,-26.484375000000004,-36.63299663299663,-4.419457395049308,255.0,6.59,0.03
051910,LG화학,KS,565000,39955266138000,1.9855595667870096,-8.279220779220775,-12.130637636080866,-24.364123159303887,-37.082405345211576,-39.957492029755585,84.75,2.45,1.77
006400,삼성SDI,KS,548000,37614197910000,1.6697588126159513,-0.9041591320072317,-14.641744548286606,-24.931506849315067,-29.01554404145078,-28.83116883116883,63.78125,2.97,0.18
005380,현대차,KS,175000,37285098631500,0.5747126436781658,-5.405405405405405,-10.025706940874034,-17.452830188679247,-13.151364764267992,-27.685950413223136,32.09375,0.7,1.71
000270,기아,KS,73800,29794206004500,0.0,-6.4638783269961975,-3.529411764705881,-11.51079136690647,-7.052896725440805,-9.7799511002445,19.890625,1.0,1.36
105560,KB금융,KS,59700,24698990448000,1.3582342954159499,-5.687203791469198,4.553415061295962,3.645833333333326,17.51968503937007,37.08381171067738,6.78125,0.58,2.96
