종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,PER,PBR,DIV
005930,삼성전자,KS,67800,405945213400000,-0.2941176470588225,-1.881331403762665,-4.7752808988763995,-13.850063532401524,-7.377049180327866,-16.70761670761671,17.65625,1.72,4.42
373220,LG에너지솔루션,KS,439500,102843000000000,0.6872852233676952,2.6869158878504606,5.269461077844317,,,,0.0,12.78,0.0
000660,SK하이닉스,KS,112000,81536264880000,-1.3215859030836996,-3.4482758620689613,-6.666666666666665,-12.840466926070038,12.00000000000001,-15.471698113207545,16.109375,1.57,1.04
207940,삼성바이오로직스,KS,809000,53395155000000,-0.12345679012345512,-1.3414634146341475,2.0176544766708604,-8.8963963963964,-7.54285714285714,8.155080213903743,224.75,11.78,0.0
035420,NAVER,KS,316500,51757486317500,-1.4018691588784993,-5.663189269746649,-4.236006051437213,-13.406292749658,-17.14659685863874,-16.047745358090182,46.03125,7.06,0.13
005935,삼성전자우,KS,62000,50936686730000,0.0,-1.5873015873015928,-2.3622047244094446,-13.52859135285913,-8.823529411764708,-15.068493150684937,0.0,0.0,4.83
035720,카카오,KS,98000,43600618666200,-1.9019019019019034,-7.547169811320753,-2.0000000000000018,-12.107623318385652,-11.711711711711715,-2.1536188184550276,265.5,6.86,0.03
006400,삼성SDI,KS,601000,41327482530000,3.087478559176682,2.3850085178875657,19.483101391650102,-7.395993836671799,-14.99292786421499,-8.939393939393936,69.9375,3.26,0.17
005380,현대차,KS,176500,37712435005500,-1.1204481792717047,-0.8426966292134797,4.4378698224851965,-15.95238095238095,-8.785529715762275,-19.036697247706424,32.375,0.7,1.7
051910,LG화학,KS,525000,37131572418000,1.3513513513513598,0.3824091778202643,5.740181268882183,-18.478260869565222,-31.818181818181824,-34.78260869565217,78.75,2.28,1.9
000270,기아,KS,74900,30442787359700,-1.3175230566534912,0.9433962264151052,5.940594059405946,-10.299401197604785,-4.3422733077905455,-9.65018094089264,20.1875,1.02,1.34
005490,POSCO,KS,283000,24673874305000,0.891265597147961,-1.736111111111116,-0.17636684303351524,-1.221640488656195,-12.654320987654321,-11.562499999999998,14.03125,0.56,2.83
105560,KB금융,KS,58200,23916444652000,0.0,-4.276315789473683,6.593406593406592,3.1914893617021267,6.204379562043805,5.818181818181811,6.609375,0.57,3.04
068270,셀트리온,KS,164000,22555729318500,-1.501501501501501,-2.9585798816568087,-5.202312138728327,-15.681233933161954,-23.351233624505173,-48.50717916675824,44.5,6.89,0.0
323410,카카오뱅크,KS,46100,21881082863850,-0.21645021645021467,-9.430255402750486,-4.257528556593981,-19.54624781849913,-29.61832061068702,,149.25,6.72,0.0
055550,신한지주,KS,40250,20793132048500,-0.1240694789081842,-2.895054282267795,8.490566037735858,7.047872340425543,1.385390428211597,7.476635514018692,6.05078125,0.49,3.73
028260,삼성물산,KS,109500,20464135369500,0.4587155963302836,-2.6666666666666616,-4.7826086956521685,-6.8085106382978715,-9.876543209876543,-12.048192771084343,17.4375,0.68,2.1
066570,LG전자,KS,122000,20128681122000,6.550218340611358,3.8297872340425476,1.2448132780082943,-14.084507042253524,-2.7888446215139417,-18.666666666666664,11.171875,1.43,0.98
012330,현대모비스,KS,209000,19765776646000,-1.4150943396226467,-3.686635944700456,-4.783599088838264,-18.19960861056752,-16.232464929859724,-28.424657534246577,12.75,0.6,1.91
096770,SK이노베이션,KS,206500,19047906184000,2.481389578163773,-3.953488372093028,1.724137931034475,-18.540433925049303,-21.631878557874764,-5.707762557077622,0.0,1.33,0.0
034730,SK,KS,248000,18277809598500,0.8130081300812941,2.69151138716357,4.862579281183943,-3.125,-5.52380952380952,-12.056737588652478,70.0,1.01,2.82
377300,카카오페이,KS,134000,17644570311000,0.3745318352059934,-6.620209059233451,-0.7407407407407418,-20.710059171597628,,,0.0,81.7,0.0
015760,한국전력,KS,22050,14155307897850,0.2272727272727204,-3.9215686274509776,-9.631147540983608,0.2272727272727204,-5.970149253731338,-4.751619870410362,7.109375,0.2,5.51
086790,하나금융지주,KS,46350,13916219573700,-0.749464668094213,-4.23553719008265,1.533406352683464,8.548009367681498,1.0905125408942284,8.294392523364479,5.23046875,0.45,3.99
259960,크래프톤,KS,280000,13715636577500,-1.4084507042253502,0.7194244604316502,-5.0847457627118615,-36.93693693693694,-39.524838012958966,,20.328125,9.87,0.0
051900,LG생활건강,KS,868000,13525358602000,0.3468208092485492,-3.125,-7.264957264957261,-21.234119782214155,-34.78587528174305,-44.71337579617835,18.234375,3.23,1.27
017670,SK텔레콤,KS,60500,13173755268800,4.31034482758621,5.769230769230771,6.140350877192979,5.769230769230771,7.233378826281922,27.510696145172496,14.78125,1.03,3.31
032830,삼성생명,KS,64500,12900000000000,-1.0736196319018454,-1.3761467889908285,8.585858585858585,-0.462962962962965,-10.041841004184104,-17.41357234314981,9.1484375,0.31,3.88
034020,두산중공업,KS,20700,12728700701150,0.9756097560975618,1.9704433497536922,-1.8957345971563955,0.2421307506053294,9.983529036714312,69.53316953316953,0.0,2.52,0.0
011200,HMM,KS,25950,12690574921200,0.5813953488372103,-10.207612456747405,-21.124620060790278,-4.94505494505495,-18.39622641509434,-10.517241379310349,252.0,5.03,0.0
010130,고려아연,KS,628000,11831490000000,-0.31746031746031633,6.440677966101704,9.598603839441534,22.89628180039138,25.85170340681362,53.73317013463892,19.375,1.7,2.39
009150,삼성전기,KS,157500,11764257120000,1.2861736334405238,-2.4767801857585092,0.31847133757962887,-17.96875,-7.079646017699115,-16.000000000000004,19.703125,2.12,0.89
352820,하이브,KS,283500,11703008521000,-2.2413793103448265,-12.22910216718266,-0.5263157894736858,-16.000000000000004,-2.7444253859348233,17.84511784511784,95.9375,8.53,0.0
003550,LG,KS,74500,11687463779900,0.9485094850948617,-2.2309711286089273,1.2228260869565188,-9.5873786407767,-19.892473118279575,-12.761422984144833,8.9296875,0.65,3.36
033780,KT&G,KS,81800,11244255504300,0.49140049140048436,0.9876543209876631,1.4888337468982549,4.336734693877542,1.2376237623762387,0.49140049140048436,8.78125,1.24,5.87
010950,S-Oil,KS,99000,11213246083200,1.538461538461533,0.7121057985757906,12.244897959183664,9.756097560975618,-10.407239819004522,21.921182266009854,0.0,2.03,0.0
316140,우리금융지주,KS,15200,11066520344800,0.3300330033003229,-0.9771986970684043,8.185053380782925,16.92307692307693,32.17391304347825,50.495049504950494,8.7265625,0.48,2.37
329180,현대중공업,KS,124000,11052252942000,2.0576131687242816,4.201680672268915,10.71428571428572,22.16748768472907,9.251101321585908,,0.0,1.64,0.0
003490,대한항공,KS,31650,11008529111250,-0.4716981132075526,1.4423076923076872,13.440860215053775,8.762886597938135,-5.943536404160477,16.360294117647058,0.0,2.23,0.0
302440,SK바이오사이언스,KS,143000,10953800000000,-0.34843205574912606,-6.5359477124183,-4.666666666666663,-36.017897091722595,-42.91417165668663,20.168067226890752,266.25,33.2,0.0
247540,에코프로비엠,KQ,468500,10746937607400,8.928156242734243,20.035869843709975,30.392429724464233,-1.3684210526315743,6.719817767653757,183.93939393939394,207.625,22.22,0.1
003670,포스코케미칼,KS,139000,10728655970000,12.096774193548377,16.317991631799167,33.653846153846146,-2.1126760563380254,-22.128851540616246,-10.322580645161295,305.5,9.03,0.22
018260,삼성에스디에스,KS,137000,10639447500000,0.366300366300365,-1.7921146953404965,-5.517241379310345,-12.460063897763574,-13.291139240506332,-29.198966408268735,23.90625,1.59,1.75
000810,삼성화재,KS,216500,10256652210500,-1.5909090909090873,-1.5909090909090873,16.71159029649596,4.589371980676327,-8.842105263157896,13.94736842105264,12.1875,0.67,4.06
036570,엔씨소프트,KS,458000,10043965065000,-0.8658008658008698,-1.927194860813708,3.269447576099216,-30.28919330289194,-23.02521008403361,-47.53722794959908,16.0625,3.2,1.87
091990,셀트리온헬스케어,KQ,61600,9536221057500,-1.2820512820512775,-3.5993740219092296,-6.80786686838124,-22.123893805309734,-30.446564670016375,-53.75062879623999,39.90625,5.03,0.0
030200,KT,KS,36300,9478358630400,0.8333333333333304,-0.5479452054794498,13.971742543171107,20.598006644518275,13.437499999999991,28.495575221238933,13.5234375,0.68,3.72
361610,SK아이이테크놀로지,KS,128500,9126091776000,7.08333333333333,3.2128514056224855,12.719298245614041,-18.927444794952685,-43.51648351648352,,84.5,6.67,0.0
090430,아모레퍼시픽,KS,154000,9007884886000,-1.2820512820512775,-6.9486404833836835,-9.411764705882353,-7.507507507507505,-11.239193083573484,-40.42553191489362,300.75,2.38,0.52
011070,LG이노텍,KS,381500,9005334213500,1.3280212483399723,-0.7802340702210642,8.073654390934838,9.312320916905437,87.00980392156863,85.6447688564477,38.21875,3.72,0.18
251270,넷마블,KS,103500,8896187457000,-0.48076923076922906,-4.1666666666666625,-1.4285714285714235,-15.85365853658537,-9.999999999999998,-19.76744186046512,27.046875,1.64,0.74
066970,엘앤에프,KQ,244000,8763233342400,4.051172707889128,7.347118345798509,25.96799173980382,17.53371868978806,33.33333333333333,210.90327595214129,0.0,36.62,0.02
024110,기업은행,KS,11000,8187306457000,0.45662100456620447,0.45662100456620447,4.761904761904767,5.769230769230771,5.769230769230771,20.087336244541486,5.55859375,0.35,4.28
402340,SK스퀘어,KS,56200,7879743704700,1.4440433212996373,-0.1776198934280604,8.285163776493265,-19.71428571428572,,,0.0,0.0,0.0
086280,현대글로비스,KS,191000,7162500000000,-0.520833333333337,0.5263157894736858,11.695906432748536,10.404624277456653,18.266253869969052,1.866666666666661,11.8203125,1.41,1.83
326030,SK바이오팜,KS,87400,6828915400000,1.157407407407418,-1.5765765765765716,0.45977011494253706,-10.266940451745377,-13.465346534653467,-15.145631067961162,0.0,18.06,0.0
034220,LG디스플레이,KS,18800,6744825945000,2.1739130434782705,-6.467661691542292,0.0,-27.13178294573644,1.6216216216216273,-17.36263736263737,0.0,0.59,0.0
011170,롯데케미칼,KS,196500,6735119833500,-0.5063291139240533,-4.611650485436892,0.0,-10.681818181818182,-18.801652892561982,-34.71760797342193,42.5,0.52,1.83
263750,펄어비스,KQ,98700,6542684200000,-4.174757281553399,-2.56663376110563,-5.55023923444976,-24.36781609195402,15.70926143024618,60.17526777020448,59.625,10.13,0.0
009830,한화솔루션,KS,33800,6455649273750,1.8072289156626509,-5.454545454545457,-6.629834254143652,-5.189340813464238,-21.303841676367874,-32.534930139720565,18.171875,0.95,0.0
011790,SKC,KS,166500,6286137468000,4.716981132075482,7.7669902912621325,27.586206896551737,-2.0588235294117685,0.9090909090909038,29.57198443579767,158.875,3.49,0.6
032640,LG유플러스,KS,14200,6221711894250,1.4285714285714235,1.4285714285714235,4.797047970479706,5.185185185185182,-5.6478405315614655,15.918367346938766,12.96875,0.84,3.17
018880,한온시스템,KS,11400,6085320000000,3.167420814479649,-2.564102564102566,-1.2987012987012991,-16.483516483516482,-24.50331125827815,-35.41076487252125,55.0625,2.87,2.81
097950,CJ제일제당,KS,395000,5916295098000,0.7653061224489832,4.0843214756258295,11.424541607898453,4.0843214756258295,-1.4962593516209433,-3.8929440389294356,9.2265625,1.23,1.01
383220,F&F,KS,770000,5899289550000,,,,,,,0.0,0.0,0.0
035250,강원랜드,KS,27450,5872666725000,0.9191176470588314,-1.9642857142857184,2.6168224299065512,14.613778705636737,-3.3450704225352124,8.498023715415016,0.0,1.81,0.0
293490,카카오게임즈,KQ,75500,5869747648800,-0.5270092226614009,-4.430379746835444,1.6150740242261152,-16.38981173864895,19.27330173775672,45.192307692307686,54.375,5.58,0.0
009540,한국조선해양,KS,82400,5831704758400,0.12150668286756705,-4.297328687572588,-10.043668122270743,-16.51469098277609,-15.051546391752579,-38.27715355805243,0.0,0.53,0.0
000060,메리츠화재,KS,47600,5753812500000,-1.2448132780082943,-0.10493179433368471,30.76923076923077,28.129205921938084,57.095709570957084,145.99483204134364,12.34375,2.15,2.69
088980,맥쿼리인프라,KS,14000,5667837658000,0.35842293906809264,1.449275362318847,2.941176470588225,0.7194244604316502,7.692307692307687,20.171673819742498,,,
137310,에스디바이오센서,KS,53300,5504363114900,-1.6605166051660514,-2.737226277372262,-4.651162790697672,-5.328596802841923,20.451977401129938,,8.078125,6.65,1.0
