종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,PER,PBR,DIV
005930,삼성전자,KS,77000,459673256350000,-0.6451612903225823,-2.408111533586821,-1.0282776349614386,9.065155807365443,-3.1446540880503138,-15.011037527593817,20.046875,1.95,3.89
000660,SK하이닉스,KS,126500,92092299172500,-0.3937007874015741,-1.171875,2.016129032258074,29.477993858751272,2.429149797570851,-1.9379844961240345,18.203125,1.77,0.92
005935,삼성전자우,KS,71500,58671821710000,-0.5563282336578546,-0.5563282336578546,0.9887005649717562,11.024844720496896,-1.7857142857142905,-10.624999999999996,0.0,0.0,4.19
035420,NAVER,KS,338000,55038468017500,-1.6011644832605532,0.8955223880596996,-12.774193548387093,-17.055214723926383,-23.873873873873876,11.184210526315796,49.15625,7.54,0.12
207940,삼성바이오로직스,KS,806000,53395155000000,-2.421307506053272,-3.2412965186074394,-15.866388308977031,-7.14285714285714,-6.7129629629629655,-1.4669926650366705,221.25,11.6,0.0
051910,LG화학,KS,694000,48849901356000,-1.8387553041018356,-5.449591280653953,-1.5602836879432647,-16.486161251504218,-17.77251184834123,-27.85862785862786,104.125,3.01,1.44
006400,삼성SDI,KS,675000,46278528690000,5.304212168486733,7.655502392344493,-1.171303074670571,-7.152682255845944,-9.395973154362414,-9.395973154362414,78.5625,3.66,0.15
005380,현대차,KS,202500,43054139680500,-1.2195121951219523,-3.8004750593824244,-3.341288782816232,-3.1100478468899517,-11.956521739130432,-22.413793103448278,37.125,0.81,1.48
035720,카카오,KS,92000,41067941679000,-0.9687836383207804,-3.157894736842104,-21.702127659574465,-28.125,-42.31974921630094,0.8495478213209173,249.375,6.44,0.03
000270,기아,KS,82200,33280330788700,-0.6045949214026569,-2.2592152199762183,-4.084014002333724,-2.491103202846978,-6.164383561643838,17.0940170940171,22.15625,1.11,1.22
105560,KB금융,KS,61700,25489025496000,0.8169934640522847,2.833333333333332,9.010600706713777,11.371841155234662,19.805825242718456,33.549783549783555,7.0,0.6,2.87
096770,SK이노베이션,KS,272000,25104400626000,2.6415094339622636,12.62939958592133,19.56043956043956,6.042884990253405,0.5545286506469571,-4.393673110720564,0.0,1.75,0.0
005490,POSCO,KS,286000,24891841392500,-2.2222222222222254,-4.666666666666663,0.8818342151675429,-10.624999999999996,-16.129032258064512,3.2490974729241895,14.1796875,0.56,2.8
012330,현대모비스,KS,245000,23075834936000,-2.1956087824351322,-4.669260700389099,0.0,-9.926470588235292,-13.27433628318584,-26.204819277108438,14.953125,0.7,1.63
066570,LG전자,KS,138000,22583398332000,-1.7793594306049876,5.747126436781613,6.153846153846154,9.090909090909083,-14.28571428571429,-0.3610108303249149,12.6328125,1.62,0.87
068270,셀트리온,KS,159500,21933593352000,-0.31250000000000444,-18.829516539440206,-22.572815533980584,-26.834862385321102,-38.888888888888886,-58.46354166666667,43.28125,6.7,0.0
323410,카카오뱅크,KS,43300,20574394962100,-3.9911308203991136,-12.259371833839916,-31.378763866877968,-29.363784665579118,,,140.125,6.31,0.0
028260,삼성물산,KS,110000,20557578910000,-2.6548672566371723,-3.9301310043668103,-5.982905982905984,-9.090909090909093,-18.215613382899633,-24.398625429553267,17.515625,0.69,2.09
055550,신한지주,KS,38900,19992402739800,0.12870012870012104,-0.2564102564102555,3.595206391478034,-1.0178117048346036,0.7772020725388629,17.52265861027191,5.8515625,0.47,3.86
034730,SK,KS,238500,17684614966500,-1.2422360248447228,-0.41753653444676075,-7.91505791505791,-8.269230769230774,-14.6690518783542,-15.275310834813494,67.3125,0.97,2.94
377300,카카오페이,KS,134000,17606391180000,-3.942652329749108,-10.367892976588633,-27.371273712737132,,,,0.0,81.7,0.0
259960,크래프톤,KS,340500,16526377687500,-0.14662756598240456,-6.712328767123288,-29.648760330578515,-31.00303951367781,,,24.734375,12.0,0.0
051900,LG생활건강,KS,953000,14852905347000,-0.4179728317659337,0.527426160337563,-16.035242290748897,-30.437956204379557,-44.039929536112744,-38.91025641025641,20.015625,3.55,1.15
302440,SK바이오사이언스,KS,188500,14305500000000,-4.071246819338425,-12.93302540415704,-26.937984496124034,-18.75,21.612903225806445,,351.0,43.75,0.0
009150,삼성전기,KS,191500,14266495936000,4.0760869565217295,5.509641873278226,5.509641873278226,20.062695924764885,4.644808743169393,-0.7772020725388629,23.953125,2.57,0.73
086790,하나금융지주,KS,45450,13630989614800,0.77605321507761,-2.676659528907921,4.004576659038905,2.249718785151855,5.4524361948955935,16.09195402298851,5.12890625,0.44,4.07
015760,한국전력,KS,20900,13417049209300,-1.8779342723004744,-2.7906976744186074,-3.240740740740744,-8.932461873638342,-15.555555555555555,-20.22900763358778,6.73828125,0.19,5.82
032830,삼성생명,KS,65400,13060000000000,-1.0590015128593033,-1.9490254872563728,-3.2544378698224907,-7.4964639321075,-14.509803921568631,-20.823244552058107,9.28125,0.31,3.82
036570,엔씨소프트,KS,578000,12711378738000,-1.7006802721088454,-4.304635761589404,-15.000000000000002,-8.108108108108103,-25.70694087403599,-38.965153115100314,20.28125,4.04,1.48
003550,LG,KS,79300,12442508546300,-1.4906832298136607,-0.2515723270440251,-2.8186274509803932,-17.48178980228928,-21.094527363184078,-17.701025364274148,9.5078125,0.69,3.15
017670,SK텔레콤,KS,56200,12276539378400,0.7168458781362075,0.0,-4.258943781942081,8.756652152878575,1.7894660581033062,28.492386483149666,13.7265625,0.96,3.56
011200,HMM,KS,24700,12128179500800,-1.397205588822359,-4.077669902912618,-12.099644128113884,-17.666666666666664,-42.42424242424242,66.32996632996633,239.75,4.78,0.0
352820,하이브,KS,277500,11496241586000,-0.8928571428571397,-3.979238754325265,-16.666666666666664,-13.819875776397517,-13.00940438871473,82.60783733096437,93.875,8.35,0.0
018260,삼성에스디에스,KS,147500,11374536600000,-1.6666666666666718,-2.640264026402639,-6.940063091482651,-6.940063091482651,-20.91152815013405,-28.398058252427184,25.734375,1.71,1.63
316140,우리금융지주,KS,14900,10775296125200,0.6756756756756799,2.405498281786933,11.610486891385774,20.647773279352233,31.277533039647576,53.29218106995886,8.546875,0.47,2.42
033780,KT&G,KS,78500,10750002515100,-0.5069708491761693,-0.8838383838383868,-7.319952774498228,-4.268292682926833,-5.307599517490957,-4.151404151404147,8.421875,1.19,6.11
361610,SK아이이테크놀로지,KS,150500,10694638800000,1.0067114093959662,2.3809523809523725,-13.005780346820806,-22.22222222222222,-27.990430622009566,,98.9375,7.81,0.0
