종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,V1D,V1W,V1M,V3M,V6M,V1Y,PER,PBR,DIV
005930,삼성전자,KS,70200,420869669775000,-0.7072135785007094,0.42918454935623185,-0.14224751066855834,-5.645161290322576,-11.809045226130655,14.518760195758574,9.698939825136874,14.771296708464119,15.199745247033341,18.56180621871326,17.325183078188466,23.14221531582663,18.28125,1.78,4.26
000660,SK하이닉스,KS,110000,80080260150000,-0.4524886877828038,2.3255813953488413,12.35955056179776,8.374384236453203,-6.382978723404253,26.436781609195403,20.337065253611616,35.293417818959995,32.298683910740465,30.923177934058753,31.487267258329183,37.830115560273526,15.8203125,1.54,1.06
035420,NAVER,KS,407000,67347991950000,1.4962593516209433,0.0,-0.12269938650306678,-6.7583046964490245,18.313953488372103,45.357142857142854,16.731565569761305,19.023541244730616,21.007983764958684,32.28063436474976,30.859114487576484,32.008960277452154,59.1875,9.07,0.1
207940,삼성바이오로직스,KS,841000,55975590000000,-1.0588235294117676,2.6862026862026767,-3.8857142857142812,-14.445574771108848,-3.775743707093826,10.512483574244413,22.70112214197162,38.33850372587018,27.83774255882953,33.030512439794904,29.19697180052551,32.71190195727277,230.875,12.1,0.0
035720,카카오,KS,124500,55935129873000,-0.40000000000000036,-0.7968127490039834,-2.734375,-14.726027397260278,12.669683257918551,74.48215937438687,23.71322374689469,24.042438792238215,27.580217774137484,42.64101818382307,40.31824257410226,37.055880767863975,337.5,8.71,0.02
051910,LG화학,KS,776000,54709065825000,0.910273081924573,2.5099075297225992,-7.619047619047614,-13.392857142857139,-9.76744186046512,12.138728323699421,19.440220876055328,24.31695549724898,35.607163736815835,42.85745591134752,37.20620958877976,40.95232226138107,116.4375,3.37,1.29
005935,삼성전자우,KS,65500,53981367520000,-0.7575757575757569,0.9244992295839749,1.7080745341614856,-5.890804597701149,-11.366711772665761,15.114235500878737,7.37892561397701,12.83559372537239,17.108964792605157,18.247252486320612,15.70782918975356,19.29638364685528,0.0,0.0,4.57
006400,삼성SDI,KS,763000,52123513740000,0.1312335958005173,1.3280212483399723,4.951856946354893,-6.609547123623017,22.47191011235956,49.0234375,12.867247566202444,6.127988996619323,17.261140679986084,29.597640577500005,27.864759811516695,34.46382331600291,88.8125,4.14,0.13
005380,현대차,KS,205000,44122480615500,-0.9661835748792313,0.0,-1.9138755980861233,-5.5299539170506895,-9.691629955947134,16.80911680911681,14.192213308193779,17.371381673659982,19.341253768833916,22.044862604738988,21.082491099367,35.05197675512819,37.59375,0.82,1.46
000270,기아,KS,83100,33726230470400,-1.0714285714285676,-0.9535160905840279,-0.835322195704058,-2.464788732394363,1.8382352941176405,43.02925989672977,12.529505718897557,35.46368008505412,23.918874091967538,29.563487602565527,26.868233551170274,41.069478873906554,22.40625,1.13,1.2
323410,카카오뱅크,KS,64500,30596455262800,2.2187004754358197,9.137055837563457,8.040201005025116,-15.796344647519579,,,18.503035349589357,30.959583809284297,45.98681553032642,63.48005627759777,68.69148516162709,68.69148516162709,208.75,9.4,0.0
068270,셀트리온,KS,215000,29727606084000,-1.82648401826484,1.17647058823529,-1.82648401826484,-21.96007259528131,-20.22263450834879,-26.158707262205283,37.13534946127949,80.4253125515797,56.13033542413596,50.78942079283872,42.30431783779458,48.15433933157272,57.25,8.86,0.0
259960,크래프톤,KS,543000,26632360480000,-4.232804232804233,0.5555555555555536,11.498973305954818,24.2562929061785,,,37.99549913462412,45.779066201996315,54.83177817253193,51.472606323279074,56.661289622880375,56.661289622880375,39.4375,19.14,0.0
005490,POSCO,KS,274000,24107159877500,-0.7246376811594235,-0.18214936247723523,-11.47011308562197,-19.648093841642233,-25.34059945504087,14.884696016771493,23.38523694077539,37.29677105861148,31.8005223589155,32.707249142284184,32.12681293195344,34.62531581632981,13.59375,0.54,2.92
105560,KB금융,KS,55800,22994177976000,-0.17889087656529634,-0.17889087656529634,-0.5347593582887722,4.8872180451127845,-3.626943005181349,18.0952380952381,19.849728881943115,17.95597669266171,21.654236853186866,23.943866377488963,24.49866965779618,29.32682193685549,6.328125,0.55,3.17
