종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,PER,PBR,DIV
005930,삼성전자,KS,69500,416093843735000,-0.9971509971509973,-0.8559201141226769,-7.824933687002655,-10.20671834625323,-8.552631578947366,-15.34713763702802,18.09375,1.76,4.31
373220,LG에너지솔루션,KS,359500,84708000000000,-1.1004126547455306,-13.164251207729471,-24.236037934668076,,,,0.0,10.45,0.0
000660,SK하이닉스,KS,112500,81900266062500,-3.0172413793103425,-5.857740585774063,-13.127413127413124,-7.4074074074074066,5.633802816901401,-19.64285714285714,16.1875,1.58,1.04
035420,NAVER,KS,327500,53890124422500,-0.455927051671734,6.67752442996743,-1.2066365007541435,-16.24040920716112,-25.988700564971758,-13.245033112582782,47.625,7.3,0.12
207940,삼성바이오로직스,KS,811000,53659815000000,1.5018773466833446,6.151832460732987,4.510309278350522,-7.525655644241736,-14.45147679324894,12.795549374130744,225.375,11.81,0.0
005935,삼성전자우,KS,63000,51677284760000,-0.15847860538826808,-0.6309148264984188,-8.695652173913048,-11.14245416078985,-10.384068278805126,-12.742382271468145,0.0,0.0,4.75
035720,카카오,KS,103000,45950658288000,-0.48309178743961567,12.445414847161572,17.98396334478809,-14.876033057851235,-34.185303514377,13.031550068587116,279.25,7.21,0.03
005380,현대차,KS,163000,34721080387500,-0.911854103343468,-2.9761904761904767,-12.129380053908356,-21.445783132530117,-22.93144208037825,-30.638297872340424,29.890625,0.65,1.84
006400,삼성SDI,KS,487000,33350797050000,-0.8146639511201648,-4.6966731898238745,-14.411247803163441,-29.52243125904487,-35.06666666666667,-27.42175856929955,56.65625,2.64,0.21
051910,LG화학,KS,439000,31166519434500,-3.938730853391681,-14.591439688715957,-33.58547655068078,-38.25597749648383,-38.25597749648383,-51.438053097345126,65.875,1.91,2.28
000270,기아,KS,69200,28051143612400,0.5813953488372103,-2.672292545710264,-13.174404015056462,-16.92677070828331,-17.42243436754176,-14.673242909987671,18.65625,0.94,1.45
068270,셀트리온,KS,180000,24900973345500,-0.27700831024930483,9.090909090909083,12.149532710280365,-11.616099618476161,-35.19561922385953,-36.97721726404095,48.84375,7.56,0.0
323410,카카오뱅크,KS,52500,24850828095100,5.421686746987953,10.87645195353748,22.663551401869153,-22.22222222222222,-35.89743589743589,,169.875,7.65,0.0
005490,POSCO,KS,282000,24586687470000,-1.7421602787456414,-1.2259194395796813,0.7142857142857117,-2.253032928942811,-17.664233576642342,-10.333863275039745,13.9765625,0.55,2.84
105560,KB금융,KS,56700,23339151160400,1.6129032258064502,3.0909090909090997,-13.435114503816791,-1.3913043478260834,7.183364839319473,13.513513513513509,6.44140625,0.55,3.12
028260,삼성물산,KS,113500,21211683693500,-0.8733624454148492,5.581395348837215,4.128440366972486,-1.7316017316017285,-13.688212927756648,-5.41666666666667,18.078125,0.71,2.03
066570,LG전자,KS,123000,20046857215000,0.8196721311475308,2.0746887966804906,-4.280155642023342,-1.9920318725099584,-11.827956989247312,-17.17171717171717,11.2578125,1.44,0.98
055550,신한지주,KS,37900,19553293118900,0.6640106241699861,1.8817204301075252,-6.419753086419755,1.3368983957219305,-2.3195876288659822,11.470588235294121,5.69921875,0.46,3.96
012330,현대모비스,KS,204500,19387484270000,-0.48661800486617945,-7.466063348416285,-11.66306695464363,-15.843621399176955,-25.771324863883848,-32.950819672131146,12.4765625,0.58,1.96
377300,카카오페이,KS,138000,18173246575000,1.4705882352941124,2.9850746268656803,7.8125,-31.68316831683168,,,0.0,84.1,0.0
096770,SK이노베이션,KS,191500,17892086634000,-2.0460358056266004,-6.812652068126523,-8.591885441527447,-5.66502463054187,-22.626262626262626,-24.007936507936513,0.0,1.23,0.0
034730,SK,KS,233500,17239718992500,-1.684210526315788,3.31858407079646,3.5476718403547602,-12.218045112781951,-10.877862595419852,-12.052730696798497,65.875,0.95,3.0
015760,한국전력,KS,24500,15760218090350,-0.20366598778004397,4.925053533190571,6.753812636165568,11.87214611872147,2.7253668763102645,6.521739130434789,7.8984375,0.23,4.96
011200,HMM,KS,31800,15575907947600,-7.826086956521738,-5.917159763313606,29.00608519269776,14.183123877917424,-21.09181141439206,44.87471526195901,308.75,6.16,0.0
086790,하나금융지주,KS,47450,14231473738800,2.2629310344827624,4.746136865342154,-2.366255144032925,10.348837209302332,6.270996640537518,23.086900129701693,5.359375,0.46,3.9
259960,크래프톤,KS,277500,13543884420000,-1.245551601423489,2.398523985239853,-6.565656565656564,-40.25834230355221,-45.481335952848724,,20.15625,9.78,0.0
034020,두산중공업,KS,22300,13524618734250,-4.496788008565311,4.941176470588227,28.160919540229877,8.98250415404165,6.225884818749106,115.91789310611928,0.0,2.71,0.0
051900,LG생활건강,KS,832000,12931867116000,-1.0701545778834753,-12.513144058885384,-14.579055441478438,-29.670329670329664,-43.516632722335366,-44.93712772998014,17.484375,3.1,1.32
