종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,V1D,V1W,V1M,V3M,V6M,V1Y,PER,PBR,DIV
005930,삼성전자,KS,70200,420272691520000,-0.5665722379603388,0.5730659025787954,-1.5427769985974726,-11.475409836065575,-14.075887392900855,20.826161790017217,12.417691705125318,22.286987366093257,19.196480307136756,21.438488559731912,18.20200575174582,23.62697830284984,18.28125,1.78,4.26
000660,SK하이닉스,KS,107000,77532251872500,0.9433962264151052,3.8834951456310662,10.880829015544036,-7.758620689655171,-18.63117870722434,30.966952264381888,17.492384984865115,29.45203955826588,35.58154202308269,35.212010680075494,32.18130196704066,37.866342408874225,15.390625,1.5,1.09
035420,NAVER,KS,410500,67101596857500,-0.2430133657351119,0.8599508599508532,10.053619302949057,-5.305651672433676,13.085399449035817,37.520938023450576,14.203609682166714,23.114944082216578,33.84825641094446,31.99032248170824,31.12168750771806,32.868403917122386,59.6875,9.15,0.1
035720,카카오,KS,128500,57228929620000,-1.1538461538461497,2.39043824701195,13.716814159292046,-11.986301369863018,12.227074235807866,86.6511729246859,28.77253098710347,43.83138379349857,39.87718054281118,43.43851941394901,40.27649894635089,37.873969417334386,348.25,8.99,0.02
207940,삼성바이오로직스,KS,864000,56835735000000,-0.11560693641619046,-0.8036739380022917,9.228824273072057,-5.3669222343921135,11.772315653298836,23.959827833572444,21.80077878596973,8.221044587141323,22.43039184694046,32.05321187046627,33.6164752754104,33.1669750752704,237.25,12.43,0.0
051910,LG화학,KS,786000,55132619883000,-0.5063291139240533,-5.980861244019142,5.787348586810226,-9.027777777777779,-13.340683572216093,20.737327188940103,16.215859679542213,41.52721710980695,39.95633278030031,42.15695747305431,37.370213688687215,42.33486611326454,117.9375,3.41,1.27
005935,삼성전자우,KS,66300,54392810870000,-0.45045045045044585,3.5937499999999956,1.8433179723502224,-9.302325581395355,-10.40540540540541,28.239845261121864,10.135086428538163,15.556184163302667,18.623068649621544,19.604051050780363,16.009699133596552,20.0260071487128,0.0,0.0,4.52
006400,삼성SDI,KS,755000,51573397500000,0.5326231691078487,2.8610354223433276,13.363363363363367,1.070950468540821,18.153364632237867,74.9710312862109,14.610388253409885,23.50132187340602,28.051497822160538,30.99140988819201,29.593061409607305,36.041062129166924,87.875,4.09,0.13
005380,현대차,KS,215000,45724992018000,0.4672897196261738,3.3653846153846256,10.824742268041243,-2.2727272727272707,-1.3761467889908285,26.470588235294112,18.687663281026722,19.819287898109128,22.251586229734098,21.423754119943,21.24307411085245,35.387615976005456,39.40625,0.86,1.4
000270,기아,KS,88000,35590901866600,1.1494252873563315,3.4077555816686145,17.8045515394913,3.8961038961038863,9.862671660424471,66.03773584905662,22.419975660337034,25.982145905189007,27.799964276964616,29.892582185246553,26.642077810093298,41.778552010216536,23.71875,1.19,1.14
