종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,V1D,V1W,V1M,V3M,V6M,V1Y,PER,PBR,DIV
005930,삼성전자,KS,74900,447733691250000,5.196629213483139,4.90196078431373,6.392045454545459,1.3531799729364025,-5.786163522012577,18.51265822784811,37.03827337045745,39.145408729010846,23.565389757263628,21.403042307938033,18.91727497037821,23.453710061005822,19.5,1.9,4.0
000660,SK하이닉스,KS,119500,87724284982500,7.17488789237668,7.657657657657668,21.319796954314718,14.903846153846146,-2.4489795918367308,33.22185061315497,52.07707123046069,51.30882164808986,37.817617990979564,33.56348698703383,32.74309306947704,38.40886743170884,17.1875,1.68,0.98
035420,NAVER,KS,410000,67430123647500,1.4851485148514865,-0.24330900243308973,0.6134969325153339,-4.428904428904435,16.80911680911681,45.907473309608534,14.314255249462866,22.41476691841736,21.490524140459197,32.264071066961904,30.870544304054192,32.03983654840393,59.625,9.14,0.1
207940,삼성바이오로직스,KS,876000,58225200000000,-1.7937219730941756,1.388888888888884,-0.4545454545454519,-11.782477341389729,-1.683501683501687,15.719947159841485,31.764504388503916,53.87390069057867,35.07674544737201,34.667274754921,30.308241646957818,33.261141197389684,240.5,12.6,0.0
035720,카카오,KS,128500,57049375488000,1.1811023622047223,-0.3875968992248069,0.7843137254901933,-11.683848797250862,13.215859030836995,75.15880155939041,18.349951043736343,26.025582667958204,28.81248849956419,42.31873033073416,40.31918880122922,37.05513248591699,348.25,8.99,0.02
005935,삼성전자우,KS,69500,57026048310000,4.98489425981874,4.98489425981874,8.255451713395633,0.0,-5.05464480874317,21.080139372822295,30.61223501102814,36.2597178254083,23.791913575532273,20.80028260782181,17.25365680015532,19.90106098305007,0.0,0.0,4.31
051910,LG화학,KS,765000,53720773023000,0.923482849604218,0.0,-6.47921760391198,-14.62053571428571,-15.282392026578073,8.51063829787233,18.6165667062749,25.9243027305073,33.407373087246,43.114832632922756,37.0189262802669,40.99085694566026,114.75,3.32,1.31
006400,삼성SDI,KS,746000,51092045790000,-1.4531043593130732,-1.0610079575596787,1.2211668928086894,-6.045340050377835,17.295597484276737,48.90219560878244,16.136570526979273,14.315293048952004,17.19732130564108,29.23400935434912,27.92822636520341,34.38879098668582,86.8125,4.05,0.13
005380,현대차,KS,218500,46793332953000,4.2959427207637235,4.545454545454541,5.301204819277117,2.8235294117647136,-2.6726057906458767,23.098591549295765,29.284273405249078,36.29029740205419,25.221207823543775,23.755930092877804,21.64752118719784,35.29386606171887,40.0625,0.87,1.37
000270,기아,KS,85700,34780175172600,2.2673031026253065,-0.9248554913294793,2.7577937649880147,3.004807692307687,6.724782067247825,44.76351351351351,17.185431753911665,29.737850457864557,25.275510375882483,29.566738370651574,26.55082743818964,41.104966409754276,23.09375,1.16,1.17
068270,셀트리온,KS,225000,31107077364000,0.8968609865470878,-3.433476394849788,2.505694760820054,-17.88321167883211,-16.666666666666664,-20.992197540574896,29.307244787743304,48.95174906809547,57.53858438215778,51.48264249586713,42.64037949466498,48.28737528730729,59.90625,9.27,0.0
323410,카카오뱅크,KS,64000,30406415168000,-1.538461538461533,2.564102564102555,6.489184692179695,-24.2603550295858,,,23.16956422165391,21.696707901778698,46.42886769987917,57.076962923685805,67.76526503193804,67.76526503193804,207.125,9.33,0.0
259960,크래프톤,KS,516000,25212620675000,-4.797047970479706,-5.839416058394164,5.737704918032782,10.021321961620465,,,38.76462169174474,55.33034243709658,57.72234786553171,51.67448389294452,56.69996595569684,56.69996595569684,37.46875,18.19,0.0
005490,POSCO,KS,281000,24630280887500,1.0791366906474753,-1.403508771929829,-7.413509060955514,-14.589665653495443,-23.013698630136993,19.067796610169484,19.985294396523006,26.143385293895495,32.05747547831633,32.401893353235835,30.53608954880963,34.655081734553285,13.9375,0.55,2.85
012330,현대모비스,KS,248000,23650876953000,4.201680672268915,0.20202020202020332,-6.238185255198491,-7.116104868913853,-10.79136690647482,3.3333333333333437,28.63938374857485,40.02959212441004,27.960434004333926,26.961008822333046,22.93438972540995,37.46628981605722,15.1328125,0.71,1.61
105560,KB금융,KS,56400,23534728272000,-0.5291005291005346,0.1776198934280604,-2.083333333333337,6.41509433962264,-2.758620689655178,25.472747497219128,24.09480269521311,21.20145329946843,20.846424414814674,24.150700116737173,24.442319685847107,29.134318251994294,6.3984375,0.55,3.14
017670,SK텔레콤,KS,309500,22302614258500,,,,,,,,,,,,,15.1171875,1.05,3.23
377300,카카오페이,KS,170000,22227594812500,-2.017291066282423,4.294478527607359,,,,,28.477278213873007,28.989337919287355,91.15449618311591,91.15449618311591,91.15449618311591,91.15449618311591,0.0,103.7,0.0
066570,LG전자,KS,134000,22092454890000,0.3745318352059934,7.63052208835342,7.200000000000006,-12.703583061889246,-10.367892976588633,56.54205607476634,41.97832962043857,63.623071158365484,38.56983951074245,39.68332969524689,34.369031781782695,52.22101526722663,12.2578125,1.57,0.9
028260,삼성물산,KS,116000,21678901396000,3.111111111111109,1.3100436681222627,-3.734439834024894,-13.432835820895528,-16.546762589928054,-3.734439834024894,26.721148078260725,32.26770584384315,25.880395540484123,22.862615812336568,21.901534372006132,29.346534457575107,18.484375,0.72,1.98
096770,SK이노베이션,KS,219500,20203725734000,1.385681293302543,-3.938730853391681,-14.42495126705653,-8.731808731808732,-21.0431654676259,40.70512820512822,19.6705282039225,26.492043534555023,28.34000785610766,30.99487323285518,31.9601803899916,49.90785153435396,0.0,1.41,0.0
055550,신한지주,KS,37350,19372483275000,0.0,-1.1904761904761862,-6.741573033707871,-4.230769230769226,-8.90243902439024,15.81395348837209,8.65966041732852,22.969538841406525,18.137735999709676,20.245365132621885,21.167712017386886,24.534487455117773,5.609375,0.45,4.02
302440,SK바이오사이언스,KS,238000,18283500000000,-2.4590163934426257,-1.6528925619834656,5.777777777777771,-25.856697819314643,47.36842105263157,,28.098238720356882,47.50488461005954,81.31419734229853,72.65432484145337,75.46784291918271,74.30693482993242,443.25,55.22,0.0
051900,LG생활건강,KS,1170000,18257672293000,-0.17064846416382506,-2.904564315352698,-14.28571428571429,-19.14305459571527,-22.874093605800926,-25.761421319796952,12.265550415855072,18.226968378432566,38.669799245382386,30.039049030559603,28.592179521033326,26.718098380657477,24.578125,4.36,0.94
