종목코드,종목명,거래소,종가,시가총액,R1D,R1W,R1M,R3M,R6M,R1Y,PER,PBR,DIV
005930,삼성전자,KS,73400,436988082660000,-1.0781671159029615,-0.4070556309362261,-3.8007863695937116,4.55840455840455,-1.3440860215053752,-12.826603325415675,19.109375,1.86,4.08
373220,LG에너지솔루션,KS,440000,103194000000000,-2.8697571743929395,-2.5470653377630104,,,,,0.0,12.79,0.0
000660,SK하이닉스,KS,128500,93184302720000,-1.1538461538461497,1.1811023622047223,1.1811023622047223,16.81818181818182,26.60098522167487,-2.651515151515149,18.484375,1.8,0.91
005935,삼성전자우,KS,66900,54968831560000,-0.44642857142856984,0.6015037593984918,-5.240793201133142,2.1374045801526798,-3.879310344827591,-11.390728476821188,0.0,0.0,4.48
207940,삼성바이오로직스,KS,775000,51211710000000,1.04302477183833,4.729729729729737,-5.024509803921573,-7.84780023781213,-21.15971515768057,-3.125,212.75,11.15,0.0
035420,NAVER,KS,313000,51183314520000,-1.5723270440251569,-1.7268445839874413,-5.86466165413534,-23.0958230958231,-28.29324169530355,-18.80674448767834,45.5,6.98,0.13
051910,LG화학,KS,590000,41578890027000,-4.2207792207792245,-5.1446945337620615,-9.647779479326191,-23.969072164948457,-34.15178571428571,-40.40404040404041,88.5,2.56,1.69
035720,카카오,KS,91800,40939316281800,-1.5021459227467782,3.9637599093997666,1.5486725663716783,-27.716535433070867,-35.352112676056336,-11.0189205955335,248.75,6.43,0.03
005380,현대차,KS,181500,38780775940500,-1.8918918918918948,0.5540166204986097,-9.476309226932667,-11.463414634146341,-16.359447004608295,-26.66666666666667,33.28125,0.72,1.65
006400,삼성SDI,KS,541000,37339139790000,-2.169981916817365,2.075471698113218,-18.15431164901664,-29.095674967234597,-33.782129742962056,-32.79503105590062,62.96875,2.93,0.18
000270,기아,KS,77700,31456195727200,-1.520912547528519,0.12886597938144284,-4.074074074074074,-6.498194945848379,-8.80281690140845,-9.334889148191362,20.9375,1.05,1.29
105560,KB금융,KS,62600,25987995000000,-1.1058451816745696,-2.9457364341085257,1.1308562197092087,12.186379928315416,17.669172932330834,38.18984547461368,7.109375,0.61,2.83
005490,POSCO,KS,278500,24150753295000,-0.8896797153024938,-0.7130124777183555,-2.108963093145866,1.642335766423364,-18.328445747800583,3.917910447761197,13.8125,0.55,2.87
068270,셀트리온,KS,163000,22555729318500,0.9287925696594534,6.1889250814332275,-2.39520958083832,-25.52656828254215,-39.388530673865674,-48.899777729708035,44.21875,6.85,0.0
323410,카카오뱅크,KS,47250,22475031910100,-3.3742331288343586,6.9004524886877805,13.038277511961716,-26.74418604651163,-38.315926892950394,,152.875,6.89,0.0
012330,현대모비스,KS,226500,21326232697000,-0.8752735229759279,-0.22026431718061845,-5.625000000000002,-4.228329809725162,-15.642458100558654,-31.981981981981978,13.8203125,0.65,1.77
055550,신한지주,KS,40650,20999771870100,-1.4545454545454528,0.49443757725586845,2.9113924050632844,9.42126514131898,4.498714652956304,23.932926829268286,6.109375,0.49,3.69
028260,삼성물산,KS,109500,20370691829000,-1.7937219730941756,1.388888888888884,-1.3513513513513487,-1.3513513513513487,-18.28358208955224,-17.04545454545454,17.4375,0.68,2.1
066570,LG전자,KS,121500,19883209401000,-2.409638554216864,-0.4098360655737654,-11.31386861313869,-0.8163265306122436,-19.269102990033225,-26.363636363636367,11.1171875,1.42,0.99
096770,SK이노베이션,KS,201000,18585578364000,-3.597122302158273,0.24937655860348684,-23.1357552581262,-8.0091533180778,-19.114688128772638,-29.225352112676063,0.0,1.3,0.0
377300,카카오페이,KS,139000,18406904751000,-1.0676156583629859,9.019607843137244,8.59375,-19.884726224783865,,,0.0,84.75,0.0
034730,SK,KS,221500,16461151038000,-1.7738359201773801,1.6055045871559592,-5.944798301486198,-10.141987829614607,-16.885553470919323,-26.655629139072843,62.5,0.9,3.16
051900,LG생활건강,KS,1007000,15680669788000,-1.177625122669279,3.2820512820512793,5.445026178010481,-14.733276883996616,-30.263157894736846,-40.05952380952381,21.15625,3.75,1.09
086790,하나금융지주,KS,51200,15312345162000,-0.3891050583657574,3.0181086519114775,9.052183173588935,21.470937129300125,14.669652855543113,38.75338753387534,5.78125,0.5,3.61
011200,HMM,KS,30750,15013512527200,2.1594684385382035,21.78217821782178,26.283367556468164,18.95551257253385,-21.45593869731801,100.3257328990228,298.5,5.95,0.0
015760,한국전력,KS,22450,14347897120950,-0.6637168141592875,3.218390804597693,7.1599045346061985,0.6726457399103047,-9.292929292929298,-5.4736842105263195,7.23828125,0.21,5.42
259960,크래프톤,KS,273500,13347596240000,0.0,-2.6690391459074703,-15.716486902927585,-49.53874538745387,-39.42414174972314,,19.859375,9.64,0.0
009150,삼성전기,KS,164500,12361806688000,-1.7910447761193993,1.2307692307692353,-12.26666666666667,-0.6042296072507503,-8.356545961002782,-18.56435643564357,20.578125,2.21,0.85
032830,삼성생명,KS,61800,12340000000000,-2.8301886792452824,-0.48309178743961567,-6.5052950075642935,-4.776579352850541,-18.89763779527559,-15.573770491803273,8.7734375,0.3,4.05
017670,SK텔레콤,KS,55000,11992056291200,0.5484460694698434,0.36496350364962904,-1.4336917562724039,2.9962546816479474,4.17455867868779,29.58250871736876,13.4375,0.94,3.64
003550,LG,KS,76200,11986335666600,-1.2953367875647714,0.9271523178807861,-2.432778489116516,-9.9290780141844,-18.93617021276596,-26.33481888226139,9.140625,0.66,3.28
